,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
XC129080,-356.53436,69.605545,-50.43023,-25.787455,-50.912865,-39.08042,-43.159138,-32.904488,-28.520836,-16.64645,-10.981425,-0.50984937,-1.0261037,12.863215,8.737941,15.775972,10.229643,11.52242,6.08067,10.185973
XC176540,-512.6327,-6.317873,-23.330687,-11.154118,-14.210063,-11.302677,-15.583508,-7.0482683,-13.880959,-8.314827,-12.257311,-5.179151,-12.264613,-4.825842,-8.404881,-3.1943383,-8.617942,-1.595569,-7.0363164,-1.638904
XC244505,-477.62643,63.508114,24.826212,26.788378,13.435803,10.650283,11.177149,8.336051,10.650432,7.519505,6.730422,13.165362,6.4150753,7.4277425,9.66314,7.557552,2.5273771,3.6788814,2.908281,-1.3812073
XC124593,-597.2632,40.197323,-23.321623,-12.693342,-27.107328,-15.698858,-10.056072,-3.2754567,-7.9391007,-0.686067,-0.83571005,4.005383,-3.5704913,4.161917,-1.0952773,-0.0025173295,-0.6346562,2.7758157,-3.3070197,2.4393907
XC418344,-447.38577,-7.65759,-48.04891,-8.316167,-18.571388,-9.766787,-10.819075,-2.8863912,-8.545999,-6.085803,-3.9333572,-0.014610754,-4.6038475,-0.71957636,-2.2464283,0.031960316,-3.5346944,1.6734363,-2.974667,1.8442515
XC120285,-222.8469,148.31119,12.131015,3.6179268,2.0625453,25.023335,15.643623,4.4063606,3.8201907,11.615375,-4.334551,5.3153787,0.97269994,1.1040608,-4.864862,3.7984514,-7.0830493,-1.4610064,-4.5111737,-4.055491
XC233389,-407.51337,63.542126,-27.643524,-9.043622,-35.00223,-13.714856,-12.262649,-16.929268,-19.024176,-13.209398,-16.284924,-11.902291,-14.550708,-3.3728461,-6.1773586,-1.1400918,-4.4024706,-2.8340101,-4.9311404,0.26711142
XC125579,-802.9499,-99.47139,75.28334,-48.37311,17.519394,6.5569224,-25.41634,30.181824,-27.605452,16.188831,-6.0902843,-5.293652,9.263023,-9.671895,3.845809,1.8550464,-8.518793,9.755293,-10.186421,5.3871737
XC459759,-502.169,-7.9171367,-20.620451,9.028618,-1.0083213,5.3689146,-14.489542,-7.7146935,-24.540499,-13.432745,-26.472689,-15.032005,-20.26944,-12.515298,-13.705102,-8.743799,-10.968298,-8.355233,-8.286251,-2.810209
XC145055,-391.6532,70.462364,22.544426,30.23429,-5.970176,4.7696834,0.58415854,5.8123455,4.251647,2.4972875,-9.733147,-1.2097043,-10.988702,-4.7712965,-7.1725016,-4.2922544,-7.4409356,-3.0482838,-9.503244,-4.1813793
XC125542,-686.2384,-129.44893,-42.19779,63.409637,9.9671135,-19.548956,-20.0283,16.079975,9.761392,0.53033984,-17.698761,4.4953623,7.5933914,3.192679,-7.427838,-3.1188219,2.0345845,8.59188,-5.5335417,-2.9262023
XC145054,-401.26443,91.71572,8.842524,8.324866,4.9419756,11.075154,-2.6912482,4.259618,4.8016825,1.9714673,-9.075182,-1.7036439,-7.147286,-2.9626164,-5.2328963,-4.006802,-9.267598,-3.8953214,-6.0351086,-3.4794734
XC353723,-456.8444,94.54391,3.6082735,34.804443,-2.943391,2.0355477,-3.1048527,-3.528403,-0.9534472,17.81443,2.4118,9.342431,8.043994,6.537063,-0.59021115,4.1916676,-2.8644447,4.355924,3.0053513,2.7129185
XC399368,-328.01028,131.26462,20.103825,-4.4620333,-0.5824183,10.39107,0.47001395,6.997344,-4.994147,8.56276,0.5303124,10.947358,0.7667312,8.232856,1.1757694,3.8353465,-1.7676111,2.7449524,-0.6099555,2.6822464
XC309042,-614.2243,21.804325,7.080567,33.97866,-14.810008,13.995167,-8.505609,3.2883618,-6.2227974,-3.6301534,-3.8957148,-3.588223,-8.879729,-0.46158934,-6.866366,-7.3838596,-2.6838524,-4.5982785,-7.7914133,-1.5470744
XC473376,-839.0975,-1.6253806,-0.35198992,-25.55484,-29.145409,-0.88062614,-3.4777424,3.5542777,-1.0915835,5.3109355,-3.8026152,2.0341883,-5.083115,-0.28831166,-1.9465802,2.8254879,1.1774861,0.7951221,-1.8109325,-0.5915448
XC6759,-549.57153,19.650612,9.22312,62.967773,-0.8929275,22.869768,22.829277,-1.5152096,15.694827,2.1575933,3.9045892,4.1203566,3.2751772,2.2260606,-4.7037425,3.117808,-1.0613381,-2.4223533,-1.8003769,-3.3609498
XC167611,-699.0939,-178.32268,-108.85294,17.807726,55.608105,32.45289,-24.61475,-29.183605,-14.179067,22.009617,13.136562,2.7313552,-18.92214,-5.8245664,1.6689073,11.16327,1.0145717,-3.0874662,-8.779422,1.1192758
XC311624,-266.18378,122.02198,42.03292,41.56464,14.234431,20.836601,9.247161,-1.3672476,-8.383397,-10.537693,-17.534645,-9.716675,-13.963874,0.39943257,-8.25846,-2.3964405,-4.527568,-3.8471775,-2.7645154,3.456035
XC418236,-373.56702,6.05886,-26.003252,1.1391376,-19.976542,-3.0167499,-2.329317,1.416847,1.0132644,4.9551883,-0.98812145,4.28439,1.8706698,3.0803344,0.08014146,3.6361868,-2.3317616,2.240601,-2.492166,0.9848989
XC232504,-474.18204,23.912806,-24.971294,12.128617,-36.363506,-17.02088,-15.699043,-19.687237,-13.063624,-13.143954,-16.350458,-12.385813,-19.591707,-8.160721,-9.583028,-2.907908,-2.949421,0.5517232,-2.76104,2.100161
XC309931,-570.8019,76.47092,37.03815,44.048035,18.73139,24.147364,20.264215,17.472332,1.9734159,2.7725482,-5.0144515,-0.04522299,-4.9061503,2.2210417,-8.619611,-2.1949854,-5.535984,-0.09666149,-5.2794952,0.67554915
XC232506,-492.02957,10.025945,-23.4114,42.92471,-18.388163,-1.262117,5.0753303,-15.380216,-10.584586,-9.179645,-18.440027,-11.231049,-17.483644,-7.925376,-12.814907,-7.832696,-7.2782803,-5.709693,-9.278964,-2.3079867
XC167609,-609.1838,-199.61029,-136.29033,8.836467,55.385532,47.392292,-11.404869,-30.747934,-22.523878,14.298838,16.32633,4.640338,-14.226287,-7.087101,-2.6559262,11.223031,1.1744151,-0.56758356,-9.017367,0.82919645
XC311050,-449.305,64.14888,-11.95269,-1.1835823,-30.661621,-10.788064,-24.793123,-23.3894,-22.817501,-26.234007,-30.957552,-22.145535,-30.378805,-12.75448,-22.372583,-15.28622,-16.359228,-15.836256,-12.932689,-7.269682
XC408541,-495.50665,4.661571,-65.76122,-17.819843,-20.248396,0.30497926,1.2480928,-8.757082,-1.8560811,6.267898,-9.186466,3.4194348,0.40789735,-1.5012621,-5.1407123,-0.2357687,-3.1397295,-0.755225,-5.8758316,1.4168255
XC418241,-350.83755,-0.011972957,-27.648582,5.056326,-13.386729,0.55606556,-0.40038353,3.0458474,1.2095485,4.851721,-0.21983866,3.346938,-0.15130368,2.1233592,-0.6565942,3.217328,-1.7789111,3.0684233,-2.2223873,1.4494429
XC311623,-296.92245,95.839905,35.14153,31.860907,3.4820857,6.7678328,5.9895005,5.9328103,-2.6434298,0.9962462,-7.7736263,-0.14974467,-3.301158,5.4619803,0.3438287,3.194585,-4.5889897,0.111089885,-4.668414,0.7661848
XC309039,-614.9808,29.284876,7.6325064,39.820656,-9.132375,14.692248,-4.3166733,8.672616,-9.448412,-1.8757299,-1.1018553,-5.5824256,-9.885742,1.0738989,-9.144288,-6.179421,-3.525161,-4.472903,-9.913993,-0.51303583
XC408540,-411.37183,35.610004,-60.538708,-16.526915,-5.6188865,-1.1694328,-12.473437,-5.4422593,1.48626,3.5177171,-8.892566,-0.98642546,-2.750841,0.71862584,-7.4412103,1.0301299,-3.6620686,-0.4885975,-4.893822,1.9609554
XC232494,-437.89902,48.352062,-21.250631,5.9308786,-29.248951,-18.525759,-21.409393,-21.511862,-18.414398,-13.234057,-22.359509,-13.72757,-15.781627,-6.7062755,-9.506924,-1.842904,-3.7965224,0.40772277,-5.446412,0.19318093
XC311622,-308.11084,93.08568,47.13833,37.55599,8.737317,4.6821227,-3.3456898,-2.580536,-8.548806,-2.4994748,-9.385641,-1.7497084,-6.4634743,-0.11158668,-5.3918934,-0.14555681,-5.56629,-0.09815523,-4.2466965,1.2124963
XC459765,-512.931,47.334904,-28.154121,-4.7472177,-13.002061,-10.849459,-13.598285,-16.233793,-20.30395,-2.4061112,-25.43589,-14.891471,-15.817641,-12.153786,-18.033491,-4.2899537,-9.280559,-10.706792,-7.240713,-5.1889195
XC210630,-360.27744,81.302414,25.957298,14.090575,-4.532999,-1.9529918,-20.477066,-6.342449,-24.785088,-5.00101,-18.69075,-7.560618,-11.872216,-7.7521214,-4.3492475,-7.754766,-5.070495,-5.416268,-5.576879,-0.9740269
XC144072,-289.42532,133.29094,-50.335945,-4.6626024,-9.755155,1.7607933,-9.233145,0.195349,-4.7617884,2.5623958,-5.577398,4.066092,-5.7433004,3.8472126,-5.329245,3.4404392,-3.601393,2.833954,-2.6891744,3.477942
XC312746,-342.16364,-21.132912,-47.781425,-14.795157,-48.17588,-24.676413,-14.675676,-12.17177,-21.117146,-7.257959,-19.324667,-8.115518,-11.274605,-6.673252,-11.797124,-6.9033194,-10.9371605,-2.3328087,-10.933343,-3.2711804
XC312745,-389.51315,-35.772068,-64.44349,3.8095973,-35.999634,-23.197514,-7.3847027,-10.639805,-12.46957,0.5463649,-13.573278,-3.4328024,-8.586953,-2.9165316,-8.284553,-4.311096,-8.205936,1.7850559,-7.5142803,-1.1961591
XC47031,-470.50043,64.97956,-46.810566,26.639511,-16.270105,-0.7452718,1.6007382,-11.6441555,-1.4967439,-1.9655313,-3.4178705,-2.9145005,-0.90834045,-2.428431,-0.17302245,-1.2317615,-0.45366558,-1.28564,-1.3708382,-0.5900746
XC312744,-444.94186,-46.198997,-55.57108,-3.9460475,-50.914413,-19.621096,-19.866217,-7.3858185,-11.074282,-5.1195116,-13.954759,-2.430964,-8.868812,-5.8076353,-8.4983225,-4.34677,-10.142785,-1.6272804,-9.004806,-1.971729
XC282799,-160.03983,-38.443382,-131.25731,-35.85761,-52.975796,-32.0262,-25.603218,-23.899529,-9.206175,7.0366535,1.784396,11.415783,8.634284,12.200729,1.2297788,5.8334293,1.6126599,5.549074,-3.4624383,4.8591995
XC302371,-275.89682,0.0025929187,-27.643595,22.420185,-22.76094,19.974289,-16.437958,1.0268592,4.192704,-2.9397237,-3.7359276,1.4254701,-6.064276,-2.8091152,-1.3850648,2.6553261,-4.5476627,1.6364262,-3.0470464,1.0412333
XC408132,-375.5178,4.9562817,-89.29614,14.68157,-30.81531,1.8205532,-7.373788,-4.917167,0.85718435,4.9522853,-2.3892214,1.7876933,-0.6112229,0.6467631,-2.4086287,-0.7128051,-5.9953065,-0.48728144,-6.763234,0.45164293
XC302373,-252.25056,36.142418,-30.661724,18.510666,-21.285915,27.890543,-11.869711,1.8260578,0.7823329,4.1553407,-3.8323739,2.1097147,-4.3474054,0.77385616,-2.841154,1.3029346,-2.995775,2.4116807,-0.32424667,-0.32391593
XC188497,-194.93448,149.41927,-34.201538,3.6501431,-38.706795,-16.35288,-18.005732,-12.001136,-12.139628,-6.4229074,-16.56607,-2.6803427,-9.816729,-1.4434297,-0.9853439,-0.2133867,-5.84787,1.9524677,-0.43781945,4.5800395
XC310078,-376.3587,101.894356,-5.339311,11.372294,-26.944582,9.084486,8.820155,-0.6181554,1.3341142,3.92147,-5.667113,6.932046,-2.8955903,1.8434016,-1.7608068,5.3419266,1.2860106,7.406678,-4.066082,4.964409
XC79576,-534.10016,-42.118946,-69.37982,18.223534,-29.749275,6.743753,12.332069,11.121548,6.151705,4.257469,-3.896911,-1.7379994,-5.2045126,-2.7401075,-0.44189975,3.4818616,3.5005813,5.3218546,-0.045122884,1.0409397
XC106459,-309.29205,133.11612,-26.463001,-17.68613,-20.918987,6.7558265,-9.00699,-6.466028,-5.188582,-0.5999184,-11.295852,-1.9635692,-4.355445,0.59085023,-1.8162855,3.5369816,-0.8534944,3.0809555,-1.925565,3.7663424
XC288446,-283.64795,7.074995,-19.938097,1.4585329,-28.804234,-2.1899374,-13.613181,-12.445703,-10.779567,-14.849383,-13.189185,-7.615506,-15.310554,-7.5667996,-12.025467,-12.067451,-0.9941623,-14.495264,-1.9725152,-7.3589892
XC270215,-546.23236,91.292175,14.803546,11.493056,-3.5463283,10.5638895,4.8107224,6.2008543,-0.6738149,3.8796232,-7.559076,-2.9955373,-7.2416673,-3.5879939,-8.46392,-4.7522984,-8.923892,-4.023746,-7.6392612,-4.4880214
XC288447,-306.90247,8.744442,-15.700379,-3.1749578,-27.255611,0.31281948,-15.089179,-11.078917,-10.588773,-16.06191,-9.887087,-9.09505,-13.906695,-7.3042865,-12.7320795,-11.954071,-2.0216494,-15.639547,-2.1310363,-8.384814
XC132023,-256.84805,203.41525,-28.35301,14.444376,-1.0591526,13.2762575,19.12388,4.20855,13.120475,15.678091,3.0576904,7.291797,8.249129,1.9957756,6.1220136,6.9181275,1.8065064,4.5545883,3.1488512,0.180478
XC106457,-277.48468,101.53692,-25.609463,-2.8881462,-28.106794,4.2638655,1.869989,5.0137753,4.194227,8.425218,-0.5910399,4.7377143,-0.85165703,4.484395,-0.7823633,3.1790497,-1.7190459,3.828195,-2.0496693,4.0757785
XC188498,-182.10585,163.72429,-35.977306,2.1328716,-38.08356,0.17064023,-20.761116,-14.439162,-17.170597,-11.577692,-14.537334,-3.9749663,-6.993881,-0.8835966,-2.751359,0.49397543,-4.7445755,-1.1106342,-3.4376917,1.4773072
XC233134,-195.40886,150.78188,-45.555508,-16.136267,-25.127073,2.9666867,-12.578594,-6.9639916,-3.0731945,1.9160947,-3.6506584,2.606569,-4.850459,0.32339612,-2.8258808,3.3848288,-4.862097,0.7773495,-4.875252,1.1115127
XC321207,-525.3835,88.71096,12.928312,8.916346,-10.204633,4.776627,6.3818045,5.9547997,-4.041108,-0.6081191,-8.845432,-4.847997,-7.2100143,-5.397828,-8.438807,-5.571177,-6.6198378,-4.3933973,-7.8918347,-4.7824574
XC188502,-204.13126,160.58786,-38.075382,-13.532959,-29.293528,-13.1051,-17.252132,-12.644129,-16.211784,-7.3740807,-13.745597,-0.53456104,-3.091007,2.2351732,-2.414245,2.3941464,-4.2411857,2.1199527,-2.5043411,3.269553
XC312742,-391.38937,-38.232162,-53.913727,-0.09104024,-47.012066,-20.832304,-8.205603,-9.255555,-9.875035,-0.16382888,-13.392583,0.2774349,-6.1191773,-3.0666814,-5.449543,-1.93371,-6.8691044,1.0974193,-6.8725595,0.7176295
XC177883,-280.79834,109.021545,-30.960453,-11.392812,-26.49251,-2.2806916,-3.2568235,-8.032773,-5.6160316,-2.6177545,-11.198562,-3.835449,-9.244807,-2.3496919,-8.830083,-2.2598717,-7.8762302,-1.0542649,-4.8119354,-1.1630989
XC289162,-179.3574,53.462227,4.657912,10.190969,-7.897294,0.9623969,-6.9968443,-6.9647717,-9.623381,-5.4322658,-7.29961,1.2742918,-0.33653232,6.5908856,-1.4624056,10.417034,1.2125989,7.4232936,-5.2104473,4.8416004
XC288169,-250.24689,-119.767586,-164.33119,-50.223763,-14.267728,30.317259,26.763977,19.492609,7.612899,1.8024063,-11.651468,-5.9330573,-8.494666,-1.2266432,-4.5752983,6.841756,3.0734727,5.192716,-2.250853,3.4500217
XC320950,-373.61932,90.49027,-2.8076525,2.593282,-13.596207,12.4489155,18.512169,7.483208,3.1062872,13.886524,-0.50028545,2.87912,-0.74910146,4.1456685,-0.90438265,4.014716,-4.103557,-0.71770763,-0.7448792,-0.44464865
XC134888,-372.09305,116.453415,-43.259056,-14.210791,-24.087679,-6.149559,-7.970713,-5.7361627,-2.7403884,11.09843,-7.3555903,10.411604,-2.9156072,9.943475,0.67891127,8.62028,1.417712,6.264133,2.0655305,4.6757836
XC188496,-207.04489,155.87352,-42.011257,-10.450306,-35.25428,-8.539717,-19.733335,-9.661953,-11.499014,-6.4914536,-10.76,-0.7689007,-5.9542146,0.7095605,-3.453976,-0.039067872,-4.5640006,0.18260075,-5.0103097,0.61181456
XC416132,-375.97018,15.70964,-31.863796,16.176897,-17.40487,-1.2492973,2.9823358,-2.9090965,-1.7784168,4.10304,-4.555246,0.68874216,-2.7158625,-1.3801746,-2.9324436,-0.08373914,-4.1647625,2.4630651,-3.440888,1.5916067
XC408098,-413.59506,-36.71316,-73.66672,6.2449446,-48.71094,0.787351,-11.056534,-8.779437,-6.1460004,3.3661191,-7.967988,1.0604285,-0.80219233,1.2105074,-2.6088712,1.0365835,-2.0287213,0.9633482,0.31871736,4.4803166
XC407681,-801.71826,-174.724,-84.36523,146.90341,-44.110847,-3.218258,-42.88846,55.068527,-10.052784,-3.1178198,-24.348291,23.693249,10.929974,-23.187672,5.796839,-3.756458,15.418564,-11.404332,-1.2725245,-0.84440356
XC407684,-704.58374,-93.66866,-170.93253,7.490052,-34.529274,76.88216,2.26175,35.13702,-36.04875,0.42680985,-24.120832,1.6199917,11.912473,0.9828285,16.301334,-11.750619,3.82104,-13.558136,8.041557,-8.65189
XC110651,-512.0929,-54.597866,-27.066004,-0.6023474,-28.465454,-9.344257,-22.01692,-3.7363274,-18.587818,-5.3505254,-16.901188,-2.807001,-10.599955,-9.796177,-5.539352,-5.027101,-5.8617125,-5.4668255,-2.7699614,-3.9695685
XC412862,-455.53128,70.96766,0.7330478,4.184659,-16.644615,1.6717948,-4.2912045,-5.398665,-13.022957,-1.8982167,-11.217827,-2.7135477,-7.9494443,-7.1807356,-11.8649435,-5.819566,-9.963432,-6.062297,-11.035463,-6.9792824
XC210782,-338.51007,73.25529,8.494745,16.125662,-42.287918,-9.611061,-4.5139923,-2.2181184,-14.32602,-19.74546,-26.616058,-11.201549,-10.897327,6.017828,4.9945097,-0.10483182,-2.864798,-5.75853,-7.347134,0.21894272
XC289021,-247.19072,4.418576,-42.459805,-14.594708,-17.211828,-28.170523,-17.30073,-13.348672,-21.671928,-18.053825,-11.75854,-9.6711855,-10.829176,-9.9785795,-6.9833393,-5.6228547,-7.9463143,-8.212052,-6.900024,-7.5413623
XC110652,-473.49713,1.5790019,-11.618304,14.198898,-27.365921,-7.797634,-19.1454,-12.182471,-10.784587,-4.4832587,-8.787218,0.21933429,-9.24615,-4.161685,-12.630582,-8.156478,-11.437258,-8.408487,-8.859987,-1.7578768
XC217823,-513.70557,24.298822,-36.177204,-17.80498,-8.373542,-11.948515,-10.873453,-5.4888835,-17.241833,-10.714042,-9.515817,-2.7478266,-6.361461,-1.9880607,-7.5947957,-2.045406,-6.8149157,-2.8621423,-8.195862,-2.9824827
XC109632,-420.69626,-60.731487,-76.40976,-1.6399864,-12.48974,8.379649,-14.235354,-4.3570237,-6.0068154,3.0194643,-8.558121,1.533158,-7.0160747,-0.6143925,-3.6478722,2.7163064,-5.1996307,1.0378537,-5.348158,2.3770468
XC305608,-395.0882,45.62339,-64.30131,-7.361399,-23.447657,-3.4609761,-10.477281,0.5498094,-9.392238,1.580639,-5.436514,3.0146616,-4.257435,1.8341719,-4.7757254,0.55336165,-7.112985,-0.76833403,-6.832364,-1.2562909
XC208130,-461.5589,5.511727,-35.187267,22.326899,-20.072699,-4.0339627,-16.106407,-13.8158455,-18.05723,-9.243607,-17.753197,-11.063504,-13.657852,-5.976971,-11.602701,-3.843564,-3.5088053,-2.5544093,-6.0432534,3.6812003
XC325268,-586.9614,46.402527,3.2691877,26.074324,-3.549619,16.715683,10.846566,5.677551,4.697027,11.58,-2.919088,9.902584,0.86275613,5.3919387,2.6237895,6.2180734,-1.3047441,7.781707,-4.207393,7.087227
XC375914,-411.746,-40.87126,-59.527172,-13.322374,-38.93266,-17.680027,-20.173038,-15.292618,-12.476605,-4.158338,-12.222777,-3.5642145,-1.5302309,-3.1244414,-1.3614597,5.3467035,-3.2382822,4.972164,2.7388637,1.5944775
XC289165,-321.1409,-150.14621,-97.05829,16.38751,20.733437,20.21477,7.1765866,-3.9787574,-11.063242,-4.375328,-3.2946024,6.063734,1.3632724,6.0518146,-4.933393,1.4850569,-3.6133149,1.9862183,-4.208973,3.924923
XC307236,-526.53687,51.087612,8.067728,26.328934,-27.778238,20.807352,-19.018232,11.27413,-14.981156,-1.0442603,-6.632438,-12.316593,-2.7917254,-13.464222,-5.250399,-7.0379634,-14.628808,-0.36631936,-10.546156,-2.1245434
XC306324,-418.60196,-1.676274,-97.22192,-48.75074,-45.05298,-19.578703,-23.848528,-8.089497,-15.118388,-6.36122,-11.770985,-3.2898064,-9.531295,-2.0280674,-7.8369045,-1.9889573,-4.904381,-1.2256341,-8.319152,-0.7714778
XC360348,-447.5727,81.68873,28.857117,52.346973,2.7905865,13.054062,-10.005859,-11.256114,-19.9908,-10.284777,-17.316973,-3.3930557,-11.056957,-2.5241547,-6.9233994,-0.39651102,-5.415309,-1.1333593,-2.7236624,0.12365292
XC435718,-332.72733,59.086323,-63.426224,-31.57816,-44.787926,-24.095657,-37.985504,-21.326487,-32.6195,-21.54386,-29.449652,-21.334997,-24.196928,-15.257864,-15.495683,-4.954647,-8.247064,-2.7290983,-7.2395306,-0.5703053
XC313895,-479.3166,14.794018,-12.491494,7.972372,-11.090036,-3.4678762,-4.681238,-1.4865133,-9.27184,2.4125762,-5.691657,-2.1015701,-3.1526678,2.1438355,-5.5997105,3.1704826,-4.1299963,1.5693667,-2.7870252,0.63352185
XC306129,-518.96826,-44.808743,-188.99474,-64.05623,-43.868828,7.057326,-7.349576,20.691418,8.268738,18.698044,1.6697081,6.4239564,2.365434,1.7929207,-5.4775968,0.12602541,-5.9839625,1.5773447,-6.330075,1.6791618
XC122643,-360.4269,75.25593,10.7829685,21.37474,-8.199935,7.4606447,-2.1912923,1.088332,-0.07605882,2.709707,-3.731068,7.2515793,-0.2458814,4.1204796,-0.018958116,6.576517,-0.21041667,5.056014,0.40042898,6.236122
XC112498,-401.94244,100.29734,9.753211,26.026657,-2.7657702,22.424334,9.39287,12.4754715,11.300617,14.537294,3.333893,11.665334,0.8904959,5.7030597,2.3576956,4.1291695,-0.429925,7.345932,-0.5375657,4.4658875
XC319939,-466.8948,137.96864,-39.58772,22.916979,-6.745077,21.79937,-5.466951,25.790037,3.1311886,17.074495,6.0668626,3.2327816,9.409163,-0.9419821,0.0027093028,-0.7701333,1.1611178,-3.2721362,4.76596,-5.9358964
XC109856,-292.6555,-44.671047,-58.202324,-11.753122,-35.534416,0.27515894,-21.568275,-2.7508934,-9.472767,1.4723421,-11.856972,-2.4712234,-8.031562,-2.6745002,-6.676519,-0.4833007,-6.9101453,-0.8196934,-4.481062,0.71968037
XC389536,-479.52637,85.42876,-0.87834305,23.66994,7.4044304,16.50247,3.4562483,17.008535,10.905456,9.963408,4.448045,12.257995,6.4598517,8.491379,2.7783747,10.422214,1.0931047,7.1030345,1.3273427,7.0306916
XC294191,-220.76985,93.98714,-26.678352,-26.590918,-51.06317,-19.093815,-28.361,-15.491301,-19.33592,-8.419189,-15.493303,-10.183251,-16.077778,-9.231146,-15.5175905,-6.3665266,-12.488237,-7.8065715,-10.385509,-4.1024494
XC309472,-400.72098,96.48517,33.533062,12.298652,-11.977122,19.768705,-1.6104606,21.655859,-3.0216708,5.788404,-2.3022013,0.50360847,1.4893143,5.357972,-6.3071213,2.705176,-1.6282511,5.786546,-4.88941,0.9859954
XC313900,-479.17987,15.675194,-13.236442,11.149651,-4.480815,-2.0401073,-5.4698434,2.0378325,-5.5492716,2.0997984,-4.335307,-0.023496335,-2.408918,4.560845,-4.847068,3.353114,-2.4575996,2.9189794,-1.62133,0.6555862
XC395753,-429.63586,132.84999,0.19679536,42.185722,-0.7575787,29.82847,4.9283166,15.809098,1.4228858,5.6350074,-0.7299102,0.12923954,-1.8440753,0.86627847,-0.95831275,1.674167,-2.4135761,1.2797747,-2.694932,-0.42577383
XC408453,-502.43036,-28.193428,-54.948193,-19.922606,-36.99126,-2.0431986,-9.546703,2.7148511,-3.7556045,5.80494,-3.6906803,5.042838,-2.1980994,7.3201523,-0.4471852,4.401266,-1.5370518,2.6181114,-2.1880784,5.217498
XC297441,-586.52716,-107.634315,-27.022732,71.06239,-28.109966,-5.0952315,-1.0608397,9.05374,-3.7222998,-0.94009864,1.3619075,-1.7205143,-0.0133145545,3.1672986,-2.9756405,1.1570933,-2.1368306,3.9489286,-3.2641535,1.8636066
XC339897,-434.49066,154.6986,10.799479,46.803646,1.3487201,16.699026,15.422651,2.3318071,7.1664424,7.708939,6.409523,-2.7438412,3.6058667,12.94497,2.1535103,-1.379415,5.5848103,4.168724,4.5501657,3.4395354
XC318152,-496.73016,123.631,-4.929936,4.5300784,-19.527418,15.5794115,-1.6170247,-10.823238,9.082716,-8.018808,-4.1101985,9.339611,-13.354106,3.245071,-8.134213,-1.4629176,-4.3125134,-3.510788,-8.333861,-5.3432655
XC192053,-466.82474,-47.802586,-67.71046,39.94847,-9.535853,-7.9096336,-14.5830965,-6.0841355,-3.957276,-11.940097,-4.108864,-4.3159127,-9.3185835,1.4756737,-7.1641603,-2.4239497,-8.758908,-2.2285807,-0.922036,2.1410725
XC486566,-377.41425,3.6892066,-7.286167,15.879792,-7.710018,6.501122,-4.284103,-0.298055,2.6474314,-3.1880448,0.11015564,3.2226422,-4.3488374,5.187731,-2.0163844,1.5851095,-2.585021,2.03426,-2.0813317,3.0191987
XC353665,-519.5999,-20.501844,-42.499863,-2.7864547,-11.162494,27.455261,16.98972,14.0366745,14.592793,4.2623377,0.10964604,8.550617,-4.528668,8.043048,-2.0352473,3.3602543,0.31321618,2.9404993,-0.037106343,3.5351741
XC110655,-515.82306,-17.986927,-16.774118,-14.114454,-52.884304,0.31756535,-19.096954,-14.370088,-2.2805882,-20.580435,-9.032744,-9.022887,-18.572168,0.2583772,-16.826988,-3.1578116,-7.3858547,-8.733118,-3.4354076,-0.7583202
XC277800,-548.8489,132.02795,4.5123563,-12.353808,-13.442967,-2.9263082,-10.175605,-7.154694,-12.482758,-4.5396757,-16.143545,-8.462107,-11.654675,-8.985391,-12.535251,-6.246684,-13.785763,-4.553447,-8.73742,-6.6643023
XC351292,-505.02777,-11.694621,-44.832726,-20.441732,-10.826982,17.495327,16.087105,23.362904,16.156944,13.5817795,5.478248,9.1734915,1.3253307,7.1217465,-0.64179033,7.5606103,3.2238035,6.96721,1.3762423,5.4907293
XC353668,-534.7745,-14.453801,-44.69646,-5.429972,0.92848516,20.608797,19.431469,20.774405,9.21641,10.627541,2.9418733,8.6409235,2.217106,10.20994,3.53961,7.752698,3.8704777,8.663895,2.2323225,8.088805
XC138140,-468.30682,43.061443,-25.037146,7.453139,8.89506,19.664207,3.7144775,8.159196,7.753548,8.932859,0.3565566,3.3495083,-5.021722,4.4462404,-3.6893892,1.1620758,-4.622422,0.2821944,-3.8441982,1.2929989
XC451252,-470.13785,24.558609,-6.941033,11.08903,-3.695876,6.7758827,-2.977566,-2.8341317,3.9117115,-0.48851582,-0.33224896,3.891291,-4.7132616,3.276642,-4.3555045,2.0901623,-2.6214433,0.29661584,-0.3442222,0.99251664
XC213220,-228.69188,187.8678,-25.385185,-4.297974,-15.712035,13.139764,-0.17865588,3.0211318,5.8597183,1.9708039,4.1896,1.4924797,-3.726033,6.5239034,-6.510846,3.893174,-1.3650945,0.42394996,-1.3402488,3.0867693
XC339896,-399.4735,161.6241,2.1195548,35.006744,-3.4478257,24.83096,2.9045136,-3.2707264,5.7768226,16.338942,8.0897665,8.683208,-1.7809808,13.260449,4.8551164,0.8341953,2.629552,8.743379,4.9738493,3.4669504
XC129649,-394.47836,47.564934,-88.28775,-46.586376,-61.183403,-21.930826,-17.062086,-2.963974,3.6063926,8.860073,5.8438535,13.270014,5.6919947,3.081945,6.1699033,3.9697783,1.7572646,0.5052983,0.54970616,-1.6372358
