,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
XC125232,-528.2906,-72.29466,-85.25928,-11.212703,-17.083475,11.501656,2.728591,9.945207,3.885312,6.104076,-1.7182133,2.613056,-5.6238556,0.62644064,-4.9011145,1.5290482,-2.5113091,2.936592,-1.6567861,3.7830307
XC125202,-673.8567,-33.332035,-34.818207,0.15940146,-30.768393,0.30773216,2.2636588,-4.0853252,-0.4566984,0.89632535,-3.5369718,2.4028323,-2.0523582,2.193806,-0.51546633,4.1581774,-0.85711586,4.4765797,-1.0188322,3.0836713
XC322260,-559.2017,47.90434,-14.971218,29.888742,-1.0414764,13.6452875,13.525817,8.863633,5.962364,12.714902,3.098856,9.330764,5.028509,6.6426435,2.9345927,6.3176165,-0.94168806,8.082845,-1.09864,6.7033377
XC125234,-619.4157,-39.611248,-81.49065,-22.562157,-28.859074,-0.8498701,-0.9863326,3.779438,-1.6445696,6.5665665,-1.1621083,6.573051,1.28918,4.3241286,0.3570165,2.059073,-2.8282943,2.191336,-3.0841854,1.6017178
XC256189,-523.1023,45.46967,-29.716173,6.776152,-25.08581,-3.8015816,-13.114781,-9.994297,-12.633773,-5.13809,-15.7952795,-6.6375804,-13.757191,-7.160141,-11.8801565,-6.302374,-10.330097,-5.258892,-11.082005,-3.0207179
XC375902,-265.27975,28.742857,-80.72608,-21.694923,-34.91276,-18.523247,-20.524126,-8.76303,-11.206234,-3.1865788,-7.7866106,0.10220808,-2.8926315,-1.1071832,-6.7597685,-0.50184196,-5.486173,-0.32091227,-5.4074283,-0.78922594
XC125393,-566.7645,-27.329111,-64.890976,-18.040228,-25.206345,-5.8032937,-12.683838,-2.0651436,-7.0279174,-0.63197577,-4.3093286,1.2948043,-1.4540778,2.5605066,-0.3754642,5.5055656,0.15551747,5.732843,-0.5176829,3.6505275
XC452579,-285.61877,99.30595,9.875961,-17.59056,-0.09087434,4.6705894,-0.5942788,-1.3267932,-2.416708,3.7882144,-2.7976418,-1.7061598,-3.4648623,4.0305605,-1.076629,3.5501966,-2.3569024,1.8697187,-2.9692032,1.7628874
XC452576,-298.07013,99.38862,-52.014786,-17.034397,-6.6182604,-4.3753653,-10.637116,3.9045691,4.631702,-0.9930603,-2.723277,5.1585956,-11.166016,-2.6708593,4.2563686,7.9435773,-5.9398565,-0.39615402,-1.3742783,-0.88249874
XC220926,-458.88788,122.584984,-86.983475,-20.981337,1.0881433,12.52171,17.368029,17.197538,19.085915,21.435759,6.6534896,1.8850223,3.633508,11.629305,10.153319,6.0677724,5.918681,6.8780804,1.9765587,-0.44855958
XC459194,-511.16556,66.962364,-28.293573,-16.924738,1.3385863,2.2169628,-1.7204499,-0.38104627,7.495839,7.811168,-5.628652,-12.839587,-6.272012,5.547462,6.165575,-1.9412028,-3.7403238,1.3186488,-0.6881473,-5.0034294
XC452575,-277.24054,117.385864,-50.41627,-36.379814,-1.2775955,3.7677896,-2.9645925,2.2933476,4.410882,7.4714212,-1.533386,-2.7536292,-9.683984,0.8304321,1.0251368,4.2340126,-2.8223186,2.4383976,-4.7721224,-2.286959
XC458802,-454.07626,101.13453,-45.42731,-10.680007,-2.703663,-4.5695896,1.5775872,-1.4155669,2.957852,1.0582873,-1.4032428,-2.4991317,-4.849263,1.106946,3.8148851,-2.9883873,-4.5114346,1.1314235,-0.24946706,-3.0737214
XC452580,-350.27057,85.15975,-29.52871,-32.88495,-1.150206,5.0286593,-5.1918736,-3.8998845,9.356433,12.648986,-5.9399223,-5.987473,-5.479477,5.1919413,-0.37007174,-0.49049568,-4.1009088,5.550008,-1.3109319,-1.1207469
XC220925,-366.75406,108.83142,-32.30742,9.895408,-15.397987,5.6676426,-1.793995,-0.05932082,8.522873,10.339042,1.3263723,4.2517443,1.2382208,7.465264,7.949372,4.540028,3.36321,6.6268454,0.5334604,-0.1438113
XC452574,-401.06396,91.005684,-15.837891,-21.455034,5.8745594,5.875615,-2.8980227,-0.07024857,3.3981788,4.590112,-5.434349,-2.5883546,-6.7624974,3.667565,2.148979,2.9953396,-2.6943684,4.221589,-2.4647472,-0.48511508
XC458918,-456.23978,93.06694,-44.74061,0.700985,0.42467365,-0.3786362,3.0792181,-1.4705086,0.44041997,0.79537845,-5.1595964,-7.8802166,-4.022069,5.4230776,5.2959375,0.31444487,-1.3794564,-0.12377342,-2.9218268,-3.0082562
XC143614,-509.15253,48.215313,-76.44656,-41.760433,-29.913073,-8.80702,-2.9651473,-3.6379917,8.800888,3.227988,7.074633,2.1423573,-1.3138927,2.355401,-2.7056596,-1.5683349,-2.7893224,-2.1736035,-1.4036355,0.10541538
XC452071,-390.02554,96.784225,-56.91557,-7.404911,-8.350364,-0.67430806,4.041645,-2.0600493,4.6240396,-0.38233355,-2.263211,1.2402782,-6.7480206,2.3510137,1.9801335,-1.7874943,1.9905136,2.8886971,-4.257017,-2.0922732
XC220927,-357.2138,100.48893,-50.827835,-1.0901119,-6.4600735,17.063848,6.6349497,14.408764,10.708401,13.188796,6.0762,7.93317,5.2138186,9.924121,7.1469426,7.4633865,2.8089888,5.48899,1.8458863,4.9740567
XC143616,-466.47342,84.325554,-44.214043,-47.39215,-29.162397,-23.61737,-27.55656,-20.86922,-14.525229,-8.655852,-18.136427,-13.996102,-11.688784,-0.72025794,-7.5562596,-6.412657,-9.645053,-2.0392041,-6.4654293,-0.7628423
XC452581,-386.63007,97.62211,-11.502887,-17.788225,2.2615185,10.9690275,-3.1398268,-3.7409878,2.8016622,4.9525394,-3.1286426,-0.8697997,-6.8031335,2.923241,2.2045517,4.2844787,0.06936275,5.483149,-4.4481664,-2.0471084
XC143622,-517.67926,71.94627,-19.764664,-34.924305,-29.968098,-20.173597,-19.714985,-19.26158,-18.660185,-11.80365,-10.947787,-3.8413231,-3.2908807,-0.7131585,-3.2773795,1.2329068,0.32619706,3.2412417,0.029953094,3.7109807
XC458783,-426.22623,84.94181,-61.52501,-14.862617,-5.8618073,6.395806,6.1767316,-0.75968844,2.6281672,-1.7347699,-4.124343,-3.5719793,-2.68736,6.64566,4.892946,-3.3393466,-4.1316094,-0.5575077,-1.3443372,-2.5919564
XC458916,-494.47455,80.44206,-22.944878,-17.552296,-0.81648666,2.0160303,0.00777285,-1.2751179,2.5955856,1.1633872,-1.7644098,-1.8516033,-1.7949008,2.3765984,4.3166003,0.1775018,-1.6687796,1.2001419,0.9728117,-1.8773664
XC167610,-375.3102,129.57652,-14.850179,-15.629112,-12.964935,-0.17285834,-8.215212,-8.686809,-6.072987,1.6884927,-10.162267,-10.249406,-17.719347,-5.553427,-4.571378,-4.092221,-10.410023,-2.3002207,-1.9313989,-2.0168335
XC452073,-307.50198,124.049576,-31.54188,-19.984386,-13.597556,-0.547061,2.8652341,-0.35041398,-0.7175205,3.9115152,-2.0974348,0.17758627,-5.736822,4.6116447,1.5184666,0.3691645,-5.7289643,2.1686616,0.097779274,3.0087008
XC452577,-375.12482,88.07869,-91.1617,-16.818922,-16.117765,-0.19292872,0.2812943,4.095207,6.2691793,-1.6568203,-1.9389484,1.1432017,-5.738432,-2.1896505,0.98420775,-1.1038734,-1.847096,-1.3426675,-1.4355258,0.41044435
XC452074,-405.08292,112.77187,-63.22592,-1.2171092,-10.434699,6.074838,-0.809079,-15.612142,8.566915,-6.3137283,-3.4797773,8.786027,-12.754852,3.2541764,-0.21453208,-9.677416,2.2481217,-2.4911344,-5.370352,1.2200952
XC143621,-493.90598,67.844864,-46.944168,-37.392334,-29.940947,-29.72762,-25.55837,-14.697043,-6.530976,-2.0992265,-5.9475856,-3.4911976,-0.6539094,6.662367,3.1900463,2.386443,-0.65708005,3.138237,1.2507378,-0.058572233
XC450845,-272.54468,121.269844,-44.068016,10.653766,-11.164571,6.5005245,-11.327317,-7.8738403,-4.347251,-11.617191,-23.40274,-20.794191,-13.577148,5.549141,1.7196841,-6.9631906,-8.872859,5.401095,-5.1266165,-8.960927
XC29368,-259.45044,165.20763,-69.67732,3.6931946,27.140327,24.597141,15.191276,10.734386,30.009825,24.372244,4.020236,-4.5333486,-1.3893069,15.0869875,12.7221,0.22118475,5.5529175,10.129511,4.621682,-1.6209596
XC143620,-472.50635,90.058334,-78.26535,-60.57852,-40.69002,-25.57429,-23.363428,-20.368341,1.225674,6.8285074,2.0667853,-2.9097545,-6.4192905,3.9333,7.52805,1.6411986,-1.4452627,3.6030993,1.7174113,-3.3229845
XC458915,-487.2705,64.83036,-40.81354,-14.937645,1.0905304,4.6612816,1.8372226,0.8631541,5.469208,5.1959667,-1.7374201,-5.674486,-4.8843055,4.882749,6.2817755,-2.2082024,-4.175277,1.3498504,1.6371537,-1.8146113
XC121402,-445.78894,115.64363,34.78846,2.498066,-6.8309007,0.3135907,-8.110726,-5.607875,-10.859907,-5.815578,-9.812403,-0.92517245,-6.5609064,-1.6135615,-6.629152,-0.1103482,-4.153706,1.0998019,-4.7876544,1.3703748
XC458914,-462.67712,98.24215,-50.01696,-1.8315716,2.754783,-2.1930876,0.74356776,-3.888674,-4.0624595,-5.1894574,-4.1839566,-3.309984,-5.33621,2.3202968,3.8254848,-2.6912134,-4.576539,0.36183378,0.9303249,-3.14956
XC143615,-459.5515,99.80707,-9.956886,-15.557095,-10.540889,-0.7883387,4.0941997,8.371117,10.937464,6.719733,-1.7501608,-4.793325,-3.9120169,-0.6041618,-0.8039528,-2.386543,-4.94707,-6.95095,-4.9545417,-1.672809
XC297482,-481.62436,-45.19459,-64.45062,9.903795,-42.648026,1.0353571,6.690406,7.679727,-0.17462827,10.61123,-2.8626823,2.920585,-3.8761091,4.747603,0.76258117,-3.8782272,1.6985315,-1.1767037,-3.6010308,0.79742676
XC417336,-392.48853,91.64573,-16.799698,38.717052,-21.5724,26.278763,-14.007762,8.151718,4.8273983,7.943443,0.046756677,0.09977276,9.549142,-1.9793442,5.115093,-0.030628074,1.0946506,-1.7691625,5.2434297,-5.285727
XC99569,-414.60574,31.7971,-66.22568,-35.403126,-14.840559,-15.49637,-16.749134,-10.44068,-21.942148,-5.329951,-2.2992125,2.449502,-6.6452713,1.3781654,-6.941945,-5.880689,-3.4677393,4.131653,-8.609195,-4.1074815
XC486576,-415.093,17.936842,-15.104953,8.826194,1.6580805,2.9015203,-1.3063986,-0.6111573,-2.452852,2.2798874,-4.6650596,2.8749895,-0.09409676,3.9422355,-2.6031535,2.8915224,-3.505216,1.987858,-1.2040367,2.6678205
XC187315,-418.27905,33.316208,-15.410389,-4.168849,-47.369278,-21.958584,-24.542715,-7.7785397,-12.501075,-11.188186,-10.807942,-12.83896,-15.545965,-10.967704,-13.159803,-5.1790876,-11.084648,-3.6248307,-5.4880977,-2.4570713
XC176542,-561.24164,81.188416,1.3989893,7.6656833,-11.20108,9.747735,-6.302762,0.88724905,-12.067378,-9.116885,-13.054738,-4.026297,-16.131008,-5.08776,-14.228409,-3.8906522,-8.963438,-4.686716,-10.97583,-5.1994686
XC283600,-407.1652,-1.5941093,-11.786331,-3.3432739,-13.616177,-8.971232,-13.455674,-16.894264,-16.600649,-15.498895,-16.73001,-16.984547,-15.125582,-12.612368,-8.56597,-7.6088824,-5.3535914,-4.4212685,-3.3006532,-0.110949986
XC289020,-238.04372,-3.637667,-33.62202,-12.202167,-33.076843,-15.36784,-15.765435,-21.13609,-16.142927,-18.520077,-13.221464,-7.7631702,-11.060311,-8.468072,-7.520118,-7.7227654,-5.921111,-10.557555,-6.367236,-7.5122414
XC453102,-362.36322,59.5569,-22.498165,31.789562,-23.47245,22.70264,-4.3866158,-5.252343,-8.879846,-2.1806762,-7.9304385,-0.6059653,3.9850357,-1.4267975,0.88438517,6.7241473,-4.7492614,-2.943959,-5.1989136,-0.29726326
XC70737,-395.39056,99.465935,-51.964752,-11.775924,-33.32708,-3.2682922,-0.92776275,-6.4966307,1.0812582,-0.51994747,-1.839155,-5.746491,0.9754143,-1.6605936,-1.0330166,-0.5041632,0.074798375,0.21582833,-0.3309106,1.898428
XC263148,-615.6969,50.530064,-5.5367713,16.301968,-18.00687,4.4715385,-8.075899,-2.4821537,-3.011909,0.58775365,-14.216581,-4.532393,-14.436252,-5.3643756,-7.8368225,-7.745847,-6.224901,-7.7312384,-10.542148,-4.8141117
XC317085,-282.80145,145.61043,-17.846113,5.930851,-17.954803,7.3274016,-7.7945676,-2.767657,-4.3667917,-6.9880524,-9.472751,-10.532749,-8.286598,-7.4416175,-10.6269,-5.105331,-9.138405,-6.22089,-11.352074,-3.231025
XC283691,-250.52739,-6.867128,-92.04735,-24.395718,-38.461784,-27.40629,-26.67646,-17.92985,-16.997864,-11.145129,-12.89963,-0.598691,-5.498309,1.997802,-5.87121,5.6900954,-1.5610435,0.7241705,-1.1602079,2.3417616
XC201421,-371.97516,48.278553,-38.764133,-31.496311,-40.74511,-27.779364,-33.61166,-24.124283,-28.25949,-13.758191,-17.973484,-5.593275,-7.828476,0.07797064,-6.039229,3.4899046,2.209019,9.786144,5.9065113,11.135923
XC486572,-424.8706,15.505643,-30.043142,9.574242,-2.500129,7.0601616,-3.856108,-0.16857986,-1.4830928,5.369797,-4.6823053,2.1753979,-0.61551756,2.230884,-1.7063779,3.4069335,-2.3856134,3.2701876,-1.4397054,2.6118221
XC348978,-362.06158,37.030903,-9.827398,4.4001145,-14.597856,13.1784315,-11.357928,5.0206814,-2.5410647,4.83657,-4.7209864,2.3074794,-2.9466565,3.5613964,-4.000153,0.7461285,-1.6074723,2.389885,-2.2159724,1.2143205
XC201400,-291.61218,113.18967,-27.02443,-21.520018,-27.575672,-8.39577,-28.84147,-11.471729,-21.818151,-15.166179,-21.542002,-9.2904,-16.190395,-10.100084,-11.789436,-5.13515,-6.7672706,-0.1694566,-4.1718783,2.0005162
XC368073,-526.3459,-5.503363,9.907102,29.97528,-0.74939483,9.505053,15.997255,4.3270807,8.961256,10.128897,-1.3463339,12.225736,1.3004593,1.2011712,6.7689695,1.4833279,1.5686715,0.34941512,1.9859517,2.011216
XC70736,-392.1173,85.86659,-44.544346,-7.1256933,-37.555866,0.61032355,-2.164917,-7.261277,1.2382554,-1.6193516,-1.5309001,-5.4249096,2.1392508,-2.934799,-0.26059425,-0.69238085,-0.77241695,2.6300042,0.91686696,3.0016775
XC283601,-405.8824,-4.3383975,-16.090645,-6.7935286,-19.086605,-14.591156,-14.507322,-15.20718,-14.239037,-13.08648,-13.319947,-14.069984,-11.755154,-10.862442,-10.802835,-7.9857264,-6.481192,-5.9584265,-3.3314106,-3.685771
XC374048,-300.8064,81.06927,-20.426891,-17.694584,-33.6293,6.3300147,-2.4796612,2.9943497,-1.6219646,2.619022,-1.0359968,1.6980484,0.87074727,3.9000456,-0.24695687,2.3179731,-3.156245,2.941363,-1.3619881,-1.2878448
XC79791,-447.44528,52.327057,-31.64952,22.076014,-38.065144,-10.284645,8.254022,-11.743312,1.4886867,-0.7523164,-10.7748375,0.24877791,0.3766874,-3.4651232,6.4416122,-2.8883007,-2.3938165,-0.7350256,-4.1013384,2.5070431
XC408093,-414.17227,40.919155,-55.93576,-9.826415,-50.10442,-6.288955,-4.510763,-10.262895,-9.1424055,-0.8252936,-8.077286,-0.47646272,1.4837943,-2.2419643,0.66730094,1.1919183,-3.8822958,-0.5065997,-2.3948395,2.418444
XC121701,-481.56567,32.55457,-8.300487,0.8366126,-33.504868,-4.767515,-30.875309,-17.817604,-15.439503,-13.57628,-12.958378,-4.259243,-15.378326,-6.5310354,-10.207971,-11.258931,-6.4025593,-3.7023687,-3.0488546,3.5887492
XC369683,-307.4546,38.00236,7.397797,27.591854,8.0178385,17.736992,9.780724,10.105911,3.1398523,12.388806,0.21566975,9.162965,3.3326697,6.828778,1.3247793,6.597079,-1.6557902,8.934097,-3.4084854,7.691877
XC408092,-314.18384,46.526493,-68.01379,-9.335073,-20.388245,10.315065,-1.6176239,-6.037063,-5.1621766,-0.8575916,-6.1313925,-2.1381001,-6.008871,0.185611,-5.534664,2.9560878,-6.992283,-0.79796255,-6.284531,1.0122881
XC434349,-356.6725,69.88415,-43.090477,-6.1551948,-54.208775,-28.422968,-39.71696,-30.753906,-37.572876,-23.274498,-36.670715,-21.143782,-22.923052,-16.20002,-15.136944,-6.3091125,-10.58433,-3.0437016,-8.050723,-0.67162853
XC444722,-373.80582,-47.185608,-115.80004,-41.68609,-6.678796,8.163531,1.0329612,5.659421,0.987326,8.907834,-2.4636898,5.0156627,-0.75400746,2.6480775,-2.3806517,3.37694,-3.7510872,0.9704797,-3.7383103,2.6364496
XC225618,-413.47067,55.373413,-46.685978,49.748894,-11.731294,7.7317095,19.864801,3.8513346,19.307974,13.958914,5.865722,14.221513,7.8978014,14.182533,4.3849654,6.8456235,7.517475,-1.9380453,3.2615047,3.1316411
XC225617,-389.6073,44.210827,-95.29986,0.11082354,-12.034752,19.33509,11.13235,4.2914186,15.0667515,15.934604,5.9905024,7.35664,0.12838826,13.364671,8.947867,5.1440916,1.7667118,8.277655,2.7039104,1.1678183
XC320169,-270.04376,126.284424,20.015556,14.065578,22.988869,21.977531,13.28836,19.632273,9.368638,7.899043,7.120626,10.459655,2.959114,9.963126,5.2152443,5.8691654,2.5081303,6.2396355,2.890229,2.933254
XC370058,-589.66614,4.1347685,-10.254494,-3.1929822,3.3071334,11.885822,8.113596,-1.0865949,-7.728104,-0.40543935,8.796329,5.8822155,-1.3696737,-2.4219444,3.1354005,0.22319353,2.4080372,4.6312118,-0.19565606,-0.947081
XC105586,-394.09485,92.70817,-43.1429,54.288242,15.532369,-18.565187,6.4065604,32.310017,14.0200205,-10.489932,26.56893,35.467552,-0.053136613,21.17247,21.647501,1.314544,8.469187,-0.054550584,7.654687,9.939796
XC295473,-336.69928,66.52764,33.786327,29.917137,16.598623,18.978659,10.018925,14.526201,7.684886,11.446464,3.4781291,8.295374,2.4411035,7.8302,1.9976046,6.9141374,1.4468853,6.2251368,-0.012242517,4.2395253
XC295474,-336.01437,66.40134,33.465862,29.56333,16.65408,18.213236,8.985328,14.8869295,8.4139185,11.270294,3.2276363,8.722519,3.058785,7.508279,1.4494278,6.893217,1.307895,5.416172,-0.9172002,4.888703
XC206047,-357.7895,74.95411,-15.395646,-0.4641198,-21.477818,-22.700808,-18.668911,-14.752493,-17.31629,-4.467384,-7.35994,0.9509843,-1.935614,-0.8212443,-4.032323,2.473804,-8.015867,-4.521184,-8.780478,-0.7236214
XC105583,-225.03778,90.23414,30.0556,29.134796,6.894007,12.634955,0.22704612,8.2561245,3.1468465,1.918596,5.6184835,9.890889,2.4667635,10.618996,-0.86909354,5.058226,-2.8425677,1.1329619,0.6834576,0.70219547
XC214275,-366.942,100.00518,-7.966912,-7.0810513,-13.771614,-12.832483,-11.082982,-1.3244666,-2.260033,4.525831,-4.07104,-1.8874818,-7.3347154,-0.63341135,-0.12465365,4.317599,-2.6471496,3.4952087,0.5669542,2.7838645
XC105643,-428.48108,111.98984,11.103049,15.745779,6.4438553,7.8624682,14.874492,10.680432,11.8386755,12.548732,11.925241,9.148915,13.41016,13.337046,9.173447,10.459232,9.408292,8.413279,8.713437,10.942548
XC105640,-377.6964,38.53395,-46.01253,53.623535,33.99429,6.1192346,10.977506,36.285137,6.819654,2.24249,23.196388,24.83249,-10.358122,13.05911,16.698578,9.250173,6.1738124,2.8456452,12.430325,13.313196
XC105589,-279.56433,62.044712,-40.32133,47.703953,19.140322,0.20722109,2.738531,34.768295,7.436955,4.340055,22.14776,29.289976,-3.1315687,16.92768,18.0271,9.150607,5.039284,4.915218,9.024511,12.874154
XC383309,-206.38687,80.7055,-54.52399,67.50558,-2.412789,-20.09414,2.820362,32.823772,-10.5657835,-14.283976,25.37156,-7.9341583,-19.579165,15.214847,-25.594141,0.16127613,17.30683,-21.538122,-1.7775695,22.18619
XC194444,-318.13058,11.139402,-46.02287,87.01947,-3.3346295,-50.87523,-0.7231868,34.22254,-15.738023,-17.74794,21.898018,4.197473,-13.893396,15.361644,-10.464202,-7.2810397,16.510525,-12.367534,-18.19369,19.795843
XC152206,-361.61725,-15.532877,-26.468819,26.25414,-3.1018534,-27.35035,-11.73568,5.858101,-0.07338408,-28.916737,5.2346506,12.589446,-21.310543,10.364595,-5.794088,-11.003637,3.6602252,-9.3995075,-10.034606,6.115758
XC214273,-323.76346,92.89923,-31.961124,7.0382147,-5.2479544,-5.7144938,-8.541677,0.988949,-7.7830687,-2.1701345,1.5065093,-2.7722764,-9.304187,1.4346709,-0.1488939,0.115614854,-5.2251716,-0.8119735,-1.5384868,7.543996
XC282398,-600.5864,77.02518,-15.287474,-12.225574,-18.411686,-7.4152546,-17.658377,-6.6942616,-14.847231,-8.760821,-13.952923,-4.607346,-11.1756115,-5.8662,-11.328114,-4.5176344,-8.926713,-2.699797,-8.283141,-3.2242405
XC105642,-383.54724,74.588585,26.016281,31.278486,16.180216,18.603981,6.2455463,12.839822,9.004179,13.724316,4.1268854,10.24058,3.9310257,9.393833,0.07653435,4.1198735,-1.485512,2.693654,-2.3601491,2.2037756
XC214276,-405.7819,84.26077,6.732564,2.2008288,-5.166893,-3.6471362,-8.38781,0.44191962,-6.0660744,-0.12716651,-5.704522,-1.409733,-6.4519734,1.7065928,-2.7210844,2.1940956,-4.1728945,2.3643014,-0.8863958,4.194057
XC194441,-384.3804,-2.6603434,-69.39607,77.31619,-5.8562703,-32.665604,6.9050117,23.24254,-17.363085,-16.827251,18.31592,-0.18628064,-12.13551,20.51022,-12.875802,-2.8076925,10.510378,-10.930524,-7.722995,16.396492
XC200042,-462.0946,35.018135,-25.624632,23.29086,4.280902,-4.2334623,-14.454071,-2.3674402,17.099953,-5.7327356,-27.690424,27.870287,6.702174,-12.759768,5.168696,2.101179,-8.392815,9.576925,-9.327641,-0.85477465
XC194442,-277.86865,48.840435,-37.352436,85.988625,-0.23530161,-38.69182,8.377494,33.386173,-9.340718,-9.992062,24.820171,3.926349,-13.21396,16.783094,-11.30168,-3.4446485,17.030788,-14.543699,-9.269605,11.85646
XC214271,-374.3953,82.32042,-23.027725,-3.0813773,1.1887594,-5.9168735,-10.555288,1.1448483,-5.9364595,-2.1290517,-5.6485124,2.0444689,-2.1582668,5.365208,-0.3515115,3.348011,-1.9525701,3.2309291,-2.2326407,3.565051
XC422490,-148.35461,128.24019,-12.503966,23.194921,-2.9362202,-0.7931172,-0.163388,0.5794766,-4.942149,4.8141737,-8.801907,1.1266077,0.48578957,-1.6951041,-3.5076227,3.0899832,-10.576041,-1.3388615,-6.5386457,-3.593503
XC429073,-123.868774,61.360264,16.839653,17.747366,-2.9154828,-9.472431,-14.723247,-2.4570658,-12.867053,-8.05888,-7.243344,1.5466521,-7.5819817,2.2957642,0.7368741,5.2333755,-3.0601888,3.389486,-0.8272517,4.6048994
XC383310,-260.6833,29.42907,-50.405075,46.157265,1.5568565,-23.72335,-3.6236742,29.696033,0.32209548,-19.932632,26.021147,3.2756994,-15.968677,30.1002,-25.094486,1.5752678,30.178766,-29.506042,-11.232562,44.517227
XC105925,-321.3094,158.38824,21.37515,13.6362095,16.266151,14.862626,17.176302,9.743322,10.1355,12.049748,10.934408,11.256581,11.672985,10.129989,9.077261,7.1957536,4.5853004,4.0383177,1.5530366,1.1678945
XC200043,-345.28442,30.627386,-33.43379,18.159765,3.488599,-1.0076935,-15.210182,-8.370003,30.499166,6.679214,-36.576183,15.702067,12.134994,-7.8352947,2.9963014,-0.11724221,-1.8932636,12.892313,-11.455994,-1.1034449
XC105926,-296.04825,151.4871,-27.37285,20.06372,14.17776,-3.658498,13.402632,7.991934,7.1103005,10.391163,11.01129,10.455113,12.309471,12.699069,10.25852,10.428025,8.246671,6.440758,5.353848,5.7508154
XC194443,-357.0297,-16.734606,-66.49193,91.87506,-6.5623603,-45.89817,-0.21380046,27.345526,-13.085651,-12.713052,11.9067335,0.7286614,-3.9456162,9.568119,-14.066302,1.6140897,15.438316,-11.756685,-10.960256,16.080328
XC383312,-290.90384,32.06688,-42.025955,56.56291,2.4804082,-29.691328,-21.993015,31.96593,5.0272923,-35.080345,26.88565,6.7020216,-16.685787,29.266584,-31.482258,4.288777,29.021902,-30.93627,-16.956203,38.627808
XC138285,-398.7708,39.30415,-30.747597,43.14356,-42.470646,11.856387,15.23976,-23.778399,17.099154,-1.3855554,-0.1312493,1.6690338,1.0187763,7.222296,-8.439968,17.033018,-10.024199,14.335495,-6.875597,5.4512634
XC289050,-442.57202,-3.5651755,-37.865665,8.198314,-36.646782,-11.116608,-15.680126,-11.522965,-19.783749,-11.974355,-13.161417,-4.2671494,-8.368378,-9.476161,-4.716803,-4.3687572,-9.188588,0.06564452,-11.675581,-0.1898657
XC325379,-284.8019,42.55769,-22.52454,28.738012,-21.187601,8.657116,-3.1972482,7.5500937,-6.125474,8.878126,-4.074344,2.1649575,1.5355933,1.6526517,2.3003097,4.34129,-0.74237067,2.5243845,-2.300599,0.99669373
XC307090,-588.80676,91.21513,-98.18982,-62.250248,-50.868378,-20.38812,-30.436531,-14.82969,-22.19081,-9.466712,-11.946967,-2.7166626,-10.104453,-7.2075977,-12.500981,-5.401528,-11.238274,-3.675675,-9.751736,-1.8726547
XC109662,-341.44687,-62.65552,-73.672935,-17.125116,-28.121359,-0.82672274,-20.099277,-0.8118471,-5.0519714,-4.7788625,-4.929479,-3.7458558,-5.689571,1.1709791,-10.014727,0.23767723,-5.9258776,-0.28111413,-4.988345,1.3989128
XC127004,-404.26562,102.68091,10.532492,31.909225,-17.602026,1.4456196,-4.4119306,-6.6346917,-15.326271,-0.9116008,-8.189577,-2.8693526,-9.869823,1.2113101,-7.81289,-1.3552293,-5.159124,-4.899991,-4.6054354,-0.8746005
XC305616,-408.91156,-100.64774,-142.73087,-57.739773,-41.73279,-9.35984,-13.048316,1.4819051,-5.102021,6.563385,0.9738617,9.601014,0.85598034,6.3359375,0.7720151,6.4403644,0.57965267,5.1666193,-3.2796695,3.0538464
XC127006,-502.99548,98.0884,-0.9934259,21.023926,1.5059866,1.5470953,11.165989,13.695547,0.45779347,6.8666725,4.5331244,6.1896105,-2.842868,4.9704857,0.097049914,6.780972,-4.372161,1.2602382,-8.9837475,2.1305923
XC195846,-566.95575,64.36943,-0.57921576,6.8760734,-14.814693,6.6268015,-7.9652963,-6.071627,-13.706427,-5.57126,-10.182676,-5.9092493,-11.921313,-5.355031,-8.979723,-2.2242987,-11.986809,-5.375701,-9.472157,-1.6771178
XC408474,-503.72372,-32.738148,-52.27361,1.000606,-32.543625,4.602099,-5.810968,-5.482589,-8.001982,-7.539695,-6.8665295,-2.8552399,-4.030621,1.3816794,-3.5660462,4.835093,0.09130723,2.7149045,0.64288723,2.6081574
XC126641,-650.0892,-96.77642,-18.46895,45.52675,-7.5848303,-3.6789482,-10.975063,5.0852227,7.965284,1.765145,-12.90035,3.1342673,5.779695,1.8282539,-6.4944367,0.06272696,0.59274864,6.465335,-6.44283,1.526824
XC126646,-475.89285,27.688889,-4.741215,8.431553,-29.40375,-6.4041204,-14.80443,-11.320759,-14.91641,-11.986054,-19.893167,-9.621602,-13.420011,-8.594789,-9.346973,-3.9876378,-5.101309,1.9556022,-4.966191,3.0528789
XC297471,-609.25885,-74.98035,-45.713226,38.234756,3.416279,7.330704,-15.8984375,2.9962263,-2.8529167,8.543698,-5.1907597,1.6247754,-0.47700846,-0.11598418,-1.5896994,2.4825635,-0.89745754,0.1394693,-0.9447469,1.6541932
XC126629,-522.26227,-40.589188,-34.961624,0.96809286,-21.949669,-4.74376,-17.578959,-9.341112,-15.555418,-8.067315,-13.543973,-7.564806,-12.065373,-4.1780734,-9.047228,-3.1489403,-7.9445505,-1.4888471,-8.383488,-1.7275993
