mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
-585.84143,-58.97233,-29.34264,30.93394,4.4339595,4.502607,-26.059082,14.150091,2.278089,2.2633429,-6.121502,0.07063629,1.4248059,0.58231497,1.7642752,-2.3509858,-1.9215661,3.6335943,-0.62107384,-2.226937
-530.1455,-97.673965,-45.23353,41.850723,17.5211,1.0359113,-36.292374,15.132109,5.4132175,8.752718,-9.8925905,-6.570139,2.8303027,8.828234,-2.5185995,-3.3655555,-4.0625567,6.780386,-1.5222247,0.31243587
-501.63434,-111.73508,-60.1771,43.779243,28.065964,2.8433297,-40.134804,8.801462,6.327031,15.859661,-10.1018305,-9.236904,-0.5452602,9.117336,2.4564984,-2.3107502,-8.560895,5.7607822,-1.4018723,5.8401756
-498.9725,-109.75346,-65.620125,42.58851,30.369545,4.5659666,-37.64399,1.8548009,8.602301,16.168766,-7.264949,-9.83839,-5.293476,11.440218,5.7874126,-4.922513,-9.17938,5.638044,-0.23618981,7.118206
-504.96252,-108.49364,-60.178955,41.99139,28.510605,2.66432,-35.413925,0.9772135,9.672549,16.776985,-8.461519,-10.998487,-4.5663195,12.347401,5.9193077,-3.1907165,-14.387346,6.5193386,4.9422154,5.9000187
-507.62976,-108.46199,-56.60607,42.093323,25.208515,2.6917,-32.65853,-0.7523137,10.792196,17.691841,-13.087898,-9.438332,1.2307949,7.767955,3.4724913,-0.27882105,-12.360676,1.9235892,8.280922,6.0297527
-502.77838,-110.53473,-61.076145,44.034622,30.456459,-2.432219,-33.604,2.447968,9.727993,16.94608,-11.957752,-9.07332,-1.8975008,11.824608,1.1848485,-1.2559068,-8.466111,-0.89720213,6.94118,7.8566
-504.66797,-110.62941,-59.15599,45.35827,28.713837,-4.202902,-32.934357,5.629581,8.965873,12.026529,-6.8772316,-9.813144,-4.1771955,13.828243,1.7599299,-2.9172544,-9.42501,0.49787888,10.598062,2.745278
-507.75247,-109.85347,-56.728203,47.330345,22.903782,-2.9160051,-28.79612,2.9899187,8.519985,11.867914,-6.8682404,-7.3739157,-5.6343517,11.483206,3.9524596,-2.1863654,-10.420004,1.4653435,7.5596476,4.642091
-508.60156,-106.95194,-59.426445,44.953392,27.431313,-4.355945,-28.28883,0.47069806,10.1933975,12.669548,-7.465626,-7.343372,-7.128424,13.2306,4.620678,-4.5885296,-9.069171,2.620956,4.9932723,5.8244333
-508.9882,-107.54729,-58.852028,47.693344,23.425507,-3.6710002,-26.554356,0.3114398,8.622641,13.722017,-7.718937,-7.5158553,-5.603602,10.281865,6.8154316,-4.207725,-10.674581,2.2322266,7.828524,4.287295
-510.82065,-106.32112,-57.6674,45.125854,26.085382,-4.629697,-28.583055,2.9833872,9.401812,9.486576,-3.808446,-9.528761,-3.7127938,8.349363,5.9769025,-0.31958878,-12.831686,-0.21982706,10.6354265,5.3039064
-509.61877,-106.445465,-58.123344,42.74041,28.602268,-3.0783079,-30.853603,1.4596884,11.284058,11.71501,-7.413602,-7.7183285,-6.1609454,12.202433,5.021167,-2.4768384,-13.547506,4.528604,7.996334,3.1546512
-508.26636,-105.821304,-60.752796,42.967163,28.685196,0.0057499707,-33.43335,0.40827376,11.935902,14.441673,-10.752868,-5.9385433,-7.201271,12.875114,5.30822,-4.279945,-10.736016,3.9685082,4.28842,6.1914916
-511.5213,-102.50559,-60.522785,40.906693,28.07742,1.3846658,-30.875158,-2.2102072,9.705615,16.547325,-8.476304,-8.092728,-7.817759,13.850866,4.2452054,-3.7238848,-8.386448,1.6930858,2.6269956,7.616807
-509.8896,-104.16197,-59.41488,40.287796,26.949642,2.2504787,-28.090046,-6.157559,10.631651,17.09634,-7.9046984,-9.390406,-5.2589793,10.319271,4.8403015,-0.9391469,-9.8745575,0.7522854,4.0817614,5.4722576
-505.55392,-107.046234,-60.906082,40.207047,31.245995,-1.2182091,-28.351427,-6.587984,13.44142,16.70736,-9.724651,-11.114555,-2.1615813,12.610017,0.12115985,-0.3146083,-8.216202,-0.114929974,5.3082714,5.07351
-505.03708,-107.60309,-63.41482,44.75096,32.816887,-6.347669,-31.612165,1.9926426,11.269369,15.998063,-13.750216,-8.125338,-0.11469334,12.206465,-1.9276147,-1.594296,-5.966629,1.2810868,3.992031,4.0844727
-510.799,-107.38002,-57.469078,47.87832,24.534431,-5.068073,-30.43661,4.514163,11.48974,10.973842,-11.518541,-5.298394,-4.0566325,14.928057,-1.6780934,-4.7743006,-4.108514,2.7094488,2.0895455,4.666193
-512.27356,-107.25775,-54.918644,45.496025,25.44204,-4.902141,-31.327412,3.970589,15.488171,7.314598,-13.497589,-0.8239844,-3.6052418,10.132021,1.1291459,-4.5433607,-4.104556,2.4296002,0.5873637,7.7203236
-507.8689,-107.917656,-58.88997,44.00952,29.557983,-3.8878057,-34.025127,4.6659718,13.656167,8.129011,-8.842825,-5.180737,-5.559754,13.625267,-0.3930574,-1.3176721,-7.9629745,1.4358902,4.7549424,5.806197
-509.60095,-106.17363,-58.231125,41.8677,29.266743,-2.4805472,-30.803186,0.0641017,9.930193,17.209509,-9.819548,-13.30556,-0.6928073,16.5256,-4.6492534,1.6472445,-11.748016,4.296463,5.460363,3.6040926
-510.74594,-105.079384,-59.29483,43.79871,28.232311,-3.873724,-28.531761,-1.4956357,10.564512,18.298496,-12.372464,-11.983955,0.23018223,14.736389,-1.298945,-3.7012665,-8.862058,6.313114,4.1533523,0.660972
-505.9665,-107.18828,-63.645393,46.775623,29.697735,-2.7900603,-35.235714,2.7883344,13.658784,14.864224,-14.429337,-8.992762,0.31442764,15.054789,-3.7014759,-3.416293,-5.3734784,2.9214768,4.2965364,3.106929
-505.323,-107.36192,-63.708878,45.11727,31.574615,-1.4703753,-37.985027,2.8801026,14.088897,16.728022,-14.088299,-12.692029,-1.0371463,22.40488,-5.9859686,-8.111425,-3.684473,5.933585,2.616681,3.7773914
-506.7535,-106.25278,-61.816647,41.642456,32.01009,-0.65906245,-35.156517,0.3513325,12.110294,17.025501,-10.619934,-11.57243,-6.0274506,21.228725,-1.4310261,-6.1265326,-8.1314945,4.916607,4.7261376,4.5854154
-503.99774,-106.966934,-63.391136,39.71215,34.856434,0.11387188,-36.1382,-1.1902921,13.182369,16.851768,-9.426083,-12.592361,-4.777563,17.35477,1.0709702,-2.0814288,-13.552027,4.1861706,8.998047,3.066809
-506.73392,-106.921005,-61.060837,41.48471,33.449684,-2.541215,-36.601086,2.6932783,14.671755,13.074733,-12.334032,-9.121203,-0.46285546,12.845499,-1.0053315,-0.21769881,-12.102942,5.17748,6.990802,0.15835112
-506.5531,-105.103195,-64.80893,43.277138,33.58465,-2.6462734,-35.08988,-0.8066894,16.811373,13.420256,-12.786461,-8.220098,-3.0834236,13.526644,2.980341,-3.9690037,-12.884262,7.1268706,6.5688577,1.7840214
-506.28293,-105.12231,-66.06099,45.464775,32.60374,-3.2752833,-35.007027,0.12968671,17.090614,10.73538,-9.672504,-8.285707,-6.8962226,17.360546,2.104385,-3.474555,-14.2295,4.9892936,11.818989,0.99783874
-502.9209,-109.00679,-63.225594,43.55936,33.01611,-4.045291,-33.579308,2.5166814,10.2903,16.344002,-11.652153,-8.446335,-5.005456,15.6523485,0.60312796,-1.0534335,-13.233562,2.7694764,10.846483,2.8086276
-497.24606,-118.04259,-55.483086,41.555428,30.85994,-1.4743577,-35.656708,3.9574814,8.0916,22.342476,-20.243473,-2.9296565,-5.3390703,14.412891,1.4459524,-4.124968,-8.516717,2.0121903,8.41529,0.6434489
-498.34964,-123.9012,-43.68033,38.172276,27.836517,-0.89656985,-37.5907,8.914871,7.1486864,21.795656,-25.180866,1.4947314,-4.3425364,16.070356,-3.5416489,-6.7515497,0.25358462,-0.48601258,4.479722,2.276727
-496.57886,-125.97739,-42.59747,38.076416,27.893166,-2.0381024,-36.69596,10.543048,5.273474,19.710564,-21.340748,1.3491771,-7.1332912,17.858631,-4.6253242,-5.2574472,-0.08670139,-1.3009077,4.962163,1.5975884
-490.56067,-126.22624,-51.06881,41.329613,30.766607,-4.5224257,-33.52803,9.042995,-0.5294453,24.776764,-16.063528,-5.252865,-8.923455,20.391415,-1.3930091,-7.9831634,-1.364194,0.30361885,4.368821,0.5893295
-489.89404,-126.84262,-50.696728,40.773438,31.461964,-6.0620975,-30.936218,8.498192,-4.4279513,28.935703,-14.86835,-9.978898,-6.5143156,21.375374,-2.8560615,-7.8827796,0.3837046,-2.0646849,3.626774,5.440036
-492.3431,-123.349945,-52.100082,37.59616,35.482445,-4.789461,-34.848293,7.053402,0.7059237,29.364145,-20.897106,-7.115939,-4.349294,20.38507,-5.902182,-3.394197,-2.1150353,-3.685345,7.0072184,6.326699
-487.76086,-128.16023,-49.52766,36.73404,31.683903,4.21937,-43.013844,10.193192,0.12759843,29.799313,-20.46494,-9.157042,0.24810171,12.926643,-0.5802752,0.030339316,-12.008624,2.9467037,7.9507103,2.7813349
-470.34314,-152.00063,-32.12841,35.054688,15.830404,28.027355,-64.38927,26.098858,-9.374323,29.22517,-8.823492,-26.474953,16.619219,1.3821337,3.9617279,2.386432,-17.814484,8.623127,3.108934,7.3907804
-444.3466,-182.5123,-17.97666,35.19578,15.805916,22.72513,-64.65192,37.15499,-22.956036,39.09139,-14.573381,-25.09724,15.446209,8.321602,-4.4729967,4.5357723,-16.891457,10.42835,1.6110083,5.862158
-389.17282,-223.98172,-38.481335,68.95794,18.074993,-7.634202,-40.606842,29.474813,-21.438293,41.557106,-25.307526,-11.680126,10.545316,3.9858484,-2.0016243,11.706402,-27.079304,11.574619,10.063822,-2.0037405
-359.55966,-241.97913,-56.073105,87.17808,19.972208,-14.905457,-37.857666,19.609112,0.5137844,21.739157,-20.422092,-4.4019604,0.7591398,11.309864,-6.2994595,10.869091,-18.895693,0.45728037,16.66595,-3.950656
-371.91238,-232.74959,-52.388466,83.59827,12.143446,-1.1799567,-43.45428,11.204719,17.035395,5.4162073,-8.249444,-10.590595,-0.31732985,16.17891,-7.8370223,7.6969566,-16.591522,1.1450413,16.719885,-5.8390255
-414.21497,-206.52383,-29.03894,61.773815,1.4733348,17.559902,-45.395256,3.7142606,21.878763,1.1172637,-1.7660203,-14.708862,-1.8188219,20.185558,-9.497305,6.169472,-14.893826,1.7493937,13.1849985,0.0023455536
-429.41373,-193.80678,-26.861206,54.89796,4.4098873,17.56786,-48.874283,15.647308,4.2378793,13.423749,-3.945776,-18.452662,5.0775323,10.489411,-0.4245646,0.81425583,-12.742935,3.119923,7.8007407,5.912138
-429.99835,-197.04022,-18.166054,45.887344,10.5932255,19.46186,-65.152115,39.94732,-14.383503,24.630268,-12.488035,-15.882366,9.39501,8.301125,-1.9763976,-2.0078716,-8.083236,5.897537,2.7148228,3.2077193
-400.1447,-219.13126,-30.90213,66.73882,11.93511,-2.699684,-45.66925,39.412228,-31.593987,48.48632,-30.317116,-10.53507,11.648464,8.086541,-7.8346014,8.737509,-20.645515,13.11072,6.4287224,-3.965171
-368.69925,-234.85938,-55.19622,87.97914,14.467053,-13.255928,-35.19506,25.288898,-16.752792,38.10733,-29.347555,3.6531968,-9.418779,17.132584,-4.308425,7.537153,-22.46876,10.440664,7.4769683,2.83497
-371.78934,-233.14926,-51.962387,85.665276,9.112798,-5.9503174,-33.650192,12.731785,3.896099,14.945753,-14.039704,1.1050436,-13.341535,20.752403,-6.5924177,9.333441,-23.14407,8.468876,10.551207,0.9529373
-408.0082,-210.84749,-30.30558,63.03218,1.7429597,14.798638,-40.249573,3.4408107,14.866512,7.2181463,-7.2730126,-1.6769812,-14.753735,20.13946,-5.018985,10.287605,-20.507263,1.2928451,11.681954,6.554008
-426.10007,-194.47034,-31.35883,58.751022,2.9525855,17.61097,-45.875816,9.666053,9.555645,11.9465275,-8.714644,-7.5282316,-5.6565914,15.566142,-3.150377,4.776434,-14.74572,2.402656,5.9940257,11.2038145
-432.4355,-193.6936,-24.571154,56.104256,5.6544695,14.841105,-59.87198,38.941124,-12.177021,19.903751,-9.563887,-17.616278,13.039084,3.5843053,0.8189051,0.6323292,-15.711022,9.386942,7.5882993,1.642553
-417.77408,-207.37016,-22.216373,54.966766,14.745529,0.5343697,-51.585587,46.88092,-35.120415,42.406563,-16.74302,-22.982311,16.709011,7.881829,-6.954322,7.6699686,-20.631786,10.343618,9.835052,0.7005931
-377.74884,-233.28189,-44.3516,80.87148,18.156126,-16.488922,-41.23815,35.72991,-16.255377,30.963102,-24.829933,-5.7551622,4.951384,12.645664,-7.844548,3.8805141,-13.226654,4.492466,11.984703,0.30836195
-372.84967,-235.42369,-50.163475,88.09758,15.230244,-16.6835,-37.415485,21.909466,7.0289755,11.78237,-20.3241,0.30998093,-3.3779244,20.119665,-11.959976,2.5190825,-10.171625,3.958793,12.65255,-3.1157978
-401.6564,-218.33203,-32.8617,74.418945,2.194273,2.4681,-40.719868,14.500475,15.6380415,1.0135885,-10.481649,-1.1175796,-7.017484,20.736633,-11.313969,4.52839,-11.5138,3.6124086,9.998551,1.3708441
-426.193,-196.50502,-28.926056,60.800095,0.3263132,15.33259,-41.555344,6.411022,13.564236,7.7034817,-6.992593,-7.1046143,-7.66918,19.379547,-5.4177265,2.8891232,-11.877349,0.4430716,9.794214,6.1497326
-426.80356,-192.29755,-30.244865,49.94143,8.3462105,25.991966,-60.643787,22.918736,-4.3871174,22.167902,-5.11315,-20.686184,5.5306892,5.5341067,9.289277,-3.07062,-15.366003,3.6918216,8.622986,9.0535
-418.0058,-202.45972,-24.159826,45.376816,13.576461,22.985268,-65.569016,37.01175,-21.965082,36.403687,-12.756636,-19.899595,7.7597256,8.020018,0.66282874,1.7084965,-10.5851,-0.6629503,3.5704567,16.131458
-385.33237,-225.44858,-42.826077,74.85089,13.200748,-4.7502327,-44.13903,38.603027,-30.925774,41.655888,-22.102848,-6.902488,2.8133278,7.2617073,-4.347129,11.126205,-17.656696,3.6231372,4.780202,7.4103537
-366.72256,-234.04578,-56.676514,83.09384,18.289629,-10.10911,-36.14205,19.088572,-7.7794857,25.857521,-15.927007,-0.89180756,-12.424301,17.14516,-2.892039,7.706295,-15.2372675,-3.2921438,12.581892,6.170288
-386.45612,-221.08066,-46.266827,71.68498,12.765301,3.2977538,-39.03555,7.3588257,9.709835,10.119622,-4.637229,-4.857501,-16.033768,21.08758,-0.8645884,3.597093,-14.745047,-2.8091247,15.131342,2.8745432
-420.72742,-199.81519,-28.269157,55.878883,2.8635297,19.116236,-39.857845,-2.9310474,16.09626,13.242622,-7.3454113,-10.814938,-11.1607895,25.844982,-2.9686313,-5.226604,-9.828033,4.621995,9.542928,-1.0360153
-430.89038,-189.51477,-31.929836,55.902657,4.803606,19.764528,-50.390762,14.536301,2.2570941,21.511288,-11.487784,-17.343441,6.3195066,11.893177,-0.64090854,-3.7497034,-9.168482,5.723894,3.052114,8.189332
-431.3188,-193.11072,-22.358551,46.798496,7.99547,24.953644,-64.89328,34.76422,-15.384981,29.356453,-9.495938,-22.420425,9.800045,7.394294,6.4338484,-7.707755,-11.68483,8.127848,7.156744,1.6223624
-403.89688,-216.50401,-30.194756,66.17705,12.604354,-4.60349,-45.98749,43.81298,-34.838478,45.214027,-22.622787,-16.151066,12.388286,8.767017,-6.2402506,5.8428063,-17.732811,9.19649,8.3683605,0.65733814
-371.88123,-236.47237,-48.737057,85.370926,17.998508,-17.910007,-39.781254,31.500626,-8.771562,25.09855,-24.8882,-1.7554848,1.768104,14.329021,-9.547152,3.5299122,-9.100924,1.1047894,11.011153,1.4589388
-383.00482,-228.03958,-46.32984,83.123825,13.276768,-12.093704,-37.986053,18.629967,12.517803,4.357543,-14.814901,0.07726425,-4.3662386,18.869768,-12.040325,4.092208,-7.9273987,0.62267077,10.047787,0.48169512
-417.4548,-204.71658,-28.10381,62.16737,1.3082869,15.033216,-43.371002,4.753457,18.290136,8.452645,-12.177911,-6.176655,-7.808567,26.277662,-11.26026,-0.18594106,-9.545621,5.351676,7.966176,0.86003625
-432.1418,-191.47623,-29.265461,60.58423,-0.65209216,17.999182,-46.44771,11.642048,7.6568546,16.777462,-13.277889,-11.478214,-0.244807,19.612667,-6.261567,-3.5234663,-8.329707,6.4425287,4.855345,5.5763645
-435.20938,-189.4532,-25.171434,51.339043,5.9043703,22.454945,-63.07323,33.673317,-9.42875,21.985344,-7.824832,-22.543081,13.260777,7.4922566,-0.24451643,-4.764558,-6.9331493,5.8617153,2.490029,5.6870527
-414.20392,-207.30424,-26.029247,55.87097,9.620308,11.420684,-53.386173,37.799706,-29.94948,42.840866,-15.293381,-22.38454,11.018811,11.179064,-5.102076,2.4182932,-10.644638,2.833314,5.2474103,6.6945105
-376.4483,-228.3941,-51.368225,77.844345,19.44391,-8.036945,-44.887848,33.455944,-21.066525,35.48883,-18.922947,-8.786434,-1.509489,14.879431,-5.205021,6.667279,-14.114782,-2.9248462,14.434176,5.1562066
-370.61975,-228.28711,-60.789673,82.49816,20.336624,-6.336834,-42.89093,16.976944,2.8395677,19.495174,-14.581285,-5.3381433,-10.457938,23.814367,-6.9332924,3.7246675,-13.667491,-2.6726909,17.457275,2.9082057
-401.9119,-209.55804,-41.709312,65.58717,9.855661,11.060853,-44.208405,5.588326,17.409199,4.7997093,-4.385836,-7.895348,-11.413893,23.621922,-4.7621756,0.9392165,-13.30722,0.7093904,13.372131,4.164837
-427.82867,-191.29974,-31.959867,54.701317,3.1377902,23.231829,-43.5198,-3.7987626,17.079693,16.37173,-10.488619,-13.19059,-4.421568,20.759197,-4.3813906,0.16374396,-10.146525,-1.2972474,9.801932,8.078072
-433.86905,-186.83537,-30.92413,53.122738,3.6831884,26.501816,-58.215965,20.879814,-3.0795214,22.804546,-7.0825005,-21.833218,8.132245,8.830112,2.5418563,-2.52389,-11.329407,4.3439293,4.6099567,8.2113905
-429.557,-196.92303,-20.404404,50.905666,4.4842124,22.742908,-64.60031,40.744946,-20.441212,30.424944,-10.287776,-23.270666,12.532049,11.013393,-3.4535003,-5.412062,-3.7592592,5.0880017,-0.057877958,6.661775
-393.2306,-219.49457,-43.17063,75.491196,14.276304,-5.743404,-50.312412,46.390594,-31.738407,40.279938,-21.055475,-12.726638,7.8769054,10.021235,-6.043871,6.379724,-15.758288,5.2323484,7.79241,4.544943
-371.51978,-231.37877,-57.159286,86.32446,19.029478,-12.770232,-43.267376,28.247265,-5.907444,23.18922,-20.038641,-2.8413482,-4.2902784,17.089104,-5.795465,2.3041759,-10.578927,-0.7475807,11.850066,5.8528023
-391.43457,-220.10306,-45.536633,78.64671,11.117075,-4.2177086,-40.562595,14.634451,15.035311,3.0351648,-10.266346,-2.6787784,-7.1607294,19.218014,-6.127145,0.49950767,-10.107077,1.6973554,11.235403,2.5658035
-425.69022,-197.12726,-28.661682,61.141983,-0.1696428,14.646797,-38.733345,2.0131917,17.801025,5.4381213,-7.072268,-6.1908693,-8.203216,19.401073,-3.462141,-2.0613334,-7.8109846,0.8076725,9.128855,3.264537
-432.6234,-180.84698,-40.01934,52.175877,5.7002993,25.153645,-46.233208,8.046084,0.6288988,16.397032,-1.4790126,-12.24353,-1.994543,6.064593,2.6535711,2.0623975,-6.508507,-0.38423607,-0.6465826,9.057365
-428.70575,-184.29471,-34.56466,41.176086,9.842844,35.84669,-64.09426,27.041565,-16.040028,23.717028,0.12986118,-16.007141,3.517553,-2.2358313,10.153331,-2.3929553,-5.9921923,3.32023,-3.5858936,6.8242097
-403.0399,-209.35948,-36.72509,58.298035,10.324247,15.66776,-52.18157,31.970016,-28.640207,42.517704,-17.330801,-13.503199,9.035557,1.0848039,-1.75457,8.135706,-9.632091,-0.33096513,0.5450087,9.285243
