melspec_0,melspec_1,melspec_2,melspec_3,melspec_4,melspec_5,melspec_6,melspec_7,melspec_8,melspec_9,melspec_10,melspec_11,melspec_12,melspec_13,melspec_14,melspec_15,melspec_16,melspec_17,melspec_18,melspec_19,melspec_20,melspec_21,melspec_22,melspec_23,melspec_24,melspec_25,melspec_26,melspec_27,melspec_28,melspec_29,melspec_30,melspec_31,melspec_32,melspec_33,melspec_34,melspec_35,melspec_36,melspec_37,melspec_38,melspec_39,melspec_40,melspec_41,melspec_42,melspec_43,melspec_44,melspec_45,melspec_46,melspec_47,melspec_48,melspec_49,melspec_50,melspec_51,melspec_52,melspec_53,melspec_54,melspec_55,melspec_56,melspec_57,melspec_58,melspec_59,melspec_60,melspec_61,melspec_62,melspec_63,melspec_64,melspec_65,melspec_66,melspec_67,melspec_68,melspec_69,melspec_70,melspec_71,melspec_72,melspec_73,melspec_74,melspec_75,melspec_76,melspec_77,melspec_78,melspec_79,melspec_80,melspec_81,melspec_82,melspec_83,melspec_84,melspec_85,melspec_86,melspec_87,melspec_88,melspec_89,melspec_90,melspec_91,melspec_92,melspec_93,melspec_94,melspec_95,melspec_96,melspec_97,melspec_98,melspec_99,melspec_100,melspec_101,melspec_102,melspec_103,melspec_104,melspec_105,melspec_106,melspec_107,melspec_108,melspec_109,melspec_110,melspec_111,melspec_112,melspec_113,melspec_114,melspec_115,melspec_116,melspec_117,melspec_118,melspec_119,melspec_120,melspec_121,melspec_122,melspec_123,melspec_124,melspec_125,melspec_126,melspec_127
0.00025573373,0.00043147535,0.00063430954,0.0003674829,0.0018263758,0.005615023,0.004815155,0.003376768,0.0021554444,0.00073779066,0.002130249,0.00823492,0.0074834875,0.006393249,0.0068363547,0.0036096466,0.0042227586,0.002431471,0.004518666,0.007310437,0.0025717856,0.001358063,0.0014214193,0.0022310517,0.0013972468,0.0013156652,0.0015912529,0.0027682357,0.0030629898,0.0012393958,0.0019485179,0.0007435642,0.0017379159,0.0014760545,0.00074058125,0.0011968464,0.002565142,0.0014998777,0.0006970865,0.0006227882,0.0017766341,0.0022020962,0.0029473212,0.0041902605,0.0018697964,0.0005592766,0.00050867663,0.0018460563,0.0017701578,0.002419431,0.004296757,0.0020051864,0.0013368257,0.0016429393,0.00091305247,0.0010320235,0.0031355834,0.0042618965,0.0013838251,0.005214938,0.005537773,0.004584872,0.0017541258,0.0025781398,0.004458964,0.013949757,0.0077567147,0.0075211353,0.00086870027,0.006494026,0.00797372,0.014643345,0.002819538,0.0011513479,0.0017048848,0.0014089543,0.00065388513,0.0010333654,0.002941762,0.0069978572,0.010672241,0.022898983,0.015429513,0.007808656,0.0024885486,0.001789833,0.0046756095,0.00921884,0.0032544145,0.0016832364,0.0016671622,0.0016911689,0.0023115464,0.0021999187,0.001239419,0.0010107028,0.001614354,0.0022743582,0.0011315461,0.00060268375,0.00064993155,0.00058056304,0.00087446807,0.0012755274,0.0014847455,0.0016039853,0.0010829247,0.0030176612,0.0019283879,0.0017354493,0.0009395755,0.0007725697,0.0009209476,0.00078795344,0.0008922463,0.00025914633,0.00023900114,0.00025382225,0.00058981194,0.0004644318,0.00017674349,0.00013766957,7.898743e-05,0.00011426692,0.0001590508,0.0001282274,6.65065e-05,3.3420433e-06
0.00022502754,0.00041896812,0.0012177393,0.0010074925,0.011424655,0.016827766,0.0069575724,0.0060224156,0.0052508735,0.0045463396,0.013894397,0.02305642,0.020222437,0.014644959,0.010659565,0.0045786775,0.010932274,0.025645832,0.02902483,0.024376418,0.016933063,0.014529246,0.0069935047,0.005225161,0.0012747134,0.0028085688,0.011266749,0.021631585,0.015641954,0.015147187,0.015771797,0.004910041,0.00716943,0.015456897,0.02102624,0.018904228,0.012281257,0.008012973,0.008194082,0.017450487,0.020192882,0.011272585,0.011848805,0.01543409,0.0052552754,0.002756516,0.004150762,0.01582094,0.016001282,0.021508286,0.028412823,0.016485043,0.006543843,0.008692976,0.0056992983,0.0032259575,0.023662454,0.05665128,0.026098117,0.037308592,0.04073061,0.022481501,0.011499757,0.012529559,0.0126054175,0.06659819,0.05275604,0.035245042,0.0061626746,0.023733988,0.034269106,0.034824356,0.010317698,0.008281526,0.014289229,0.006583966,0.00219468,0.002785245,0.026211588,0.07059752,0.1266578,0.19896512,0.19327068,0.07465182,0.014399205,0.00521028,0.015987597,0.040092435,0.014695663,0.0077259764,0.0138499765,0.013528734,0.014532974,0.0041562645,0.0029713085,0.0024379434,0.006515786,0.011185605,0.004447263,0.0043622428,0.0020092018,0.0012225325,0.0037479145,0.0042541246,0.006656837,0.005707931,0.0025607813,0.006085377,0.0059604123,0.0051148566,0.0039554695,0.0027147732,0.0036781523,0.002519609,0.0023634497,0.0009358334,0.00082090154,0.0007247042,0.001180252,0.0008090594,0.0007284174,0.00041802836,0.00018723743,0.00033761922,0.0003720142,0.00027505655,0.00014285801,9.493302e-06
4.278304e-05,6.337545e-05,0.00046235387,0.0019155415,0.021854669,0.016494459,0.0074568572,0.009290786,0.003253659,0.016919065,0.02443721,0.013192566,0.025484318,0.015775125,0.011359673,0.009899078,0.016786516,0.025013048,0.021051284,0.010795405,0.015512376,0.031132914,0.01051207,0.007086207,0.00075013767,0.0031934103,0.013007852,0.030755151,0.013337493,0.017312681,0.013923041,0.0046127466,0.003964831,0.015107317,0.028656324,0.020745782,0.0085907,0.0071180975,0.009781059,0.028608808,0.024229294,0.019109845,0.011155398,0.011558043,0.019759614,0.009074811,0.018341634,0.018035391,0.022089118,0.02082646,0.025347257,0.020735124,0.010497012,0.013398025,0.010670829,0.0063257604,0.029138949,0.07367467,0.042501736,0.04205484,0.039793592,0.021807397,0.019454475,0.015067851,0.013414988,0.044139143,0.044301867,0.025951063,0.007036338,0.014378059,0.024560925,0.031787686,0.02039171,0.008645202,0.015778596,0.0067717084,0.005967975,0.0023553418,0.025475461,0.059889413,0.11772482,0.15669057,0.17801487,0.061357,0.01630208,0.004806935,0.014501196,0.035482496,0.027922899,0.015286652,0.012078564,0.011068307,0.012525598,0.0031146428,0.0033739805,0.0037789792,0.015460746,0.021412628,0.008649243,0.010088755,0.0036048996,0.0018942875,0.0069926283,0.006332337,0.008127414,0.0068971086,0.006586949,0.008028861,0.007814484,0.0061736936,0.004150541,0.002331094,0.002741471,0.0020138002,0.0022640123,0.0012295704,0.0010171226,0.0013542654,0.00080725073,0.0006442524,0.00071850006,0.00056511315,0.00044804814,0.0005094909,0.000405471,0.00025447775,0.0001033937,9.857235e-06
2.017553e-05,1.3374104e-05,0.00013444551,0.0014679935,0.010378185,0.009429619,0.012598974,0.008592882,0.010169304,0.019621115,0.023845984,0.018251006,0.013180452,0.009462218,0.040026348,0.020117914,0.010178845,0.0034634927,0.0014550706,0.0017742442,0.012985781,0.014553412,0.00585807,0.005519393,0.0017958984,0.003294735,0.009299753,0.020663362,0.0067354715,0.004096535,0.0021166648,0.00057171483,0.0005091709,0.002555129,0.006953357,0.005465036,0.00743542,0.0032757754,0.0033903336,0.004241294,0.018701153,0.019972922,0.023907749,0.013964839,0.031982515,0.027059708,0.027399959,0.020215064,0.026433595,0.015047176,0.020042898,0.027461627,0.02502774,0.018924873,0.022583382,0.018664284,0.03599008,0.04826694,0.046678502,0.06318539,0.03783672,0.0350029,0.028717535,0.0157378,0.015787756,0.010919311,0.015199426,0.004179296,0.001992693,0.002398689,0.0040210662,0.017463429,0.048355836,0.012370349,0.00490999,0.0051204073,0.011356612,0.003818586,0.010381769,0.0116100265,0.009584796,0.005927464,0.008575412,0.0045285923,0.006811158,0.0033883012,0.008900742,0.023443146,0.029133776,0.02016921,0.00455417,0.0022589075,0.0029220465,0.0025436825,0.004007781,0.0049413284,0.017440092,0.019250035,0.011407705,0.009818127,0.016639935,0.053594846,0.20415409,0.27648035,0.18518253,0.18630227,0.14396897,0.05950159,0.022908768,0.004707829,0.0028265354,0.0013984789,0.0011096414,0.0015848537,0.0023589872,0.0011824078,0.00089818897,0.0015705125,0.000902176,0.00065821374,0.00050358335,0.00069705164,0.00048657227,0.00043320953,0.00039168997,0.00025864074,6.988759e-05,1.1493161e-05
2.919108e-05,0.00016827261,0.00080905604,0.0028573081,0.009348626,0.016359145,0.018648041,0.003689027,0.011097577,0.01924937,0.019019373,0.013870205,0.011076107,0.008706561,0.028648997,0.03515209,0.023388008,0.006317538,0.003079809,0.0035252615,0.010286411,0.014082866,0.0029453053,0.0066707707,0.0038010827,0.004480136,0.0014521363,0.005205798,0.0049482402,0.0020274583,0.0017835142,0.0018301784,0.0026482441,0.0028831386,0.007586096,0.017134253,0.013187495,0.0023342555,0.0010830109,0.0022769482,0.01223478,0.014081649,0.0135403015,0.0067499564,0.0065301913,0.010298157,0.0064919395,0.00928255,0.007205783,0.00695493,0.007253608,0.009894807,0.008988301,0.006512172,0.014434538,0.008673032,0.011915944,0.014602473,0.014581455,0.017935952,0.012275669,0.01264421,0.009080273,0.0069086496,0.0064831725,0.005266196,0.007931616,0.0029056866,0.0018019006,0.004055722,0.0066455607,0.014520781,0.045583747,0.011420968,0.003444212,0.0018790845,0.0037879506,0.0027631056,0.0066088,0.0058277906,0.004077368,0.0031918155,0.006606049,0.004011818,0.0034809595,0.0021305468,0.0047903755,0.025730973,0.018921368,0.0118356105,0.0062277857,0.0024892054,0.0034982772,0.005756328,0.010229359,0.009285955,0.017213652,0.023139386,0.020929119,0.026947705,0.10050984,0.26849583,0.7717942,0.76294285,0.40715286,0.29936385,0.18049945,0.05086627,0.012738046,0.002770908,0.0017473652,0.0018759721,0.0018239663,0.0026669053,0.002442437,0.001769713,0.0011552745,0.0017699534,0.0010614708,0.00085550913,0.0005865833,0.0007919238,0.0005173698,0.00046634825,0.0005364472,0.00046677416,0.00015094326,9.753792e-06
2.6295736e-05,0.00024423574,0.0022954463,0.004073753,0.0070345695,0.0075075445,0.0053999214,0.006711229,0.004524156,0.007949293,0.0062271194,0.0055122105,0.015050898,0.020309113,0.008780858,0.00795544,0.015058914,0.005172886,0.0035894865,0.008147258,0.023553468,0.011397755,0.0045321733,0.0032749022,0.0038588748,0.010320377,0.002644398,0.00614992,0.0070586386,0.0042325826,0.003711201,0.0027220105,0.007255504,0.002415497,0.0030079216,0.009010515,0.0047787507,0.0021128021,0.0049201893,0.007363595,0.00931525,0.02131823,0.009999101,0.0011716115,0.0018678285,0.005151851,0.0019633796,0.0009916155,0.0019430752,0.0047453367,0.003938725,0.004807126,0.005750895,0.008021559,0.008033875,0.007925383,0.01241359,0.003743606,0.0021625177,0.002988776,0.005889237,0.0051908838,0.003605705,0.0022858393,0.0019912114,0.0037770877,0.0036312123,0.004644561,0.001718044,0.0034444248,0.004181533,0.016109671,0.02058144,0.004489563,0.0027209725,0.000710323,0.0021304379,0.0031619507,0.004523778,0.0034179732,0.003573988,0.0041058767,0.005163573,0.0026191864,0.0017417915,0.0031486966,0.007164057,0.015159928,0.018487964,0.011668546,0.010222128,0.008043131,0.011976629,0.01639376,0.019579658,0.018190643,0.021816486,0.039699465,0.031294458,0.027322423,0.05663807,0.10107246,0.20849758,0.1566639,0.074140005,0.037481852,0.018121045,0.0074124625,0.003300537,0.002547719,0.0017859242,0.0014352226,0.0015322866,0.0019453625,0.0015188906,0.0014789787,0.0013004392,0.0023612624,0.00097568595,0.00086154067,0.00062004133,0.0007295819,0.0005255119,0.0006256551,0.00060427823,0.0004708088,0.00020552505,7.881713e-06
2.6530339e-05,0.0001931664,0.0014092779,0.0053287717,0.0037571345,0.0041086827,0.0034008853,0.0061082686,0.004068707,0.004204567,0.0047671706,0.015757592,0.025953632,0.020893654,0.009704328,0.0043749237,0.008967335,0.0039552418,0.004756826,0.024213172,0.025358906,0.003629488,0.0032278397,0.00680303,0.018258639,0.013811243,0.008568004,0.007564176,0.006722155,0.0041424464,0.0075681433,0.0034825346,0.012970358,0.00540637,0.0038835376,0.0050808378,0.005014409,0.0020711124,0.012761606,0.009431397,0.014378021,0.010694964,0.011809855,0.0042082807,0.0025967795,0.0016863031,0.0051336726,0.0038357766,0.0032724212,0.006055754,0.0035315752,0.004236169,0.0043794126,0.0052105887,0.0018670573,0.0072034225,0.012745232,0.0030118297,0.0040844297,0.0027255616,0.0032827347,0.0044829817,0.00553302,0.0026225024,0.0015003694,0.0021204427,0.004153562,0.0049575116,0.0030659577,0.0022152592,0.0019113071,0.014381451,0.024326641,0.0035984663,0.0027483702,0.0025445225,0.0022201105,0.0027786542,0.0042456626,0.0038999727,0.00397374,0.0026233564,0.0023775254,0.0046212687,0.0045917733,0.0056561795,0.011939435,0.019988883,0.026257476,0.020580074,0.008510203,0.006220405,0.010643162,0.013173666,0.01562754,0.02096416,0.01801731,0.038529385,0.04677934,0.0253655,0.03368392,0.056464933,0.18551241,0.2872397,0.25667784,0.35717052,0.23422119,0.103995904,0.033732764,0.009424675,0.003021242,0.0008021669,0.0011154196,0.0012264885,0.0015940958,0.001398935,0.0010655678,0.0016589953,0.000962572,0.0011277361,0.00092187605,0.0006111374,0.00047162213,0.0008491323,0.00061543024,0.00034501043,0.00023814428,1.4141594e-05
3.5942565e-05,0.000110183086,0.0012382866,0.0068372204,0.0055803903,0.012343737,0.013864236,0.002116514,0.0035352358,0.015779762,0.011932176,0.013826701,0.01038103,0.004651606,0.0055673774,0.010109471,0.011162165,0.004986414,0.0063270372,0.01872315,0.0152051775,0.008237024,0.0025648617,0.015758483,0.01649414,0.010191618,0.013011155,0.01335621,0.006660944,0.0053978483,0.013003078,0.009221987,0.0075510503,0.004303034,0.0048412476,0.0061508315,0.0072069396,0.0016045136,0.01318952,0.012966698,0.005520287,0.0059077144,0.0052092085,0.007172445,0.0021974256,0.0016950234,0.0068731993,0.006147706,0.008580837,0.0044199317,0.0030544384,0.0023841325,0.0028741183,0.008909543,0.0010031348,0.006150116,0.0058681713,0.0045663402,0.0040988587,0.0025931115,0.0014318161,0.001701256,0.006384363,0.0040689255,0.0023940345,0.0024335966,0.0063331528,0.003804075,0.0058227563,0.0018860782,0.0016859418,0.031123716,0.034248456,0.0032793856,0.003580308,0.0042901505,0.00663714,0.0050117276,0.00791395,0.0063848267,0.004313396,0.0025147332,0.0021355161,0.0029439451,0.0041200286,0.0029511175,0.0027384115,0.0051825885,0.0069687646,0.0070347325,0.003921487,0.0036898584,0.0044425344,0.005021046,0.009515567,0.009515881,0.014154236,0.028558142,0.041540675,0.053806916,0.24714868,0.47965127,1.3923033,1.6020806,1.0380839,0.9895643,0.47482985,0.13944596,0.030757448,0.0063260514,0.0024125935,0.0010142339,0.0014929218,0.0011272526,0.0013794018,0.0009657429,0.00094692816,0.0024921305,0.001437531,0.000984933,0.0014277546,0.0008827608,0.00055679947,0.000901141,0.00087917276,0.00032041784,0.00016337838,1.745711e-05
1.0005624e-05,0.0001472507,0.00093310146,0.0063745533,0.014322445,0.017796421,0.016520336,0.00207214,0.0116831055,0.047092345,0.032349344,0.024376638,0.014034523,0.017977487,0.009131934,0.0074761114,0.0076551596,0.0055144774,0.0041449033,0.018069724,0.0098528685,0.0066104424,0.0022796174,0.010345553,0.0049478184,0.014657565,0.013901393,0.0067682248,0.015120088,0.008089373,0.0074028466,0.014189069,0.008053766,0.007023403,0.0056796344,0.013139113,0.013990833,0.0040147235,0.008892635,0.016100984,0.0015120251,0.0022809536,0.0055682957,0.007826931,0.0025191833,0.0013128287,0.0013937969,0.0055821366,0.012674848,0.006358947,0.0031660625,0.0019291812,0.0011602007,0.011431913,0.0033341716,0.004280163,0.006539836,0.0027509513,0.0013121455,0.0039703953,0.0015559755,0.0018752278,0.0028923997,0.0019747294,0.0013274408,0.0021478334,0.0030911763,0.0018832681,0.004414058,0.014280225,0.017657612,0.03453978,0.03640096,0.0033693148,0.0030126725,0.0023586156,0.0069552013,0.005027499,0.0043430733,0.003493409,0.0032875026,0.0022377074,0.0017628584,0.0009423509,0.0019274536,0.003044388,0.0066313427,0.007802981,0.010815041,0.01093562,0.012762381,0.015054068,0.021711808,0.020930983,0.04135394,0.026689325,0.040537897,0.06431753,0.04855599,0.05314907,0.19348098,0.31633148,0.70502365,0.63366723,0.32407105,0.20758325,0.07230121,0.017429326,0.003803519,0.003168571,0.0021167498,0.000952659,0.0011678082,0.0011681301,0.0010136613,0.0007084851,0.0011759,0.0027382178,0.0014619293,0.0011278208,0.0009143837,0.0006830456,0.0005678295,0.0008416701,0.0010876064,0.00050378777,0.00017042727,1.1670199e-05
1.41264945e-05,5.640472e-05,0.00034090815,0.0052825175,0.025137678,0.026003867,0.0038494947,0.0082661165,0.017535726,0.060924668,0.18073356,0.054486915,0.017721057,0.015932767,0.009679827,0.008475328,0.00758836,0.0017037748,0.0025408843,0.008599942,0.0069810287,0.0054791365,0.005180502,0.005815795,0.004105266,0.019472642,0.023124153,0.010828397,0.018853594,0.005632406,0.0047192858,0.00708951,0.0058670286,0.003965517,0.0040738927,0.0058126715,0.011301992,0.010843492,0.004850191,0.011607143,0.0030887453,0.006029519,0.0065064356,0.007722788,0.009477124,0.0029913674,0.0008572908,0.0052706227,0.004934631,0.009619894,0.0039073117,0.001483912,0.0013106698,0.007013804,0.0053695138,0.002829265,0.004022415,0.0014514335,0.0028366258,0.0032881557,0.0014601889,0.0049356283,0.003023018,0.0024542166,0.0023624336,0.00396902,0.009818361,0.0019000556,0.0028715997,0.017112939,0.020244986,0.016063679,0.023864668,0.0054460936,0.001614707,0.0020258212,0.004072103,0.0024965296,0.0026568372,0.0047371606,0.0021316735,0.0020989834,0.0018625555,0.0011133342,0.0063156015,0.010015198,0.01706588,0.019788187,0.022140753,0.015906816,0.019632109,0.02046866,0.028837206,0.026378576,0.06502277,0.040310644,0.058415454,0.0829794,0.053613752,0.030290114,0.055963956,0.09584841,0.19273064,0.28038803,0.23669808,0.28428924,0.23692845,0.13373642,0.037808802,0.0122422,0.0034641547,0.0018140066,0.0012946739,0.0011286356,0.0013315553,0.0012698286,0.0014503887,0.001598709,0.0011088182,0.0011215275,0.0009118432,0.00068605837,0.00066468125,0.0006679364,0.0006868913,0.0003879221,0.00014765763,7.914526e-06
