rms_0
0.007667912
0.011745814
0.054881956
0.084933266
0.09084172
0.09079971
0.07329456
0.034323253
0.011489513
0.010655941
0.011502527
0.027682988
0.03632938
0.04139686
0.06568361
0.07264032
0.06954156
0.066402756
0.04464093
0.056054566
0.06910726
0.07016636
0.06892729
0.04476422
0.016063645
0.009011089
0.0073217116
0.036553204
0.08094144
0.0870371
0.08761732
0.080121525
0.03477287
0.014740669
0.0124775395
0.011265701
0.010543581
0.008422513
0.009928497
0.04594997
0.06327846
0.0640157
0.06372732
0.045288008
0.02389959
0.058308747
0.07205717
0.07236361
0.06961817
0.044265606
0.017669586
0.019595617
0.019160023
0.018342767
0.012496192
0.012573665
0.043891415
0.056609727
0.057509717
0.056518167
0.037860148
0.012746919
0.007903698
0.0069250115
0.0059806868
0.020451989
0.03729588
0.037767455
0.037838362
0.03226161
0.036195718
0.05437226
0.060396194
0.060796663
0.04986405
0.050245907
0.06448802
0.06704468
0.067138925
0.05282785
0.021499807
0.02050833
0.04690383
0.055598095
0.055829536
0.052754834
0.030912079
0.009607932
0.008652531
0.007954306
0.007812546
0.027305136
0.045547083
0.045816537
0.04589134
0.039071012
0.054058272
0.07021302
0.07054915
0.0696743
0.04683548
0.046179883
0.05726866
0.057660338
0.057134252
0.036037777
0.010146663
0.006713221
0.017325368
0.045070056
0.055435956
0.055784103
0.05348488
0.033659723
0.018766103
0.029677477
0.03009012
0.030111529
0.025513006
0.026405176
0.06315909
0.07431549
0.07466695
0.07052197
0.04410161
0.05311059
0.0651201
0.06570358
0.063509785
0.041608322
0.021667667
0.019713564
0.019185873
0.015850736
0.011822662
0.034618825
0.03598369
0.03614037
0.034745116
0.011885384
0.025502661
0.054591406
0.058861226
0.05908132
0.053840086
0.03997055
0.0535561
0.05612616
0.05612913
0.046162497
0.02081671
0.04246891
0.05734687
0.058646936
0.05817105
0.042194642
0.020015651
0.015357009
0.018002445
0.019754121
0.023729501
0.035679847
0.03507081
0.033312496
0.028840078
0.010911042
0.01397223
0.04270384
0.051156703
0.05157481
0.05037468
0.03594726
0.046065554
0.05492493
0.055385944
0.051698428
0.03224713
0.009868763
0.00574555
0.004781502
0.0036284544
0.0034674392
0.003284899
0.0030540952
0.0031600723
0.0028004937
0.0025806746
0.0026730464
0.0024528422
0.002516435
0.0025555207
0.0024868415
0.002565011
0.002511277
0.0024641978
0.027805401
0.045162402
0.04769091
0.047796924
0.039399996
0.037480325
0.053832192
0.055006105
0.055094793
0.043844122
0.014025207
0.007903278
0.016623808
0.042635854
0.046907943
0.047383953
0.044650055
0.021213945
0.01065511
0.020549616
0.02317691
0.023383532
0.022490246
0.012412622
0.0059012044
0.0048479843
0.025719821
0.047141273
0.05193242
0.05228054
0.045840524
0.031699684
0.045361605
0.052931204
0.05311119
0.048630882
0.032795593
0.018514482
0.017821498
0.029050056
0.03575534
0.049213596
0.06728526
0.065920435
0.061200846
0.053528864
0.029227115
0.04696799
0.059628054
0.06036042
0.059910268
0.046418034
0.031174662
0.024257759
0.023466151
0.01671873
0.006281292
0.0052360916
0.0044806967
0.004296571
0.033348188
0.06511955
0.070405014
0.071070194
0.0631351
0.04307872
0.049389314
0.05337198
0.05332697
0.04311878
0.029957322
0.020865547
0.020569716
0.020321343
0.008755307
0.006005811
0.005068476
0.004467291
0.004196842
0.0038445224
0.0038670078
0.0036904812
0.004898972
0.030265907
0.05482171
0.056849644
0.057093546
0.04933002
0.045872733
0.05478025
0.05564665
0.05525953
0.03604151
0.015424222
0.044154305
0.0682771
0.069538645
0.069429174
0.058079567
0.031534467
0.028903177
0.028645461
0.020763386
0.009853237
0.04159171
0.05694192
0.060849827
0.06100926
0.045570895
0.03381518
0.069753796
0.086143166
0.086688414
0.08514334
0.065908924
0.042611927
0.041595265
0.0373971
0.010875127
0.0075027766
0.006243819
0.0050263256
0.004443159
0.004538727
0.004416759
0.028027626
0.054621287
0.06286555
0.06312219
0.05686958
0.047423802
0.07517965
0.08617307
0.086448014
0.07934157
0.049856536
0.035091367
0.034476914
0.034251656
0.024767118
0.008268385
0.0071215774
0.0063677602
0.006007251
0.0053942497
0.01578387
0.054957077
0.081290126
0.083637364
0.082409725
0.06345138
0.03897231
0.050232716
0.056045607
0.05625924
0.05169813
0.036650006
0.032020748
0.03937368
0.03131059
0.030468125
0.025761053
0.010984349
0.010758711
0.013960826
0.015825238
0.022662329
0.060277484
0.07184649
0.07593152
0.07609458
0.051959928
0.055359535
0.073159896
0.075173184
0.07560463
0.065190695
0.04306437
0.036418207
0.055529736
0.06454064
0.065113485
0.06484852
0.048944686
0.05014157
0.07993479
0.08519602
0.08981047
0.09333884
0.08191766
0.10532141
0.10573884
0.0943101
0.08473201
0.045746684
0.03527236
0.04951267
0.0445422
0.04289512
0.04180759
0.0224164
0.012463132
0.009995851
0.03414926
0.05377565
0.05992299
0.061335385
0.056486253
0.05064142
0.061764196
0.06843634
0.07276351
0.07285555
0.06219715
0.053641204
0.042365722
0.025723208
0.011643936
0.009059956
0.023623465
0.05017818
0.0530817
0.06401935
0.061593246
0.060723994
0.07575291
0.069399506
0.06814333
0.05336621
0.051107675
0.069048695
0.08011527
0.09967676
0.09307517
0.08097399
0.072010525
0.04060216
0.029171236
0.03524573
0.036254905
0.05530265
0.07636444
0.07255792
0.07004422
0.056236908
0.031914104
0.056661732
0.07083538
0.073068485
0.078145325
0.09567854
0.09726751
0.10401056
0.09742024
0.063783005
0.050252967
0.035968333
0.03488114
0.034191355
0.024436334
0.030791547
0.04780329
0.048225485
0.04842732
0.040084973
0.015976284
0.031914994
0.057334505
0.067476556
0.068002865
0.061983027
0.05385368
0.07323701
0.07956108
0.08010815
0.07140259
0.04038392
0.024728213
0.02271576
0.021829298
0.018591784
0.020501466
0.020052778
0.019746548
0.021749565
0.024286764
0.024675477
0.024774447
0.030284274
0.049219925
0.05196629
0.052194435
0.04685681
0.024730958
0.043270435
0.06384408
0.067481965
0.066618934
0.06596835
0.07678673
0.085664
0.08878888
0.08027733
0.05349346
0.030914512
0.019348305
0.01869725
0.019808128
0.05175775
0.05287765
0.053380903
0.051294092
0.015781786
0.021051927
0.051240973
0.06333588
0.06363959
0.06116756
0.040305607
0.056907933
0.06947768
0.06988194
0.06912281
0.042977042
0.014599241
0.025916493
0.04329211
0.04258764
0.042630557
0.036092095
0.009249742
0.008380653
0.009190921
0.013013964
0.0137001565
0.013614119
0.023617255
0.050544363
0.05761892
0.057956044
0.054445308
0.043959904
0.058961738
0.06614875
0.066460155
0.05826076
0.033081856
0.013397608
0.011497258
0.009678258
0.007880846
0.021047799
0.030878598
0.031275738
0.031514686
0.024214001
0.008756863
0.007139509
0.023658797
0.03784769
0.043626834
0.04400116
0.037709653
0.035893187
0.05667103
0.06205343
0.062316485
0.056400098
0.03830283
0.03352279
0.033104334
0.032733474
0.019766336
0.008380256
0.0072274986
0.005430102
0.004748614
0.003734298
0.0033119386
0.0033254903
0.0033186534
0.003128177
0.003339442
0.003432612
0.0032083367
0.003048517
0.0028087117
0.0026608603
0.002920608
0.0029544525
0.003477007
0.0033824162
0.014346586
0.023097891
0.023246856
0.023402633
0.030448642
0.061305944
0.06552889
0.06590459
0.061552882
0.05235951
0.06622016
0.07009044
0.07030298
0.05345688
0.02743983
0.013334203
0.01141323
0.010417744
0.0051187486
0.004437379
0.04044645
0.046891246
0.0474165
0.047724534
0.04617785
0.05128283
0.05312392
0.05319277
0.037437942
0.043127015
0.050164573
0.052231792
0.07071682
0.06457231
0.057705797
0.05566135
0.028160974
0.010721389
0.0076394877
0.006599237
0.0058538215
0.004729433
0.00441246
0.004800636
0.007065523
0.007052203
0.007030713
0.024796862
0.04603688
0.049707633
0.049879946
0.044007756
0.03973066
0.07534419
0.08001628
0.08054175
0.07426714
0.033623602
0.020059967
0.017344164
0.0113078505
0.024688143
0.03391559
0.037598886
0.037621774
0.041799102
0.042311847
0.039617363
0.039313033
0.029163938
0.037278533
0.05962135
0.07637172
0.0780184
0.07215055
0.0619516
0.04891705
0.044714216
0.042061336
