cstft_0,cstft_1,cstft_2,cstft_3,cstft_4,cstft_5,cstft_6,cstft_7,cstft_8,cstft_9,cstft_10,cstft_11
0.29958725,0.014037665,0.0016317313,0.0019080065,0.0019818463,0.005185466,0.012530734,0.023162475,0.080937006,0.37590492,0.80591434,1.0
0.74098104,0.045207858,0.0010415894,0.001230233,0.0012156481,0.0034675056,0.008816971,0.017425656,0.04551783,0.14022465,0.430342,1.0
0.6339657,0.038852274,0.000777609,0.0006821141,0.00072145084,0.0022911006,0.0047440203,0.006369836,0.014580577,0.08023743,0.5269967,1.0
1.0,0.18684861,0.0031610148,0.0016576865,0.0024111138,0.006261172,0.014127815,0.023311766,0.0361089,0.09138465,0.36252308,0.7432512
1.0,0.15726224,0.0022033872,0.00089194457,0.0008572033,0.0015830125,0.0037747659,0.0074304338,0.013383093,0.07979249,0.4985544,0.8787404
0.71201354,0.09427136,0.0034773163,0.0021452052,0.0012212881,0.0019693077,0.0030612887,0.0055608223,0.015991157,0.16059893,0.8299089,1.0
0.51834047,0.12262105,0.050550807,0.049725704,0.03170008,0.08754206,0.13713674,0.08629024,0.1218043,0.23715737,0.7058906,1.0
0.15067533,0.08743316,0.07964621,0.075673945,0.061824415,0.27796757,0.6420742,1.0,0.64082634,0.13286966,0.21169457,0.2210128
0.062724605,0.05613811,0.06458316,0.06506892,0.056134053,0.11581691,0.5402984,1.0,0.3448234,0.0541447,0.0615142,0.06646726
0.43007985,0.42065737,0.40866122,0.43745145,0.32408047,0.32042181,0.9241612,1.0,0.44818586,0.2550483,0.23305884,0.31869635
0.18310298,0.15368663,0.15847525,0.18757424,0.14486893,0.115221605,0.24195716,0.4081561,1.0,0.88282275,0.16246209,0.18007602
0.07886359,0.11849004,0.12873755,0.17599577,0.18968445,0.22236939,0.44598842,0.5578641,1.0,0.7627079,0.11821371,0.09346063
0.26280132,0.6099033,0.86374396,0.610086,0.34537566,0.55742913,1.0,0.6808266,0.47564074,0.32345232,0.35696417,0.24922659
0.41371092,0.68657744,1.0,0.6684797,0.23509295,0.2856247,0.5097159,0.36311308,0.2557143,0.2997761,0.31412625,0.34495157
0.15139149,0.118088804,0.115726575,0.08383234,0.09097542,0.14377166,0.2631326,0.29632375,0.6966523,1.0,0.4864212,0.20094945
0.3466808,0.21432988,0.09989758,0.09138165,0.17539749,0.30824912,0.678267,0.63256013,0.82364744,1.0,0.6851387,0.49280554
0.59598356,0.43541154,0.24258485,0.0816145,0.14604187,0.2804607,0.69767153,1.0,0.6050044,0.5763309,0.5803514,0.8101914
1.0,0.966553,0.6491441,0.19097196,0.22113527,0.35136437,0.661311,0.718837,0.38605472,0.23312537,0.4981015,0.9845139
0.86814517,0.8511404,0.54204434,0.23910104,0.18760625,0.19964631,0.29493323,0.18034768,0.15644509,0.12292163,0.747609,1.0
0.6361716,0.56783503,0.32566094,0.19297728,0.19090578,0.15746157,0.1583059,0.24545851,0.57694477,0.69363827,0.8135532,1.0
0.966256,0.0837961,0.029715905,0.028657814,0.03860573,0.032593217,0.049219273,0.1323882,0.33598307,0.49787295,0.50471497,1.0
1.0,0.10254888,0.076064385,0.061504252,0.044062603,0.05382965,0.19174115,0.62758535,0.34407768,0.21331486,0.21208185,0.5417484
0.28017244,0.107243076,0.27169424,0.22220092,0.12191334,0.10853674,0.45523086,1.0,0.5299666,0.3761101,0.28535312,0.42364168
0.32255042,0.07828782,0.13981827,0.13086405,0.101275176,0.2346158,0.7289967,0.9823838,0.6933263,0.49481583,0.44765157,1.0
0.16498955,0.09444297,0.105938606,0.17139682,0.24469545,0.54518574,1.0,0.8299894,0.44808704,0.33533743,0.3867541,0.57547987
0.24154516,0.12167269,0.14102452,0.20895891,0.21812895,0.31678018,0.4195133,0.2579248,0.27722335,0.49756518,0.72112167,1.0
0.16352205,0.18417594,0.29591185,0.3101775,0.5219001,0.810889,1.0,0.33108363,0.20082514,0.21211857,0.3107785,0.37049687
0.24049571,0.2385588,0.27129686,0.30395818,0.37996325,0.47746813,0.599904,0.44336143,1.0,0.7486581,0.38710827,0.46797547
0.02827445,0.020818517,0.018524045,0.014244442,0.015832767,0.05916518,0.30065507,0.64684033,1.0,0.47441214,0.20023054,0.20067269
0.020112881,0.03164921,0.03704455,0.029545443,0.06539947,0.19009826,0.68790025,1.0,0.91859055,0.34029377,0.19431505,0.13808222
0.041939273,0.18072243,0.37885475,0.23102534,0.4430828,1.0,0.59790933,0.38963836,0.34585875,0.26212877,0.15322882,0.06773643
0.041914526,0.18567333,0.40576574,0.2722383,0.3510389,0.5710537,0.45410657,0.6943298,1.0,0.39664817,0.07494397,0.03870206
0.013502802,0.028736122,0.043640852,0.047007058,0.09174917,0.13301252,0.47840235,1.0,0.8200549,0.17904218,0.013872581,0.0108889155
0.013488067,0.015136371,0.01570986,0.061398126,0.22554319,0.30620033,0.7744972,1.0,0.46145293,0.11321168,0.022427298,0.016760038
0.03361573,0.06063569,0.08427193,0.13571264,0.21093035,0.3956729,0.8062193,1.0,0.7193419,0.37747517,0.104018204,0.037876014
0.06242051,0.24666138,0.30105206,0.37417933,0.43635777,1.0,0.79844564,0.7288009,0.5109523,0.23423178,0.14925273,0.034586385
0.13216014,0.41488594,0.44541913,0.60334617,0.5178517,1.0,0.6045942,0.45386395,0.40395358,0.14528184,0.1506084,0.063761495
0.49245006,0.296493,0.26094285,0.29845187,0.27172887,0.2951252,0.23504241,0.41828048,1.0,0.7040137,0.49885076,0.46739507
0.06468224,0.03048167,0.020262603,0.01693627,0.017987277,0.05091096,0.24954198,0.90108716,1.0,0.37291056,0.102447264,0.054524027
0.013718732,0.020408466,0.03111754,0.026643503,0.063099444,0.18925239,0.47954097,1.0,0.6749072,0.17334281,0.056855045,0.018409396
0.07042508,0.24383429,0.40829417,0.29797518,0.46393037,0.9773428,1.0,0.53377783,0.29136485,0.17581838,0.1824387,0.087942176
0.12432591,0.42476985,1.0,0.25129604,0.14472857,0.22723146,0.23200418,0.13091101,0.30534813,0.28993902,0.15164842,0.09698788
0.045979466,0.23709314,0.62381744,0.06038493,0.017537478,0.019500248,0.029621152,0.22715841,1.0,0.6457453,0.1611864,0.04964532
0.03647751,0.12958193,0.24689129,0.055340245,0.060232725,0.06500257,0.07887197,0.3243693,1.0,0.49145764,0.13961454,0.0497478
0.0802719,0.22554758,0.37254408,0.23516347,0.5108051,0.92598593,1.0,0.92780757,0.4519132,0.18795441,0.090912856,0.047656823
0.06440938,0.10890705,0.16040082,0.08970099,0.15414694,0.3838886,0.86671656,1.0,0.2496582,0.06284951,0.028634515,0.015234
0.08802678,0.076223224,0.04261512,0.026399793,0.02996781,0.16424905,0.5510195,1.0,0.6446897,0.30772245,0.0743527,0.023509003
0.08389511,0.037995342,0.021201223,0.01971549,0.029914701,0.19830832,0.52714753,1.0,0.75275713,0.29249683,0.10842599,0.035162237
0.24354894,0.10497246,0.12513706,0.069412254,0.13421929,0.57970184,0.9181822,1.0,0.6557675,0.14220391,0.08084566,0.07376075
0.7808703,0.47374883,0.7812946,0.3473942,0.64141685,1.0,0.956682,0.65703976,0.60425395,0.16385406,0.17667748,0.27569288
0.19397876,0.020385236,0.023993636,0.015183036,0.031299103,0.03911038,0.12727125,0.226351,0.19711488,0.41613072,0.74075174,1.0
0.18617111,0.0034982436,0.0013998096,0.0013279766,0.003747842,0.007954062,0.07822862,0.1120043,0.06393945,0.15748487,0.4580985,1.0
0.24364564,0.017412823,0.0020969121,0.0014733291,0.0022977635,0.006578892,0.047431983,0.076947466,0.037720047,0.07096423,0.34036055,1.0
1.0,0.16480206,0.0052098,0.0036961886,0.00484354,0.015589683,0.026225599,0.03107033,0.029789561,0.0761171,0.2549936,0.833854
0.9816178,0.13555634,0.0032521915,0.0020549574,0.002526171,0.007372843,0.010603035,0.009383962,0.010131179,0.03687485,0.2653129,1.0
0.72730225,0.061401904,0.008751117,0.0030423298,0.005333323,0.00991016,0.011619818,0.01992626,0.03648928,0.12219803,0.4049196,1.0
0.6293942,0.046064768,0.0055155046,0.001274476,0.002055787,0.0035403513,0.0054764845,0.008589457,0.01550988,0.082298934,0.38341847,1.0
0.4817663,0.03845886,0.013186029,0.007993943,0.008769857,0.016747987,0.078909226,0.091478966,0.07411701,0.15161912,0.52064806,1.0
0.897974,0.07865384,0.008229167,0.005616738,0.006185489,0.01061674,0.041570205,0.06869441,0.084168114,0.12953886,0.34592706,1.0
0.5542934,0.03740389,0.0031634062,0.0024216855,0.002665057,0.0048325453,0.011836555,0.02261365,0.028129917,0.082348146,0.3950224,1.0
1.0,0.07225484,0.006860095,0.006272679,0.006169691,0.009049145,0.014984924,0.021004686,0.027948463,0.073811054,0.23041916,0.6907405
1.0,0.06450863,0.005819115,0.0030213506,0.0031114165,0.0037649926,0.004253588,0.0060254484,0.013103119,0.063946985,0.27785048,0.89535505
0.51165247,0.037737623,0.030502412,0.014216899,0.013940275,0.011983786,0.014483471,0.018769378,0.03765822,0.17037389,0.50762486,1.0
0.074795365,0.025254633,0.019412406,0.0108875455,0.012744908,0.012477968,0.018650908,0.030487025,0.06062213,0.17724521,1.0,0.6023779
0.072033346,0.031080766,0.02610364,0.006300437,0.005242037,0.005348796,0.010666927,0.04659725,0.058677,0.19804886,1.0,0.49401894
0.29310596,0.104707636,0.094499394,0.04211747,0.030169435,0.05418213,0.1862347,0.7482115,1.0,0.4737405,0.43993166,0.19795837
0.23105563,0.063088804,0.07883035,0.06475213,0.06880044,0.13517706,0.4995027,1.0,0.88616747,0.20081194,0.029814107,0.06140958
0.22575614,0.06507682,0.052810192,0.06586799,0.083085544,0.1533377,0.5467057,1.0,0.9074535,0.5712401,0.21015233,0.085313514
0.092374906,0.086482994,0.11921795,0.10487528,0.1658307,0.20745917,0.40878743,0.9163655,1.0,0.90488625,0.3142844,0.069848895
0.18614937,0.49696702,0.7404039,0.3882127,0.46289343,0.36986864,0.5036374,1.0,0.6735626,0.3325656,0.0953582,0.059745897
0.9613923,1.0,0.93271583,0.2734389,0.19659767,0.16388337,0.19820158,0.84200954,0.4684288,0.15773542,0.13711251,0.34956542
0.42395312,0.17451856,0.11826745,0.03446939,0.02619632,0.051926777,0.36406615,1.0,0.53929216,0.39115956,0.531291,0.6166245
0.20043525,0.10154897,0.079318605,0.03380125,0.018440196,0.026174353,0.38149616,1.0,0.68461376,0.4910186,0.43838096,0.26250586
0.93460804,0.4714231,0.57433814,0.40895772,0.20135956,0.07171498,0.3096459,0.9136138,1.0,0.9368592,0.8824173,0.37907618
0.34669596,0.39495775,0.8095754,0.8769048,1.0,0.40550458,0.05138118,0.054051097,0.10762559,0.13249585,0.07792046,0.09666163
0.29038554,0.84073,1.0,0.6380335,0.46763375,0.14709952,0.013400707,0.013770337,0.037345033,0.043756414,0.01077658,0.050583117
0.8503574,1.0,0.6800693,0.25825548,0.120218866,0.030436113,0.018508343,0.24737272,0.38951287,0.3140128,0.25144047,0.38881552
0.07887316,0.026710588,0.008371875,0.0052359463,0.004531077,0.0038804314,0.030637953,0.7471575,1.0,0.5454654,0.27178115,0.11119761
0.040077172,0.032127455,0.022543915,0.01123583,0.0065802475,0.0054453528,0.030172419,0.67673916,1.0,0.69653165,0.42119974,0.10609274
0.32993054,0.32102153,0.25621068,0.13362087,0.08979837,0.05594275,0.08621038,0.48640653,0.9399433,0.9383725,1.0,0.43647012
0.10264057,0.140015,0.12382878,0.09068984,0.08495493,0.0803342,0.13758141,0.77883685,1.0,0.3456761,0.15588036,0.112883545
0.12801924,0.13145618,0.1374585,0.09386544,0.09909413,0.11110297,0.3035013,1.0,0.82726234,0.46898654,0.21644251,0.27572033
0.08685908,0.024626719,0.024698628,0.017580546,0.018661255,0.021493055,0.07561829,0.2920129,0.15709247,0.13348275,0.34428462,1.0
0.067767896,0.009631916,0.0075194165,0.002540303,0.0031242052,0.0051372005,0.024612455,0.07710197,0.03449145,0.02604051,0.31860077,1.0
0.06346858,0.013438291,0.01024074,0.0023201918,0.002752668,0.0033265792,0.015803907,0.046740122,0.021262527,0.03545747,0.39958468,1.0
0.0739081,0.011547238,0.0069648395,0.004872793,0.0070468346,0.006967703,0.029023817,0.10522042,0.3225159,0.8064127,1.0,0.7269588
0.27020943,0.03436695,0.008270348,0.012364407,0.04019381,0.050584678,0.23598252,0.5270154,0.8673776,1.0,0.5215276,0.31377918
0.5530248,0.096340895,0.054733068,0.08846015,0.23116978,0.21005979,0.58057135,0.9159792,1.0,0.6658194,0.49741995,0.7736665
0.27171716,0.028117945,0.033686034,0.030077454,0.037990212,0.028890776,0.050736167,0.094175115,0.15318134,0.17228472,0.34188527,1.0
0.23948452,0.0128426,0.012771334,0.008452225,0.0098153185,0.008314856,0.010732153,0.01960417,0.044695523,0.07375083,0.2821901,1.0
0.20414285,0.019045653,0.01453724,0.010867067,0.015772147,0.030143559,0.038532138,0.06775236,0.24074179,0.30780423,0.5096041,1.0
0.20527874,0.014435479,0.01606706,0.038097132,0.02865859,0.019931812,0.026372775,0.0378104,0.105887696,0.161654,0.4635248,1.0
0.2526458,0.021834848,0.12037382,0.39497918,0.21614705,0.05981235,0.036862824,0.046384167,0.09225143,0.17376554,0.4881511,1.0
0.2695543,0.010756286,0.03697576,0.13979901,0.20075506,0.10011156,0.014562114,0.012123831,0.031764146,0.07876545,0.4154571,1.0
0.18356407,0.016857719,0.011750431,0.030373234,0.12566201,0.11086215,0.017636158,0.010881264,0.017318819,0.060101606,0.6318124,1.0
0.3552459,0.24453671,0.14786835,0.14067404,0.26104593,0.25132352,0.13575853,0.14102864,0.15519217,0.22567126,0.9703881,1.0
0.06823411,0.07516867,0.053917058,0.07792437,0.08358258,0.057475146,0.041752104,0.12637325,1.0,0.48206988,0.07883001,0.08915328
0.012065912,0.012083907,0.010698207,0.011847928,0.011323419,0.0093490705,0.009492412,0.059514977,0.9654331,1.0,0.32765615,0.04618627
0.013368204,0.013555825,0.014007367,0.011274103,0.018853918,0.022244502,0.034646627,0.08568591,0.59584004,1.0,0.68711245,0.1335911
0.075504415,0.06858724,0.09361783,0.48637193,1.0,0.50067455,0.51383656,0.7387417,0.9318738,0.97070646,0.80367935,0.27247107
0.08580707,0.10105713,0.17129907,0.9484109,1.0,0.34408015,0.21029456,0.16926356,0.17412263,0.13259232,0.07721919,0.058079936
0.74456376,0.7234773,0.5915775,1.0,0.65826803,0.5510383,0.60087824,0.6018534,0.47334406,0.48719722,0.49542806,0.51442766
0.16135684,0.1506215,0.20414999,0.138105,0.11258169,0.10741186,0.17719422,0.3052684,0.5932425,1.0,0.8598278,0.40023094
0.09017139,0.13551229,0.2905361,0.20255554,0.11397361,0.13703948,0.71195245,0.77544206,0.6797252,1.0,0.69060963,0.23664351
0.010748134,0.018797008,0.02632217,0.01871718,0.009950779,0.01781339,0.35234907,1.0,0.5764265,0.041465614,0.0136983525,0.009859137
0.002950065,0.0034581695,0.0030008762,0.002782922,0.0025039967,0.0028751113,0.055823173,0.51557904,1.0,0.27109548,0.007753422,0.0021726731
0.0033706017,0.0039761886,0.0022591557,0.0019807168,0.0020647384,0.0025586882,0.009926383,0.13277534,1.0,0.84066415,0.045978434,0.0020339827
0.007736539,0.010083468,0.006648232,0.0059601585,0.0075076283,0.018023975,0.09265008,0.1691201,0.7022018,1.0,0.08203551,0.005709951
0.06254883,0.10128217,0.16279605,0.15562057,0.18745925,0.25169876,0.6970813,0.7227712,1.0,0.67178124,0.07466235,0.060271498
0.37466553,0.42868662,0.9342437,0.65551406,0.47748053,0.42383072,0.635679,0.578111,0.51157004,1.0,0.67432547,0.58050966
0.3815051,0.22555491,0.53153795,0.28344032,0.14450887,0.12822443,0.2095603,0.26113898,0.19477679,1.0,0.98367167,0.8231838
0.2821339,0.19726731,0.26596954,0.16089861,0.10143063,0.08665119,0.09871629,0.1462951,0.23786514,0.8514747,1.0,0.68942505
0.17989403,0.17560281,0.22846325,0.19573998,0.12772623,0.14362703,0.13415848,0.23040855,0.3862016,0.6073795,1.0,0.45815396
0.19733039,0.24298573,0.46873516,0.9180557,0.86812073,1.0,0.39610535,0.4020926,0.4702073,0.4971205,0.93948394,0.4298465
0.035964735,0.095452815,0.7588246,1.0,0.63460195,0.31477287,0.091407284,0.0462083,0.063241534,0.08772924,0.07280095,0.045395445
0.10050465,0.14989036,1.0,0.9069928,0.4670162,0.3116045,0.11461732,0.09565704,0.11041869,0.10433287,0.09899643,0.13719317
0.074453525,0.043465964,0.06828772,0.05654573,0.045625098,0.05675391,0.029427292,0.043678623,0.1789995,0.56642574,1.0,0.49378645
0.02469813,0.047821485,0.05879735,0.027291495,0.01804708,0.024463585,0.07710878,0.27255112,0.68565387,1.0,0.85797495,0.2608167
0.028100858,0.07889578,0.07958331,0.06535139,0.10652967,0.12759343,0.32392353,0.67565626,1.0,0.77674985,0.31212014,0.07937222
0.39663446,0.51788664,0.7172047,0.8516846,1.0,0.7114149,0.773166,0.7393453,0.7148629,0.45258665,0.34100744,0.46719143
0.5341893,0.53083116,0.41752085,0.38617805,0.2500352,0.18978462,0.4029235,0.5008326,0.73757106,1.0,0.93483967,0.65274316
0.09690265,0.09974455,0.08900017,0.09476779,0.07323565,0.05189559,0.0825824,0.10346279,0.26243094,1.0,0.6646317,0.16586553
0.05400746,0.10090756,0.10130473,0.07355667,0.04204586,0.04138714,0.057518654,0.04695989,0.09219415,1.0,0.5627474,0.050479446
0.0772055,0.13880216,0.15757899,0.14228234,0.08912908,0.1052169,0.10732949,0.062012024,0.09750865,1.0,0.5111966,0.10573282
0.1745027,0.18943416,0.37049145,0.488482,0.25193083,0.13084124,0.058724806,0.049571484,0.11625099,1.0,0.6211356,0.31325945
0.11901355,0.11003392,0.13895634,0.13603,0.06251292,0.033403233,0.017486304,0.033866618,0.11390906,1.0,0.45275056,0.1568521
0.04228513,0.029297512,0.022830155,0.015792932,0.011324597,0.011263472,0.013270603,0.046984356,0.23552871,1.0,0.7648876,0.29208365
0.014293309,0.0077370508,0.010678921,0.01058143,0.009859659,0.0131634595,0.043733094,0.22479421,0.59822106,1.0,0.581145,0.15389325
0.04290878,0.03259981,0.0511057,0.096590444,0.11639767,0.10797735,0.22040793,0.66203994,1.0,0.87995553,0.30219075,0.07773178
0.7147451,0.3773863,0.4112785,0.5464777,0.5339542,0.4320086,0.4883793,0.67425245,0.8101295,1.0,0.9570319,0.9167975
0.21991009,0.1601589,0.18280324,0.1379247,0.09236736,0.07162117,0.10487321,0.27514783,0.6706572,0.6127781,1.0,0.39893702
0.018028615,0.018777817,0.04320401,0.024795957,0.012778371,0.010622631,0.01734944,0.033807274,0.1209034,0.581651,1.0,0.28728718
0.014147188,0.015261166,0.02147853,0.01296657,0.00974939,0.0133272335,0.040157,0.08926837,0.28586197,1.0,0.88018394,0.26284802
0.02987244,0.034364205,0.044413604,0.041979015,0.032019008,0.03337187,0.09814379,0.18573551,0.39353725,0.87154704,1.0,0.42498475
0.054780584,0.07890711,0.12132915,0.10377109,0.08685103,0.057293966,0.059167128,0.09730017,0.12609112,0.3701616,1.0,0.67344147
0.1292123,0.45816022,0.47844908,0.2899741,0.31587374,0.24459152,0.18008707,0.28067833,0.3601592,0.6381148,1.0,0.5583578
0.3441577,0.6728883,0.48298335,0.20692816,0.20698422,0.19799256,0.24240781,0.4867189,0.76313794,1.0,0.9535737,0.594363
0.36210886,0.2749626,0.2777903,0.17401448,0.107950255,0.08227914,0.1312385,0.24586517,0.45416307,1.0,0.9153234,0.48959333
0.39703113,0.4193839,0.4127452,0.39164606,0.16957286,0.08183907,0.13037641,0.12478415,0.2764794,1.0,0.8924819,0.49346596
0.6552889,0.9064671,1.0,0.7497069,0.5505096,0.26451838,0.4009951,0.42395476,0.49043176,0.8333083,0.7930382,0.63571554
0.33666426,0.73284036,1.0,0.6422331,0.5503437,0.28252098,0.3107978,0.5329397,0.57011765,0.6340109,0.84940314,0.62991124
0.16920643,0.45569593,1.0,0.8626872,0.7684361,0.40666014,0.30540112,0.35452655,0.515724,0.3897093,0.35572332,0.26926067
0.10636857,0.5387018,1.0,0.4680557,0.37160975,0.22751644,0.19850041,0.1851624,0.28992802,0.1991733,0.14946617,0.11960918
0.32057244,0.968171,1.0,0.4594802,0.46946856,0.537601,0.46482128,0.3966338,0.7643486,0.64855576,0.43122867,0.34516397
0.38949826,0.6548086,0.7726622,0.7627429,0.69476527,0.7720104,0.7384531,0.61845034,0.8976629,1.0,0.773442,0.4069658
0.34942243,0.7086289,1.0,0.88344806,0.53444725,0.514356,0.597494,0.6956292,0.98389983,0.8400706,0.7728555,0.46725973
0.42064133,0.53319937,0.49254808,0.37323618,0.28640863,0.37103444,0.54276365,0.7353568,1.0,0.5697034,0.6167028,0.45468777
0.32034916,0.6873309,1.0,0.7874788,0.70516247,0.68652475,0.6825231,0.65030617,0.6824167,0.62891746,0.589685,0.38913056
0.13221948,0.9100037,1.0,0.413066,0.29595253,0.21905592,0.23474517,0.2282703,0.21616784,0.24458566,0.27152446,0.17685364
0.21682177,0.07773892,0.04871029,0.023932707,0.041764915,0.05351256,0.13001995,0.23076147,0.41988826,0.71044296,0.984535,1.0
0.43595368,0.0062424904,0.0009432927,0.0012257717,0.003406017,0.0056188125,0.015119312,0.030496834,0.071051545,0.15161063,0.3419107,1.0
0.49942973,0.006583463,0.0002926431,0.00032113705,0.0006703549,0.0011623288,0.0028376533,0.005979158,0.016615588,0.044065118,0.17591147,1.0
0.7592179,0.050367385,0.0007958642,0.0017691557,0.0022259422,0.00407104,0.008523763,0.016569605,0.033973824,0.0828013,0.2598749,1.0
0.92388827,0.06832149,0.0005318524,0.0007561419,0.0010211825,0.0018001215,0.0036698075,0.007310757,0.015751263,0.043771204,0.19635633,1.0
0.693933,0.055963114,0.0027892264,0.0018208254,0.0022257636,0.0030189925,0.004943294,0.00870141,0.014749614,0.037188433,0.24261338,1.0
1.0,0.17351475,0.003191859,0.0012268256,0.0015482095,0.0028484075,0.0058034253,0.011616604,0.021787414,0.05934707,0.23380728,0.73827434
0.88186324,0.13048714,0.0013218024,0.00054866687,0.00073702924,0.0013355396,0.0022890053,0.0040354137,0.008286119,0.04132719,0.3224008,1.0
0.62457335,0.03073494,0.0020055661,0.002870999,0.0043525286,0.00895361,0.015223123,0.026883185,0.050021574,0.12697779,0.3917933,1.0
0.54189646,0.018687949,0.00056896464,0.0007367348,0.0010996611,0.0023571544,0.0038381075,0.0070471107,0.0148852365,0.04992832,0.29952165,1.0
0.38734403,0.011248246,0.0017868545,0.0019285119,0.0020864054,0.0037215222,0.0058787316,0.01021249,0.020557286,0.06861951,0.4151205,1.0
0.34579453,0.0060229036,0.0021145071,0.0019286495,0.0023437322,0.004396478,0.00772087,0.014340439,0.030880084,0.0793845,0.3071491,1.0
