rolloff_0
5975.4638671875
6180.029296875
5878.564453125
5092.6025390625
4242.041015625
4220.5078125
4231.2744140625
5620.166015625
6653.759765625
6406.1279296875
5663.232421875
6459.9609375
7138.2568359375
6352.294921875
5630.9326171875
4941.8701171875
4134.375
4166.6748046875
5544.7998046875
6395.361328125
4726.5380859375
3951.3427734375
3940.576171875
5921.630859375
7127.490234375
6804.4921875
6718.359375
6276.9287109375
5555.56640625
4306.640625
4285.107421875
4274.3408203125
5038.76953125
5738.5986328125
5727.83203125
5598.6328125
5598.6328125
6879.8583984375
7127.490234375
6330.76171875
5383.30078125
4177.44140625
4048.2421875
5286.4013671875
6266.162109375
5684.765625
4392.7734375
3983.642578125
4026.708984375
5792.431640625
7062.890625
7159.7900390625
6815.2587890625
6018.5302734375
6729.1259765625
6739.892578125
6212.3291015625
5523.2666015625
4252.8076171875
4252.8076171875
5878.564453125
6675.29296875
6761.42578125
6869.091796875
7041.357421875
7030.5908203125
4844.970703125
4468.1396484375
4457.373046875
5684.765625
6276.9287109375
5383.30078125
4866.50390625
4069.775390625
4338.9404296875
5943.1640625
5275.634765625
4511.2060546875
4328.173828125
5049.5361328125
6287.6953125
6696.826171875
5943.1640625
5663.232421875
5318.701171875
5996.9970703125
6470.7275390625
6729.1259765625
5587.8662109375
5286.4013671875
6492.2607421875
6890.625
5986.23046875
4446.6064453125
4403.5400390625
5630.9326171875
6158.49609375
5717.0654296875
4425.0732421875
4371.240234375
5900.09765625
5910.8642578125
5275.634765625
5038.76953125
5943.1640625
6266.162109375
6524.560546875
6729.1259765625
6782.958984375
5727.83203125
5501.7333984375
5124.90234375
5770.8984375
6212.3291015625
6309.228515625
5760.1318359375
5006.4697265625
4435.83984375
5361.767578125
6104.6630859375
5404.833984375
4758.837890625
4328.173828125
5620.166015625
6158.49609375
5447.900390625
4715.771484375
4586.572265625
5684.765625
6072.36328125
5275.634765625
5351.0009765625
5684.765625
6190.7958984375
6739.892578125
6373.828125
4812.6708984375
4414.306640625
4543.505859375
6416.89453125
6481.494140625
5717.0654296875
5006.4697265625
4500.439453125
6040.0634765625
6083.1298828125
5189.501953125
4705.0048828125
5663.232421875
6158.49609375
6406.1279296875
5738.5986328125
4888.037109375
4349.70703125
5673.9990234375
5975.4638671875
6093.896484375
5953.9306640625
6072.36328125
6567.626953125
6104.6630859375
6363.0615234375
5458.6669921875
4618.8720703125
5415.6005859375
6061.5966796875
6438.427734375
5932.3974609375
5404.833984375
5017.236328125
6104.6630859375
6330.76171875
5824.7314453125
5060.302734375
5211.03515625
6050.830078125
6330.76171875
6772.1923828125
6793.7255859375
7009.0576171875
7052.1240234375
7245.9228515625
7278.22265625
7375.1220703125
7418.1884765625
7439.7216796875
7525.8544921875
7558.154296875
7493.5546875
7547.3876953125
7579.6875
7558.154296875
7375.1220703125
7472.021484375
7461.2548828125
6449.1943359375
5717.0654296875
5544.7998046875
5738.5986328125
6266.162109375
5996.9970703125
5652.4658203125
5652.4658203125
6147.7294921875
6233.8623046875
6621.4599609375
7009.0576171875
6750.6591796875
5878.564453125
5749.365234375
5867.7978515625
6201.5625
6524.560546875
7062.890625
7321.2890625
7019.82421875
5103.369140625
4995.703125
6449.1943359375
6761.42578125
6912.158203125
6642.9931640625
5544.7998046875
4963.4033203125
4705.0048828125
5964.697265625
6244.62890625
5200.2685546875
4694.23828125
5146.435546875
5910.8642578125
6212.3291015625
5577.099609375
5480.2001953125
6029.296875
6050.830078125
4543.505859375
4532.7392578125
4446.6064453125
5167.96875
5577.099609375
4565.0390625
4554.2724609375
4543.505859375
4403.5400390625
4532.7392578125
5803.1982421875
4565.0390625
4694.23828125
5426.3671875
6180.029296875
6621.4599609375
6869.091796875
6890.625
7019.82421875
7009.0576171875
6470.7275390625
4661.9384765625
4468.1396484375
5415.6005859375
5738.5986328125
5426.3671875
4672.705078125
5641.69921875
6158.49609375
5867.7978515625
5555.56640625
5652.4658203125
5867.7978515625
6373.828125
6642.9931640625
6879.8583984375
7062.890625
7116.7236328125
7019.82421875
7149.0234375
7149.0234375
7224.3896484375
6492.2607421875
6126.1962890625
5523.2666015625
5383.30078125
6330.76171875
6093.896484375
5372.5341796875
4780.37109375
6255.3955078125
6492.2607421875
6686.0595703125
6126.1962890625
5641.69921875
4855.7373046875
5480.2001953125
