bandwidth_0
2200.850288172407
2274.4318329035223
1619.179936091675
1308.3180458581162
1391.8669937029752
2116.1554243816245
2611.8294726160807
2424.931897563424
2531.3631867784047
2698.019844105098
2695.730167822952
2516.1145176086216
2274.4386536856778
2250.444579250236
2573.94337219581
2645.028974633455
2506.873603353927
2384.5846608476186
2286.186460099376
2428.1117109189586
2594.0956944888553
2536.7678958552196
2087.6113860445053
2052.030139843876
2220.769737951892
2378.9642667133207
2597.033037471283
2377.23605928578
1425.452083763861
1169.5716604357465
1242.8293393552635
1155.393923848729
1117.4628130797892
1181.957953353139
1115.612144174679
1305.4981355620362
1269.960783644591
1406.5203611008415
1666.0669662282246
1531.7970326012637
1744.0557481902676
2607.4615488295185
2707.779793414372
2543.57157140849
2594.4206806003335
2572.7168378596384
2301.8922473798925
2190.429769655757
2267.2576211714522
2348.4079535245146
2094.4846223521986
2176.763663513168
2307.2263580778713
2227.718443641896
2370.1055025562764
2182.4486193519965
2478.806231813674
2424.0287366393986
2442.4088599954734
2465.922860584882
2512.8017980279146
2492.4617022612974
2315.420989502538
2251.765065287448
2350.6418553302256
2204.9246014388614
1758.550361173553
1675.396212808801
1917.5394641715684
2016.198065813585
1907.8801031500602
2115.5206834097175
2348.5792024501684
1824.011150312606
1832.4855934963887
1979.775917019778
2078.7346017566115
1979.5496645048945
2217.4208509128084
2035.4372089277338
1812.9737713550057
1817.4630185839098
1789.323782381577
1868.4317732287493
2090.3109136232447
1962.0919267501001
1705.491997751003
1868.6213280294178
1743.6273139113077
1587.693326315823
1549.8668709766976
1518.7293065337303
1968.2756405868074
1939.4592073916542
1820.1939529468175
1821.1475058620606
1654.5657807586492
2002.5052709607533
2000.8225004596818
2061.614081348611
2279.192201807213
1890.0154328785693
1791.8239968256164
1649.637993260556
1923.1304346414718
2309.030590583401
1895.5984790677574
1710.7218279717029
1832.8918805808858
1804.3196965136838
1381.516278968075
1315.5978162662216
1371.3951296257346
1480.8379074920913
2061.1865701353386
2617.6808175606384
2509.4953610893194
2243.3916394473054
2100.4137159758816
1956.7442204082645
2056.520865095192
2208.5630616850863
2225.5723334906397
2031.5038581481388
1922.9549786858177
1777.323870418854
1995.9593840776708
2306.524097560491
2277.914640345688
2293.413258921995
2505.3392549153987
2171.7437583047645
1670.0312561268545
1607.6681000275742
1791.3383458473995
2116.825335213069
2282.9965514966157
1992.8727886498268
1871.1989715250422
1695.0022397799808
1449.9171239577333
1476.2553324667756
1613.0268874416643
1960.0925436175576
2380.3648625293386
2468.798617139641
2428.2763423997394
2409.8216426027498
2351.491812206821
2022.906074807298
2103.799764473932
1859.6437584834332
1490.6951515580106
1678.6457603506813
2140.0812477298946
2369.917653455172
2547.392232394569
2526.1145295692418
2372.770401418014
2141.438111525274
2253.1064873117034
2070.4198871422655
1692.786982332269
1975.4898691197882
2409.5329983443726
2349.5102011456697
2206.601405474351
1984.5392128146868
2016.179156777543
2149.7928661991664
2246.8494894971327
2491.537668417373
2550.251218679713
2778.9103531823966
2874.3184642491187
2705.4367623502444
2510.1080619837626
2467.1549334451383
2605.413581939169
2537.5105067305653
2665.746631548981
2712.4169322739945
2539.11147011435
2413.453269754107
1922.68551996395
1268.4564134140558
1251.6940112098132
1345.3707032410898
1224.8200833072935
1457.3142448989595
1338.7594669156224
1274.9064465043236
1383.4479298272238
1235.3084847601617
1473.623599710139
1472.6339204044068
1523.4892907983938
1693.994304449569
1494.7242270431348
1614.4970083228357
1833.5698664132847
1744.1000105999772
2028.3917270168913
2689.456872288289
2826.494949534024
2777.641066799825
2699.949090833897
2630.250613787104
2636.7164339580477
2406.4762443687177
2283.570443555012
2458.760019427389
2773.1090595541446
2748.578169765717
2702.908364795411
2693.900329938728
2707.723392952335
2602.800290583625
2301.653643037819
2051.2858941054733
2002.3718516797676
1889.8413498236328
1971.1608672863115
2146.5406705802884
2082.6904022330523
2213.7394998690593
2306.827868591822
2294.6789832216778
2585.2815677993813
2697.251949108303
2677.7632625435635
2611.907792956863
2587.8521327303624
2672.557677353831
2636.866897677345
2652.7998724632043
2552.795077257593
2486.8708164095674
2285.2046801881597
1707.6954081128008
1499.3130667539895
1424.105120446954
1146.8228531347195
1128.2415768845842
1304.032364417741
1203.9088588547895
1434.196380003856
1335.0606369099205
1195.6215922841384
1662.178873475382
2512.8034987221654
2379.0396668442004
2323.9009369370547
2257.6527721504394
2216.981858290646
2303.407818718804
2442.329822064075
2498.369915523218
2412.9723781169096
2537.563230270596
2685.325186518791
2604.4694157892286
2485.0145663552294
2419.0188874812907
2441.1101701924754
2473.8575350108
2584.824266727115
2574.488141429185
2242.243776290803
2040.4849375358554
2082.356900013343
2207.4491739029795
2361.3377829023475
2391.356085675143
