ccens_0,ccens_1,ccens_2,ccens_3,ccens_4,ccens_5,ccens_6,ccens_7,ccens_8,ccens_9,ccens_10,ccens_11
0.4141929114079097,0.4718611137354135,0.28916219427119216,0.37331964241893995,0.33271375914231716,0.23463564254767894,0.06633691750939047,0.14090192726037834,0.08275252857432677,0.17305865063657724,0.22261557528713558,0.32626331322958774
0.4198509129102497,0.4700700020479365,0.27741179976128433,0.37024913388901026,0.3299066908321242,0.2300030260136318,0.07251003177494952,0.1420681252330186,0.08435483331441493,0.17750127010555472,0.22907629899945578,0.33232275457511273
0.4252362688157171,0.46794536513390217,0.2654812729531823,0.36660448238609333,0.327244628550398,0.2256865929143575,0.07838332383173026,0.14280756266358696,0.08611120331443578,0.18223298580164884,0.23587584542290627,0.33837738205936696
0.4303123659575734,0.4655293455381521,0.253565131282502,0.36226760169882,0.3245828114037575,0.2216070658773451,0.08387965197784526,0.14308710475971714,0.08790040428701482,0.18719652263060446,0.24308314530005873,0.344599422150025
0.4351094730004757,0.46290927061152654,0.24198100921471524,0.3571212679108384,0.32187997716381556,0.21778069183491217,0.08903107905202332,0.1428712098269749,0.0897195644908471,0.19232957135322765,0.25053082770578733,0.3508910370790097
0.43965922816087294,0.46016517758253767,0.23098489702603636,0.35117971315439733,0.3191131894731482,0.21422629001625243,0.09386269881449237,0.142228752335736,0.09156747507366501,0.1975852154140209,0.25799926661871975,0.35708971167080933
0.44398492761857306,0.4573628163128111,0.2207859138823089,0.34454613045169746,0.31626619794468086,0.21096072100313312,0.09839218121768087,0.1413026795269745,0.09335496566746365,0.20283604301028993,0.2653100082833553,0.3630633136725312
0.4481044984427497,0.45455965688220984,0.21156258404882358,0.3373105388276845,0.3133290283804332,0.208000902266956,0.10271488668982007,0.1402107451831596,0.0950921545365469,0.2079754611568199,0.2723136827672689,0.36870156188247993
0.45198217722778183,0.4517586833335195,0.2034068134052776,0.32949696761416,0.310318535157532,0.2053788343345389,0.10691474367942534,0.1389816389094204,0.09679321882778502,0.21300662211773472,0.2789808886429294,0.3740157996189694
0.4554928091043227,0.44887168294827284,0.1962758807285165,0.3210974156307184,0.3072164254903184,0.20307485769788752,0.11099815093419983,0.1375817912170923,0.09840490067275076,0.21795977955901996,0.2855568287700044,0.3792220725070792
0.4584736813519041,0.4457699130038641,0.19007115736033314,0.312122185884598,0.303947429511162,0.2010079019455093,0.11489935114823327,0.13598908171172094,0.0998854079665144,0.22279576326395295,0.2923460132208975,0.38468093050899455
0.46083415821050727,0.44239924562979793,0.1848219317637171,0.3025943633421602,0.30045904963368036,0.19914184496201812,0.11860910330275945,0.1342312177845443,0.10125106853426838,0.22735803101997376,0.29948519346816993,0.39056139403958545
0.46257751056914365,0.4388071401698233,0.1806896862673348,0.2925821370716063,0.29667084764336016,0.19749629614463463,0.12217257181948486,0.13239230385995013,0.10257574798848419,0.2315430719992332,0.30683427441293987,0.39681706404273087
0.4637340369498392,0.4350735250768122,0.17784650624366494,0.2821851993943348,0.29246201060941723,0.19610643020671595,0.12563344676161348,0.13056244897446728,0.10386004175349776,0.23533512649692323,0.3141995721238372,0.4033496341964891
0.46437611237428444,0.43132282924431853,0.17647770332504162,0.271541906964358,0.28775411664105094,0.19502727594794203,0.1290397996622445,0.12877062132947123,0.10504086633444532,0.23866450558835514,0.32141793167114,0.40995246891600223
0.464589469963687,0.4276951022762245,0.17676747781803898,0.26080980239463475,0.2825611650463035,0.19439125068531923,0.13250903469724265,0.127051708433469,0.10606009455081707,0.24139747426054117,0.32826335645067994,0.4163618174102455
0.46444007526146164,0.4243858750591473,0.17888267524136214,0.2501477388335238,0.2769660351812409,0.1943189841535823,0.13614457694464352,0.12543696456763845,0.10685614441280684,0.24339249093907792,0.33449471209004306,0.4222966492621058
0.4639914750775868,0.4216596099599608,0.18297342842247266,0.23979934656915983,0.2710598315066772,0.19485377325584485,0.13996869818550414,0.1238873021612424,0.10736750286168226,0.24450897991443837,0.33986505649330817,0.42747009063595637
0.4633037545766165,0.41977407069553835,0.18916409615406798,0.2300917425497338,0.2649428596476796,0.1960305930053871,0.1439930792661291,0.12236480074039088,0.10753288782526278,0.24460867270428724,0.3441212199107265,0.43158787399021975
0.46244104190383684,0.41898252503753847,0.1974737116240038,0.22136538332970265,0.25873011393730705,0.1978755806470886,0.14821926543641964,0.12090587608042341,0.10729423544940071,0.24356352471531878,0.3470128310995714,0.43435823865205336
0.46138916590000784,0.41944513907915,0.2077271834940081,0.21389138432250915,0.2524738844722356,0.2003256760468044,0.15263353404211802,0.11961825161127895,0.10666814030812583,0.24147146909120307,0.34843500483183015,0.43556082244890315
0.46004971884742496,0.4212135957548073,0.2196833310954962,0.2078597130809749,0.24623243738083464,0.20322167011047446,0.15720286434737527,0.1185343242400369,0.10567523817245444,0.23844464671717092,0.34836178201172285,0.4351957180121022
0.4583307274161918,0.42423016549311904,0.23299758508764687,0.20333480431942483,0.2400445181256685,0.2063457680303268,0.16190447516161277,0.1175590981213075,0.10429026349948382,0.23451495698867186,0.3469234667469841,0.4334351514366745
0.4561946227784011,0.4283652016083973,0.24725494443582685,0.20033277778751832,0.23387394202308934,0.20944713148282135,0.16674592068199837,0.1165527861975372,0.10252549604575903,0.2298016313564125,0.344229660939389,0.43052675704629584
0.45358719207608744,0.4334976388748615,0.26209832676887446,0.19892497604248985,0.22778309251596807,0.21243591130202436,0.1717440795711213,0.1154593430059985,0.10041420529285427,0.22439823244578183,0.3402408888148965,0.42664891083066936
0.4504635074562463,0.43954591389284137,0.2772168383745474,0.1991398256553443,0.22197837016282532,0.21543939944811183,0.1769085035199482,0.11429661281433552,0.09785392031865531,0.21827244736409332,0.33487785367231454,0.42186002244403353
0.44681546764964764,0.4463500876471772,0.29229916992987104,0.20089883869194136,0.21659962024956325,0.2185221731269666,0.18217868844956636,0.1130903838827233,0.09475941688216646,0.211496663050004,0.3282615054978338,0.4161931550899767
0.4425394671297361,0.45361854959092235,0.306983881064056,0.20402392073878153,0.21171995178472378,0.22161861165597802,0.18743252454480164,0.11187661817801514,0.09121268691202643,0.20439590336832328,0.3208638417233513,0.4097385112136934
0.4375361285442224,0.4611085017672867,0.32098763381328305,0.20829457940865817,0.2074642700525245,0.22465722618317807,0.1926167388317754,0.11061564849218167,0.08737726308049219,0.19729665794998638,0.3130949434147547,0.40259516839691606
0.4318340784564044,0.4686788216022652,0.33409332475917813,0.21351534883230863,0.20392237248565928,0.22762216934560214,0.1977367432470196,0.10925997609253969,0.08341625756129036,0.1904347170985509,0.3052019889272324,0.3947742158488352
0.42549262963662254,0.47619866203506955,0.3461169756890377,0.2193995111339036,0.20116982563186975,0.23057734539662528,0.20280419086094514,0.10776806545019998,0.07942553312435194,0.1839713980069947,0.2973705002859421,0.3863883257830128
0.4185447844365891,0.4835014308277374,0.35693027694276047,0.22551757265307498,0.1992020507863462,0.2336022683904901,0.20777452353416428,0.10610982677424073,0.07543416712387584,0.17806779823595004,0.28987406676894023,0.37773373943649274
0.4110421806650343,0.4905083249374103,0.366446503034478,0.23144449391708824,0.19799566497577364,0.23670593022133674,0.21246761907385195,0.10433223327932098,0.07139910790431352,0.17293983198328794,0.2829034954954394,0.3691831860525439
