flatness_0
0.009378729
0.018300138
0.014056138
0.0026968846
0.0005277179
0.00036282765
0.001504759
0.00855116
0.025911614
0.04064223
0.034995105
0.058706693
0.012930177
0.0029146203
0.0076551875
0.002289977
0.0008531098
0.0014231328
0.010197614
0.022020357
0.0033329234
0.0009569175
0.0011990411
0.008180398
0.04567247
0.054620452
0.049285512
0.05178205
0.0067801536
0.0011944445
0.00049845304
0.005362316
0.028720831
0.0343587
0.033808097
0.027334701
0.039739292
0.0690496
0.11118468
0.02538963
0.0032067369
0.0007763899
0.0010340284
0.0064885723
0.018539796
0.009588816
0.0017177443
0.0005082658
0.0011393254
0.009054393
0.040873896
0.01963003
0.008112946
0.012338365
0.046847362
0.052569736
0.020477522
0.0033557366
0.000878314
0.0016206389
0.007543104
0.02295348
0.021036247
0.025993265
0.047187485
0.065837994
0.0067960485
0.0016654221
0.0020586427
0.013960853
0.04729772
0.0065957555
0.0016585164
0.00085902034
0.0023324897
0.016795162
0.0037279436
0.0008841345
0.0007597289
0.0032197526
0.012982603
0.05564239
0.013128572
0.0025074235
0.0009998013
0.0030981377
0.018223088
0.032922175
0.04242792
0.037489094
0.06330371
0.044203024
0.004918206
0.0013561593
0.0016671901
0.014848317
0.017922845
0.0026320932
0.0005565464
0.0011689437
0.010120454
0.017340295
0.002742692
0.00093884347
0.002152315
0.014006724
0.026026454
0.039051574
0.055873092
0.014465517
0.00293756
0.0010080069
0.0024259838
0.01442452
0.030568896
0.017637622
0.008775798
0.0054335096
0.014694864
0.036636457
0.00950968
0.0015239789
0.0005325936
0.0019014155
0.011924044
0.009765876
0.0017232348
0.00065206306
0.0021278348
0.012470807
0.011222883
0.009458869
0.02409445
0.06946691
0.07172679
0.015432765
0.0026903483
0.001888515
0.0074328943
0.02525807
0.043731213
0.009161296
0.0015341123
0.0006459839
0.0037246717
0.024166025
0.00479842
0.0010069323
0.0010258681
0.0065692547
0.01993443
0.01303469
0.0021538679
0.00068240927
0.0020795646
0.012201869
0.020137545
0.01634413
0.033707455
0.022233747
0.0069898847
0.010421908
0.004440544
0.0037148034
0.014085956
0.027296161
0.040359687
0.016467527
0.0028128217
0.001011384
0.0025986137
0.013824928
0.0075618997
0.0015211785
0.0007183745
0.0028453884
0.016819026
0.03452776
0.044004295
0.07073481
0.0928972
0.12572919
0.10643312
0.09940454
0.15508987
0.14408466
0.16197601
0.21016698
0.18752493
0.17193566
0.19052173
0.18504483
0.17416613
0.16373529
0.18361405
0.09217274
0.007976582
0.0019009858
0.0013974776
0.0058767213
0.031288102
0.004306176
0.00096994796
0.0012776211
0.006368681
0.016742423
0.06418105
0.081768595
0.013478653
0.0021901885
0.000967726
0.0045854924
0.014893346
0.045745723
0.066279344
0.018106043
0.0067826766
0.009803632
0.035310056
0.04777671
0.060735144
0.07552179
0.0064161136
0.0013171042
0.0007562618
0.0031953433
0.019241266
0.0066459975
0.0013308867
0.0008675567
0.003702963
0.020358048
0.00836797
0.013728557
0.047750663
0.0057992833
0.0023210924
0.003185215
0.0009985487
0.0014238937
0.0065004877
0.005009505
0.0062340028
0.0020836268
0.00069788797
0.0012777069
0.0062855743
0.00942811
0.00744302
0.018415306
0.045122366
0.0579885
0.096773125
0.08765414
0.07381896
0.08231629
0.0076112347
0.0015072416
0.0011242847
0.004080939
0.013527787
0.006025114
0.0020240613
0.0019096726
0.0072502387
0.024123782
0.009009498
0.014489705
0.03999577
0.049013507
0.06908732
0.0816401
0.103777915
0.09378532
0.08514077
0.13362671
0.11572862
0.07731544
0.061213437
0.0058584753
0.0011221401
0.0012059497
0.007235477
0.014819676
0.0021479868
0.0007558313
0.002393287
0.013172645
0.039369352
0.020714406
0.0024402372
0.0006561897
0.0013177382
0.008842143
0.009326088
0.007579434
0.01532571
0.03364275
0.03980777
0.033370156
0.0037387686
0.00088345533
0.001356032
0.008451984
0.028681366
0.006180166
0.0008259784
0.0002701757
0.0012243979
0.006026484
0.0027287484
0.007054953
0.022327432
0.02841009
0.03964713
0.06324299
0.09263623
0.09785855
0.12327564
0.09276926
0.065914154
0.005828155
0.0012225409
0.00080636446
0.0026353193
0.015292867
0.0031814857
0.0005443889
0.00038723645
0.002040323
0.014410345
0.0064353105
0.006351314
0.0077286377
0.025247602
0.035274692
0.06723991
0.07975306
0.057233848
0.046034083
0.083501086
0.011575051
0.0022952487
0.0006582941
0.0009793197
0.006854967
0.029146906
0.0053232717
0.0013625324
0.0016287009
0.008103015
0.008004064
0.010110634
0.012581793
0.0039707706
0.004440269
0.03358108
0.03191689
0.03143466
0.04994128
0.028251406
0.018928118
0.008631712
0.0012228824
0.0005940828
0.0018496366
0.0033622042
0.007360242
0.0024523379
0.0005946931
0.0009202086
0.0040026363
0.006045635
0.0058276053
0.007717541
0.0021526548
0.0011018523
0.0018050062
0.0034875525
0.01734457
0.0039490513
0.00092481024
0.00078580214
0.0032023
0.001792986
0.0027597358
0.0007591724
0.0005565228
0.00353083
0.0044058105
0.00562704
0.017005304
0.0026646715
0.0012709867
0.0034809052
0.014992519
0.027177786
0.031073593
0.052861717
0.00614019
0.0012723388
0.0009392428
0.008151229
0.009603565
0.0054724175
0.0015735923
0.0011948849
0.0028622535
0.0018337617
0.003658781
0.012059813
0.028279742
0.030657055
0.04414127
0.04640059
0.0037341046
0.0009255892
0.0017731055
