contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6
10.458652283100953,13.064573117130927,24.3389643220724,21.559072941740737,23.878543804834827,20.035241112728542,37.65076191432678
7.513126134120881,7.024534726989188,12.281872235642489,15.231232832269889,14.26742245827765,15.989947638260269,36.435824277536575
8.58337581584793,9.812178848712406,10.473431276713605,14.632593070805086,18.667769455918283,14.235563333444677,43.36794593860911
10.738559988879715,7.733462509104747,12.55994491424888,11.728489390230667,18.094367666084306,17.27133297003399,45.02975886710578
11.070745786595502,9.215999128547082,13.01995173242404,13.144281752365757,12.383392310651825,21.414883788352675,43.65113109345744
17.553660315826527,11.010283314684223,17.137614134887713,10.084344090302793,15.225816457135252,17.684582774361868,41.808769110340606
21.746090625420322,11.367535741979424,9.526175469633966,13.612688908723612,13.580628876259983,16.543262882394554,37.19110566858879
14.249956537231082,9.601342768112833,12.775742341048495,12.511105473182294,14.822018801813982,18.134951238743632,34.748714402706625
14.897278098076491,5.3093441572493205,16.518520163275507,12.0161822441605,14.41531540074918,18.50166219858757,31.36753236754766
14.271281781290092,8.5036834438678,16.52783846243895,14.312519377773377,13.326827705165613,16.55685221926101,29.337380099771778
15.528113720978915,15.07799735476948,10.529077674734905,12.487843695210584,13.863515986154322,15.976997859372553,30.627869095974603
14.511923655127372,7.886476693741933,12.363870004217578,10.385278991236047,12.429109412263019,11.147894945188233,33.576179143786135
15.88790164335036,5.785703640249096,10.824482495247338,13.84517186984079,16.379489154517504,16.350553799983764,32.83916782435116
15.677320267669236,10.708693125345206,21.343442757163064,13.661718488212104,16.47364476370378,18.308675604395233,27.651668652342096
16.108001695454096,11.269187803268943,12.977218817138047,11.452418925111477,16.72535816715861,18.9293539419528,27.632258087326207
16.772091228158125,16.573280933875694,12.999728617448996,13.418723467923435,14.222784567883753,11.20743367621772,30.546955954547016
20.699274308136847,10.975561561500392,12.520135423633782,14.54308015699662,15.271489432770348,13.445241213634153,31.953818448281904
16.815761988043334,8.904420744995553,11.71860403992294,11.64575239978873,13.368552027277946,16.728301599469724,27.981334661078357
19.847638613713116,8.163531324560509,12.220861115375499,13.800359734988835,14.836156445563896,19.20417194704493,26.87321669063068
17.03307623349997,9.540883292512062,12.275426253919937,12.32627519545107,14.514705693065594,23.100795158098812,29.654701267217085
22.238171065940698,14.469521661315104,18.089937775108737,21.050243284909207,16.76715961966496,20.63217743348033,29.763222462988388
21.473858297729954,6.0094387844452015,10.474317157135703,11.430434103547626,15.80417036016465,20.424887095062445,31.200905086073
24.94223715001378,11.629426667784912,11.802130694642964,11.871435000633811,14.021566378138214,19.863404147021292,31.135662391874632
18.229181030960852,7.011228510176821,12.282548628574267,10.978737909083284,14.911742899589866,19.478871954354275,28.95090849073565
21.490243064185968,6.283865673794731,14.522171244120877,15.5812497402664,13.454202842783717,18.297647779995433,28.154941767352362
20.57700615307681,14.048861375101396,13.989400866370953,12.083545098456492,11.444457134946198,17.81824493064147,27.323748567706275
27.085408278938193,10.952409711667098,12.533122611549942,11.690996814581641,14.782749992414093,16.787923491767458,28.322166515519484
19.116733853572327,11.871223302279269,12.688962609729098,14.662992506403187,18.1199095758352,14.009587932074684,36.631909866403056
17.581023691024207,15.514831761854055,13.56962773735843,11.479218793701792,12.944310365167597,18.78255142569468,44.327983050271804
23.146562246701997,6.253160851574686,10.587761716657461,14.594712482199306,13.698076356695182,21.310655680188834,48.497391651129966
16.748360597429468,6.636657663723188,10.233746018659389,14.572436939634173,12.11629401249513,18.869126469002914,50.47399221175067
13.990697615242476,9.553853853844544,10.70670727724112,12.74434174239406,14.440361394294186,23.03148669357572,46.42378960630054
21.39149833365495,5.338503768044575,10.879496560577465,12.530919406583344,21.274958411470553,20.92497153359639,49.02050080245057
14.114515211753623,15.772485028920258,12.595008798637426,13.437788235179578,18.314076040863593,23.301124588680327,47.56172987255371
15.416154402463237,8.26578538641657,10.980278998556145,12.543589242479747,13.2621919724156,21.623481070770662,45.99359137343513
20.17250715848405,7.443806478431313,8.710077617537829,11.953379013259363,16.14593766880973,20.16770281211406,44.40206998051603
12.919163998355454,11.335303986559197,10.12296045878299,10.576720088101183,15.265359493879044,19.586213571823375,47.74189358045656
19.893849227346646,10.815321727627142,9.810346910281758,12.802947105570428,20.865220828369512,16.504206003019977,47.28108974405428
17.628264355537123,7.512264392615572,9.73635422739454,10.298572254681991,14.355068239454365,19.71298079191763,45.18869421525785
24.375397169148986,8.075471113104461,12.4946329406363,11.632218458487973,15.617382549237753,18.549698770461617,46.416807524561314
15.371137481169306,14.612826752425308,9.083596720291398,9.961136632193881,17.342184170971887,17.512209553225723,44.71636795884134
30.771177477077515,10.408269470404269,11.740830354531827,14.827844149461361,14.94544940858278,16.124873771620514,40.28050258748524
13.796646571563063,11.310217602400442,10.41899052964207,14.694547686014499,18.324320856520387,18.53016338236591,34.447725111252936
15.177854598146386,7.071397339173224,22.736793864645946,10.821821385424323,16.494482841451568,17.166561831828787,30.19286046188445
20.63770783181708,8.552019281954646,15.269918894670003,18.79316842420178,13.944176675433022,15.50520879490714,29.409349445479375
17.11580146555853,9.468366465287248,12.830525697162741,13.676288166435016,13.72096427156091,21.416998279156786,28.412466360756227
19.684975491706158,13.791435204516567,10.031781579664777,11.762853083604439,12.541702483816117,22.58471549414784,29.431854175372642
14.687049403466274,8.03298482200647,11.481132928701157,14.878134434579794,15.466695444168206,21.892767243002986,27.768413671072558
18.531739230118866,13.04596115734796,9.098211810473572,16.631263575772483,16.38567706450784,17.377173724726855,26.44340743605826
15.289499855301859,9.06234299778761,11.663874134396496,15.326355525240922,14.687295366046186,15.17964071521244,35.14678629646877
18.7421809954582,8.640266828520916,19.29527872338737,15.754549001821442,15.938747234021612,13.822299116073747,39.09387007172731
16.778591752099437,20.739460764209706,8.51943779568347,10.236371860294149,14.856963268399742,14.762679868314555,40.732564771858684
22.235558795397843,7.780239684978417,11.098155028498379,11.232415276018962,14.227192294173813,17.40735211749252,38.321092664587184
17.701290544301692,10.29103096979195,9.386247830353211,10.60405381143805,15.580628978181313,21.038865968391345,32.759921590930986
19.876845759261993,11.96332209702129,13.765186447456353,13.195095651377343,13.311153984313831,16.77374926355737,36.91180837815085
18.71914086380144,8.532109028918725,11.457445482612933,10.641674285430412,13.650992822463934,13.721176424790746,40.935962782753045
15.993536454116851,11.746155020301295,8.386771534327533,12.934662703950206,20.266853411071583,16.080182143553355,42.90675554786701
11.757785365197874,6.849659147173124,9.685383489788109,14.084021782944568,17.75539688833805,16.633480615087876,38.59967750861891
21.3140684294456,9.167875521540196,10.679140229083908,17.02131409362484,18.481076279364913,21.63061810364682,39.99881567036489
14.194038489869522,12.951355730939985,11.530860822931222,14.009747015467351,17.3255179193285,19.360434211724147,39.55166920328479
15.338668340581563,18.116650235325295,12.19066530924705,12.433540915562023,17.799388503476173,14.61520224251376,37.30930420074614
19.403644652519777,10.54885297971997,13.760336459786348,12.16495583783847,16.164023793586107,16.118971784578648,38.36576848865312
21.21507246846584,10.560749768457312,14.490668944282282,14.900284969820175,19.227315920544708,21.20225259111388,38.608975690726076
17.510131743134245,6.130492094700244,12.489904040367245,14.739447667455686,18.993875946067234,27.18993117386019,39.455241895191506
20.288398299995983,6.44134339176961,13.6049902140572,10.754387934550246,21.301818189904164,26.421907501705203,37.4124309477154
16.806752536595084,15.66301135835912,11.542737371993212,11.935319575067835,15.462045739705324,19.116228486659114,29.758143375955594
13.479267846646227,11.026193344037747,9.661730911530215,11.747949346679178,17.365050403856362,24.124836821140036,27.03314360672747
15.90604815218826,7.007077661996824,13.474893472289887,11.722601571192772,18.75410614694863,27.139148447428187,26.630370633130028
31.52029957265442,6.587553065131763,14.442012003576002,10.949738647555654,21.603877650756225,24.81919035682006,26.925893314993104
20.39095294183813,10.551687224902754,17.142148551396424,13.430361007673266,19.968930139059704,22.96157610959189,27.364621627705024
19.124554385461636,9.844590946763212,14.28190390097026,16.370810104062873,17.717480846348064,22.88366077004701,27.77958557187048
16.010633928987364,6.885528670404106,15.341496830186273,17.39985738340428,18.72548527589243,21.72884093601546,29.561291112182744
14.03308775316821,9.529363631877354,14.48870733303412,12.322845759215912,12.794758487324561,22.889323702354396,29.346014259749843
19.091749510134854,15.76109804048368,9.436771978140484,12.16964121767566,21.247391195614497,22.035802780611387,32.17530200063147
18.406960140659173,6.417205420724951,9.358547741780981,18.342699663241426,20.83334741068982,21.41854743690552,30.665636447014325
21.283125126970205,10.691778810768536,15.469162775336425,11.543551008700657,16.859644189734098,18.037754506555125,27.20531907641535
15.351385576806074,7.66644166077549,14.485451401177242,12.620008133760809,16.33089882872466,18.90251218058439,28.75046730175204
16.87862446690609,10.945213092213248,13.067607336114612,13.188732261463478,21.781777168980707,25.30914730130535,24.818396950747776
20.26593201569462,7.351117987522576,13.630043101308576,14.823504018395807,17.087961659757873,23.592565367650952,26.733442506933294
17.801575971176447,13.09263998067555,12.884495674120782,12.590080975049762,17.86812179773151,20.01051664010251,28.851446048124757
19.885157766526426,10.374302057502911,9.335757618794782,10.11294052903724,19.137046926503462,21.242261478680145,27.515779216728045
21.074847199544596,11.148486379715854,10.095522196722307,14.45291663058397,20.362220069323683,22.700735323562238,28.526511851939855
14.682703680123593,8.742518930829574,11.663324041340303,12.22415379871564,23.443986723252653,23.805850698964797,27.261866866777225
16.271424320969153,10.009380948995247,12.18993283913815,16.432803005146077,19.69849328285416,23.887274385886162,28.27967258710857
22.391479333698676,19.91101516437046,12.6325333523846,11.081687504506816,16.00188638657671,22.219596345814026,27.48103900812307
15.125000463270938,9.246998828598555,16.057230545773493,12.040146132614773,18.419535396862354,20.47082621063803,44.08789464649319
21.43680398254752,8.485592168083908,13.41224578076847,12.687988036579048,25.57516160341916,20.32705198873151,46.11818335387662
21.424131068148476,8.399127299629232,11.142296113119153,12.232437376528125,21.631253675681723,16.360901714041052,46.468952196286565
13.885487025128324,13.129034922498573,11.278730493864412,14.4065699548455,16.898758898288442,17.436329841510485,46.904141364820475
17.502592838143496,8.507587768465186,11.388124898865948,14.842026346291611,17.035036515358094,16.498057035884884,47.94918684541589
17.53115986522834,9.42430270948911,9.428372258219582,13.065153153455357,17.92402486666091,18.71687593185258,46.403895509710416
27.04591148783937,12.651813896896623,12.399705811623296,14.844604303732211,18.8197936755452,15.668921786860578,46.37321357376686
18.547978111816455,10.53330099502227,19.40094813162448,15.450806133428479,20.241271411463636,15.707781289900282,45.16166528188069
18.417894487434204,8.361828804055017,12.835852884652882,12.222472137209216,20.24041226819337,17.009799658287086,47.56079830394201
18.796659989978814,5.320920094512175,12.090953713136283,13.605047978186303,18.304399655498926,16.49389019087702,46.09875950084134
18.4092455432163,10.555368684411057,12.672531545287718,9.237959406532188,13.702452602125188,15.993174705286387,47.38482995976824
22.785563278931743,14.5447978235138,10.395005882021566,16.297788688821058,15.82706992513394,16.545977954080076,50.38677625417543
21.140437336631642,8.896727871319454,11.666170617330303,14.42377588102034,14.232357849970935,17.398875963553607,44.74571091497541
20.252085469130094,10.48053800369812,13.152710095564808,11.112701856621172,14.804062627442242,18.328369649497994,42.00696218391716
33.28361171386577,12.879168774990173,10.39758814101109,12.815164373345464,20.07705135086959,17.72798866269142,41.66577356102018
27.096046456454424,9.672493912303324,8.074454838976582,14.113195085503474,19.894465585680376,22.430932049709014,38.60245263732353
18.03877388027642,12.865390318559676,13.827445547774824,13.114089278143334,18.687421655937733,24.70580704863615,33.293717932206924
19.51492521604021,9.826083462606588,10.686233312496483,10.50625024619133,23.868432384164368,23.75037851949058,31.704472728613695
15.4684071168184,9.293114976924707,12.490071901821642,12.387547677319342,22.98063888956903,23.952660423196384,28.313718957941795
19.75222551261061,11.044906111480838,12.560454968992362,14.237178039465249,19.988505385677584,21.605072503271483,28.877592083903977
15.653708253615779,9.279362172406817,14.187207086627641,13.456106289648023,17.119470691237893,22.638313351133498,27.729059833716942
14.25486009243129,12.53660997972058,12.92105547168644,13.116668340514124,20.258830502253993,21.831586961382083,28.532574307632252
23.78019408782697,6.040493521535325,12.698288718340553,14.882550560952462,19.90895427164631,21.811617468801536,29.35793745399758
17.706866357407563,10.375496204757834,26.024470248569386,11.948503952985455,17.08117350775114,20.32842462177765,27.988298434231346
17.77176614000474,11.654191726189953,14.635223982128355,15.321975546690885,16.175568933888506,20.58014520018181,30.44867302914356
14.905004407772337,15.838659155851827,9.33099644801308,11.78466521112418,15.21891963012667,21.70769566915196,28.553891645779004
15.467895680680154,8.968810278625108,9.41334959072901,13.435907276760283,22.333127250254016,21.479172681825183,26.791153207458756
21.251653387424682,18.126191804948554,14.706254520227237,11.299192381489364,27.228352546644732,25.61859876030855,26.063351719661846
23.59108903852461,8.849197611175414,15.92066746731242,16.437978394289978,26.364754693689676,25.35236508740469,29.007956891987522
15.429058336835803,7.852942948240791,16.049814674560583,17.314722111990974,19.27177048889964,18.272232777581582,31.070906639703296
15.985233258533503,12.320687804555504,16.591649267187766,17.624701875745316,15.894636625643457,15.261178824593365,34.99007631317802
13.414102708198982,9.7042112748703,13.616690773358503,16.532850146307254,21.009862460851558,16.458986868083706,37.12220611173613
16.333917327465066,7.701978860659354,13.280562642609693,15.586422028655962,21.299840291183727,24.163796847867353,38.691301015639176
16.29270135802153,10.122068952544254,15.512468057736816,13.29150410247031,19.121884285704624,26.75932785713874,38.924855030563435
15.24942529699572,9.519362076544903,9.9158289211632,13.415826263942858,21.95640422007815,27.85945195273447,36.00753491944505
14.13273692398614,8.091772859781836,10.222028361673939,11.109964547055217,19.513566756713253,24.539401114124516,39.785698775371095
17.737359009980864,12.779825977652123,8.115745677924302,10.423279481007537,23.868217266322972,19.78092003790707,41.58660767636668
19.49863087871239,5.304780916619897,12.947829911827105,12.194877658124316,21.59607212554523,17.9981055663092,41.68063024650742
21.225169042932915,9.029007009583621,10.869082800707599,11.678294130121543,17.674653445708664,13.778720702522614,44.94915981988408
21.214242734531553,8.072855537803887,8.046496788004365,10.192662885483045,16.453927175320278,16.37150798057916,45.26250511246742
15.835489372533173,7.172768431503009,8.999603522068082,10.0721433340331,14.135248189776853,14.99746168649661,44.92657184950124
16.66202760406928,12.647919332497093,9.530448415973986,12.597101485635523,15.216476390964996,14.15044064608729,46.06596884387571
