ccqt_0,ccqt_1,ccqt_2,ccqt_3,ccqt_4,ccqt_5,ccqt_6,ccqt_7,ccqt_8,ccqt_9,ccqt_10,ccqt_11
0.49127597,0.4864865,0.79295796,0.71922845,0.6964021,0.7046566,0.6341408,1.0,0.7532232,0.96074086,0.7370307,0.7998095
0.4474493,0.5191959,0.42758232,0.53413254,0.6753758,0.97050923,1.0,0.6998812,0.5730773,0.33708188,0.3307503,0.49853724
0.5055304,0.8301184,0.8970925,0.5282036,0.52807325,0.6299313,0.62736726,0.57524216,0.63407135,0.64685416,0.8395307,1.0
0.52561474,0.7266383,0.73891485,0.5368743,0.5396091,0.5032484,0.5452297,0.6409895,0.7123776,0.8704652,1.0,0.7321316
0.6744631,0.77080435,1.0,0.8066417,0.486554,0.52810353,0.7051485,0.7286728,0.7166939,0.7916282,0.8758055,0.86701906
0.5394478,0.52334464,1.0,0.63503957,0.62591815,0.74120057,0.5562416,0.55538636,0.9919476,0.906683,0.5901487,0.81755084
0.31379643,0.6901825,1.0,0.89245707,0.6267679,0.50746906,0.36245131,0.4530597,0.4185813,0.2721561,0.29680547,0.37680164
0.3044869,0.3433624,0.45630956,0.47577375,0.4539584,0.46368906,0.501676,0.50705326,0.9576371,1.0,0.57239175,0.41847995
0.32751346,0.37102705,0.507892,1.0,0.86478525,0.7976763,0.7018928,0.45400393,0.4962576,0.42359182,0.36416066,0.44035584
0.6649148,0.44135636,0.9082802,0.9560343,0.6562221,0.7012883,0.6376127,0.75853163,1.0,0.71784484,0.4144126,0.77881247
0.35795894,0.4278945,0.44178396,0.4331733,0.36128834,0.5481746,0.62992203,0.5008376,0.7736112,1.0,0.73457277,0.4932836
0.8960573,0.87943786,0.62275004,0.37331182,0.59916294,0.62209386,0.52751315,0.949905,1.0,0.5752595,0.73759574,0.87148505
0.13962278,0.13072117,0.13270338,0.16422768,0.14551936,0.12423802,0.13132074,0.5720285,1.0,0.5752639,0.20807658,0.1795463
0.29701537,0.36583677,0.40633246,0.42268834,0.39105892,0.8640403,1.0,0.5435164,0.53041565,0.48623875,0.34624347,0.28322345
0.42945677,0.38671148,0.46363875,0.91004634,1.0,0.5687498,0.6504913,0.8257353,0.84835535,0.73612416,0.4437329,0.47238314
0.37537208,0.8090899,0.8403445,1.0,0.7920779,0.4297935,0.31386855,0.27930212,0.27240822,0.3900103,0.36608395,0.22796963
0.15425684,0.15593153,0.14062813,0.20409459,0.21935597,0.1880346,0.6764433,1.0,0.47671452,0.09935145,0.105391584,0.10530432
0.539071,0.45352137,0.405825,0.7345194,1.0,0.5160874,0.43139434,0.4354206,0.57530075,0.4506895,0.4569591,0.5662998
0.39845824,0.41160893,0.38999757,0.5118601,0.6123933,0.548658,0.40349725,0.54845065,1.0,0.7731345,0.4351875,0.40759274
0.18574822,0.31571996,0.36230946,0.43411648,0.3541373,0.4280387,0.529965,1.0,0.96896785,0.59910554,0.32104453,0.22512665
0.42369968,0.4907783,0.5933942,0.63788646,0.54489106,0.5302932,0.7563007,1.0,0.68373644,0.49373025,0.486114,0.4685233
0.46995804,0.56694746,0.69340044,0.78563684,1.0,0.6860085,0.6469515,0.80483836,0.85105675,0.53810495,0.57307893,0.59549063
0.35661447,0.3243993,0.27191105,0.41614702,0.48325208,0.39035362,0.45838022,0.43841842,0.8455106,1.0,0.9554227,0.51399046
0.24304521,0.39638525,0.43097988,0.4202912,0.6028599,1.0,0.79981494,0.5208791,0.71706635,0.5001697,0.3925999,0.34533393
0.36068445,0.7728994,0.72950035,0.66553074,0.37080005,1.0,0.99914795,0.47067425,0.3302374,0.46544343,0.45781675,0.30803937
0.4313932,1.0,0.9412965,0.52568275,0.2739965,0.4183626,0.6325631,0.5343843,0.2872751,0.4127752,0.51387274,0.48020145
0.44171265,0.7302812,0.5652664,0.33049893,0.21217227,0.24871467,0.33512747,0.5380903,1.0,0.70559937,0.22983834,0.3674918
0.6044513,0.6904359,0.7735084,0.917302,0.8589211,0.7996052,0.91898954,0.5792604,0.92211795,0.9637428,1.0,0.7891274
0.577688,0.4840283,0.49440768,0.45800978,0.39359134,0.5583239,0.62581694,0.92122734,1.0,0.79965866,0.6386571,0.6952903
0.23083454,0.31255713,0.32255214,0.20246509,0.25379,0.28159332,1.0,0.9957858,0.4585552,0.24433593,0.20589006,0.24334538
0.3281186,0.4116987,0.4489871,0.37382507,0.36886358,0.78297526,1.0,0.9154197,0.51648796,0.31269893,0.2693747,0.28253943
0.33514002,0.37693152,0.48165682,0.51207656,0.42755866,0.41623202,0.4604223,0.6818962,0.65248376,1.0,0.7076176,0.4371673
0.3649267,0.34644243,0.46882346,0.445007,0.41301826,0.5518688,0.8221157,1.0,0.6782322,0.42241108,0.48515356,0.5702691
0.6137131,0.95932835,0.9457809,1.0,0.9647124,0.7437242,0.49583414,0.61589503,0.5411559,0.5464011,0.8257147,0.9632872
0.6596483,0.46512172,0.48232228,0.7088269,0.65317726,0.42318836,0.7952404,0.90440893,0.881266,0.66956246,0.85516894,1.0
0.17359811,0.14897612,0.21315601,0.20403227,0.17286244,0.62954307,1.0,0.69135255,0.29854742,0.15627882,0.2670608,0.30984026
0.37873274,0.33149174,0.36164546,0.37095252,0.37361938,0.48987776,0.7555461,0.78855425,1.0,0.88326955,0.71279275,0.92304
0.19777395,0.36807284,0.34246278,0.21137717,0.28610048,0.628384,1.0,0.76665604,0.24898224,0.26912567,0.22369695,0.30870226
0.6943127,0.6103061,0.62138534,0.52709395,0.3712865,0.6122077,0.69802517,0.53568107,0.476777,0.3878401,0.6449721,1.0
0.65688485,0.7625843,0.71161324,0.4228397,0.2721514,0.4360446,0.6381828,0.62558764,0.6945634,0.74121183,0.9358499,1.0
0.9028135,1.0,0.7088045,0.6841702,0.411427,0.3205703,0.35183498,0.39758226,0.52773565,0.6843423,0.6185057,0.5128125
0.28779802,0.32513428,0.333981,0.4426349,0.36589685,0.24838887,0.36406127,0.7194224,1.0,0.90931606,0.48778266,0.26116398
0.27698776,0.31104755,0.21466415,0.21297635,0.1960364,0.21013778,0.17499515,0.57443905,0.80172276,1.0,0.49474972,0.21602198
0.26860008,0.3426852,0.30160692,0.21600333,0.20992148,0.32811248,0.5258548,0.8865955,1.0,0.4534674,0.21099336,0.24033903
0.4717492,0.74135554,1.0,0.58565104,0.4364494,0.49147218,0.63042545,0.52766055,0.3679571,0.31956002,0.42549008,0.5062421
0.64405537,0.9335813,1.0,0.86246127,0.6319169,0.55705065,0.5137067,0.5062407,0.35792252,0.571747,0.60107154,0.5829801
0.68275946,0.61847055,0.8386974,1.0,0.82260185,0.7440595,0.87827945,0.8483094,0.5997831,0.41421643,0.49449292,0.92211986
0.38762188,0.43202004,0.5418498,0.4598485,0.538559,0.64200443,0.7070612,0.6235348,0.66843307,0.7975644,0.5701446,1.0
0.70747226,0.50025135,0.57867193,0.7960583,0.5576052,0.51655024,0.75660723,0.916737,1.0,0.886441,0.7434126,0.9454109
0.48083675,0.32613197,0.46798155,0.5796804,0.44688907,0.43320942,0.7352108,0.86245215,0.8067571,1.0,0.69222325,0.75837266
0.21437314,0.30952805,0.20774077,0.3500347,0.356286,0.1648084,1.0,0.9744202,0.27247977,0.30610818,0.30647093,0.49413955
0.29048893,0.26825804,0.3045181,0.32130158,0.3135714,0.3855194,0.8538953,1.0,0.56596965,0.35392702,0.25797164,0.30402967
0.1405387,0.18473697,0.13556643,0.14594918,0.217357,0.17144212,0.2969256,0.58101386,1.0,0.5834456,0.2676855,0.22980054
0.6678107,1.0,0.6206098,0.29112673,0.37143806,0.38124657,0.4894766,0.61393845,0.47305533,0.41664,0.30923286,0.35784537
0.67628473,0.7290521,0.67367166,0.66020274,0.623389,0.59984213,0.72051805,0.8853239,0.77836204,0.761204,0.7786569,1.0
0.33421084,0.33165464,0.27369195,0.34326985,0.5507784,0.5549788,0.8349342,0.8285399,0.52333426,0.557404,0.6045137,1.0
0.24357884,0.2212933,0.2228986,0.22211021,0.2447637,0.4179675,1.0,0.85038406,0.3560276,0.2589502,0.29949433,0.22401406
0.53105193,0.3192413,0.22290568,0.36899734,0.40941623,0.5722725,0.6902214,0.57142514,0.5683162,0.6966421,0.64831287,1.0
0.4339284,0.52745146,0.636887,0.4748193,0.46399242,0.7366612,1.0,0.7152483,0.62124157,0.48047307,0.52375966,0.7081732
0.6193033,0.32268444,0.45658726,0.29776704,0.54881984,0.6517515,0.71648794,1.0,0.9179938,0.6719639,0.6007454,0.8127352
0.17736882,0.112047285,0.09032469,0.18692401,0.20493574,0.21007517,0.19013447,0.22794755,0.15717477,0.19835964,0.36318916,1.0
0.096829645,0.09079359,0.1084176,0.08103483,0.12183879,0.178626,0.29222208,0.9272609,1.0,0.3878448,0.21237113,0.14984116
0.2903009,0.39383468,0.39217848,0.40399003,0.5606321,0.5390054,0.5481165,1.0,0.97896427,0.8080789,0.8564365,0.96644825
0.4006559,0.55980694,0.43977445,0.46160007,0.57374346,0.5397842,0.4378351,0.8790307,1.0,0.86504465,0.5507647,0.42648554
0.2576671,0.3496997,0.39238098,0.34633946,0.47205335,0.47477728,0.65819854,1.0,0.7425953,0.39711067,0.4845963,0.2286951
0.33234093,0.546801,0.41121802,0.49646637,0.47474897,0.7178517,1.0,0.7464792,0.70662606,0.53544176,0.36805356,0.42966595
0.31549722,0.4041057,0.3567421,0.38396478,0.36089128,0.42967775,1.0,0.9444665,0.46039987,0.39611673,0.5777652,0.6462001
0.14454743,0.13864525,0.17034633,0.15292202,0.16486773,0.2620339,0.47122556,0.44752333,0.28305987,0.33534464,1.0,0.8990319
0.24992563,0.2790238,0.2042898,0.18801884,0.17052995,0.21852002,0.44616562,0.4149579,0.23431855,0.37225905,1.0,0.9299948
0.13899718,0.13947083,0.14251196,0.119692184,0.10896542,0.1781516,0.26518878,0.24627224,0.12607099,0.62936157,1.0,0.5002251
0.08786399,0.102906786,0.09030447,0.10735024,0.11153656,0.080441795,0.34496915,1.0,0.80378574,0.28096578,0.15599738,0.15596886
0.24148238,0.27662998,0.5556095,1.0,0.81253475,0.6520985,0.63252056,0.6768058,0.48989895,0.4782533,0.68125874,0.5272911
0.7750256,0.956392,0.71403277,1.0,0.5345414,0.5348356,0.5170123,0.7315644,0.6688217,0.5721784,0.700593,0.7525813
0.49003744,0.59206206,1.0,0.96291614,0.524932,0.40137234,0.56913066,0.6874507,0.87957066,0.68662995,0.60146457,0.7287475
0.6005807,0.67210597,0.6934011,0.6609784,0.78262204,0.80654323,0.72813004,0.77493215,0.9297127,1.0,0.867214,0.8115843
0.38857594,0.45995715,0.84216934,0.8387744,0.7323579,0.7104022,0.7905185,1.0,0.7802871,0.6230701,0.7363071,0.84069824
0.22782014,0.3071375,1.0,0.98872167,0.449629,0.28795657,0.32472587,0.3221051,0.35425442,0.31759965,0.42485458,0.47992572
0.15804316,0.2156006,0.41779807,0.91704345,1.0,0.52192914,0.25840062,0.21193546,0.19677453,0.19844112,0.25827903,0.18900895
0.3747772,0.45822787,0.627254,0.86772496,1.0,0.79191804,0.522906,0.5568291,0.68854064,0.694468,0.59734267,0.48850352
0.5694216,0.42509302,0.73996764,0.65710807,0.88955885,1.0,0.7190574,0.5694754,0.6147627,0.50665146,0.8176451,0.8555216
0.55045354,0.41709596,0.6630528,0.89220756,0.97969985,0.7336679,0.7000139,0.6280272,0.65743244,0.5395967,0.84937966,1.0
0.14744267,0.11518828,0.159442,0.17048272,0.17722811,0.17218158,0.22474647,0.8522468,1.0,0.40520862,0.22051787,0.24259171
0.15232673,0.16731629,0.24561837,0.22019334,0.24233203,0.28741044,0.27168864,0.21476553,0.41243467,0.5832943,1.0,0.7390201
0.46801353,0.5387371,0.62426424,0.4738087,0.89492494,0.9517739,0.43552986,1.0,0.8480696,0.57933325,0.4763189,0.54391825
0.4594792,0.5596532,1.0,0.8763534,0.5179399,0.43707496,0.48287106,0.56767863,0.5747228,0.5333765,0.5378334,0.43008032
0.5302026,0.57146287,0.5869552,0.6119615,0.45783952,0.56582505,0.9364748,0.83618575,0.4657725,0.62777543,0.63853747,1.0
0.49945208,0.538754,0.5291549,0.64918983,0.66945875,0.6115031,0.63110983,0.7666891,0.7778947,1.0,0.9209584,0.86342746
0.34249812,0.5343031,0.861661,1.0,0.8027357,0.7607629,0.7249613,0.7986349,0.8230818,0.694448,0.8190931,0.50093645
0.24391769,0.25390777,0.31146488,0.24778967,0.25711977,0.7903741,1.0,0.47913277,0.27314836,0.19409816,0.2451587,0.2590282
0.04719146,0.058641035,0.06594765,0.10878114,0.09176714,0.0840884,0.43464634,1.0,0.69818115,0.17890623,0.09398875,0.046835415
0.11631897,0.11614307,0.11662009,0.12361354,0.14230528,0.094438955,0.23871304,0.4125124,1.0,0.8185212,0.25117323,0.13369018
0.09692683,0.075787306,0.076252796,0.10315726,0.1435589,0.14500327,0.1604547,0.694376,1.0,0.5857946,0.17324403,0.12597595
0.3248635,0.4158184,0.408186,0.37670988,0.84357345,1.0,0.64269406,0.686844,0.8255349,0.49601322,0.48834434,0.43466938
0.64829344,0.86133564,0.47910476,0.6166197,0.5441065,0.78729624,0.88304865,0.94863373,1.0,0.91199076,0.887782,0.8952593
0.2936986,0.6287901,1.0,0.83386254,0.4203226,0.40764633,0.5300555,0.40200204,0.36088207,0.5718868,0.6224828,0.52979285
0.37309667,0.6345385,0.7770174,0.70083493,0.5693794,0.39457512,0.5734312,0.47853664,0.7673886,0.92875385,1.0,0.8100874
0.6132799,0.41019735,0.5589332,0.6231802,0.5967077,0.52590877,0.6016556,0.8293647,1.0,0.84861195,0.59260577,0.611894
0.87141573,0.85526246,0.8264688,0.93650544,0.81926906,0.78203213,1.0,0.8673587,0.62516004,0.88733876,0.9646442,0.8361003
0.54340076,0.497034,0.74885845,0.9097335,0.72604245,0.9039415,1.0,0.6936999,0.64516634,0.7903821,0.98913026,0.74748975
0.4362064,0.5069047,0.56132835,0.57678115,0.6259418,1.0,0.6785783,0.82468534,0.7025752,0.7531299,0.8802851,0.6930933
0.48724514,0.30964738,0.4521227,0.3954223,0.35332575,0.3121638,0.354032,0.39171225,0.48621836,0.6539589,0.9854273,1.0
0.14960535,0.22854206,0.3183599,0.21182933,0.12750852,0.13771543,0.17561701,0.16632329,0.68130565,1.0,0.5501368,0.14850484
0.75643325,0.9348329,0.5906953,0.3380757,0.67882067,1.0,0.76947135,0.93165386,0.9506151,0.58397293,0.47101048,0.42482966
0.48185292,0.39196214,0.5245693,0.48199552,0.65766585,0.74066454,1.0,0.9938371,0.70353293,0.6074956,0.7929278,0.62856865
0.39668876,0.3133742,0.42332256,0.4289469,0.34320968,0.49709323,0.79682046,0.8435023,1.0,0.7576692,0.6190687,0.5557733
0.42291084,0.4356073,0.5188167,0.4873978,0.53705454,0.5173199,0.5437916,0.69325477,1.0,0.7370582,0.6101139,0.6170532
0.41573924,0.5226879,0.87169176,0.9226476,1.0,0.67611915,0.58323354,0.5769697,0.6702756,0.9304222,0.7882344,0.4817633
0.38368368,0.59009033,0.8175989,0.7753882,1.0,0.89456373,0.80697036,0.6757685,0.6219561,0.48915634,0.57429576,0.6723885
0.36544394,0.3715883,0.6679858,0.69339746,0.5488039,0.6057451,0.5203386,0.50952035,0.32176307,0.6745016,1.0,0.7010027
0.4074023,0.46737403,0.4268041,0.2867181,0.4358593,0.44083533,0.569021,0.55656517,0.7777685,1.0,0.5449351,0.6085923
0.36806706,0.44140133,0.3095914,0.39287642,0.5445716,0.62419754,0.7110375,0.7040176,0.7882121,1.0,0.6737346,0.57042354
0.10777745,0.08502212,0.12914762,0.16929649,0.15915024,0.15051617,0.08738886,0.4351798,1.0,0.67479444,0.16488412,0.18308187
0.37133452,0.4495278,0.43928716,0.51963514,1.0,0.9074684,0.65100646,0.6105244,0.55337775,0.75046605,0.49581486,0.35944325
0.49602723,0.52202517,0.81757134,0.7491183,0.78405505,0.78157336,0.8132916,0.8291571,0.8630643,1.0,0.9143018,0.54407364
0.62046915,0.75339884,0.80756146,0.72184104,0.55222946,0.71966785,1.0,0.7766154,0.35210174,0.6212986,0.9666603,0.62457865
0.24977861,0.45701438,0.56003815,0.4808235,0.4778155,0.47368157,0.35387182,0.30942833,0.44918814,1.0,0.9472778,0.49251023
0.68823147,0.54892,0.5220157,0.43578923,0.47803384,0.630594,0.61456746,0.64770496,0.39065906,0.5475756,1.0,0.72892624
0.330963,0.27274993,0.4282764,0.45480514,0.29023358,0.3018404,0.19543213,0.25016662,0.4351755,0.77410847,1.0,0.5129468
0.31881794,0.32105914,0.43997076,0.4109881,0.33169052,0.37099257,0.3219049,0.38593653,0.48983553,0.6636677,1.0,0.63321584
0.37686354,0.6929481,1.0,0.66320103,0.37349242,0.63882285,0.85053813,0.9376197,0.7657135,0.77339756,0.97214067,0.58127916
0.75769526,0.85951567,0.6807734,0.7203209,0.6850595,0.6147861,0.54517233,0.6236703,0.7364689,0.7940564,1.0,0.7802277
0.7720661,0.92929476,1.0,0.7761097,0.48937643,0.61729825,0.68549085,0.8637508,0.9362012,0.76521176,0.97215754,0.93765277
0.46793827,0.55484354,1.0,0.78695995,0.47389963,0.5626575,0.67758656,0.61236185,0.71787083,0.61159706,0.5655106,0.57236844
0.53845537,0.7169054,1.0,0.6513397,0.5437934,0.67378217,0.779859,0.9391405,0.81720114,0.75569826,0.6336011,0.53448874
0.6346205,0.71862626,0.7319095,0.8207976,0.77646405,0.86577713,0.81316274,1.0,0.9945847,0.96029687,0.85355914,0.5761331
0.36939323,0.6643598,0.7579658,0.5782971,0.53909385,0.4703149,0.5569666,1.0,0.6956608,0.5861542,0.65323603,0.40017524
0.73217845,1.0,0.6917778,0.5299252,0.63337517,0.5677997,0.53628486,0.79888654,0.6783521,0.47177595,0.44491127,0.4943115
0.7501919,0.97347456,0.977153,0.6408641,0.6307698,1.0,0.8077177,0.8315975,0.85082436,0.6123846,0.71174943,0.5154213
0.5179195,0.7168906,1.0,0.9795634,0.8682601,0.78255546,0.84386307,0.8340181,0.6147575,0.6905048,0.6014409,0.7517176
0.44606525,0.7551862,0.7354223,0.67149794,0.78526354,1.0,0.8989725,0.8008056,0.8309618,0.743953,0.59610665,0.5206591
0.4602185,0.5087625,0.42872918,0.4460197,0.4905605,0.6956915,0.7526565,1.0,0.7654965,0.6331165,0.46476194,0.6005668
0.4734985,0.31664014,0.60498726,0.7086022,0.64337647,1.0,0.83459073,0.8499927,0.8425514,0.8620487,0.641158,0.5067575
0.524274,1.0,0.9145962,0.64905936,0.572136,0.6687178,0.873285,0.7805993,0.58404374,0.8207932,0.941022,0.73177445
0.97406715,1.0,0.5716622,0.65742785,0.7939354,0.6570654,0.8796731,0.9931456,0.6916523,0.6662026,0.5958214,0.6366663
0.6817405,0.53394747,0.36999667,0.538387,0.6269188,0.5740473,0.95705515,1.0,0.72402847,0.73415786,0.636008,0.6570729
0.8676342,1.0,0.8038474,0.96082824,0.9157428,0.74417865,0.8673673,0.73110354,0.6116856,0.55093575,0.62798214,0.66383976
0.3955222,0.48378497,0.6017455,0.5118625,0.75937897,0.9302825,0.87088865,0.93250865,0.8962109,1.0,0.8563827,0.48739594
0.80413944,0.8691029,0.86333895,0.8446397,0.9831233,0.93745124,0.79015595,1.0,0.74750155,0.56628597,0.7378458,0.8156332
0.34928846,0.38299176,0.56487596,0.7767742,1.0,0.8764834,0.4789909,0.37250304,0.4277994,0.49159116,0.30953604,0.28844777
0.8062921,1.0,0.72174805,0.42059615,0.5256973,0.61899626,0.74026895,0.5642354,0.6602148,0.80999553,0.6526952,0.42491105
0.80448925,1.0,0.79961336,0.85495764,0.79872495,0.87322456,0.94186175,0.79841566,0.7241092,0.6985796,0.84338176,0.7188431
0.6387466,0.72389495,0.72859824,0.87599236,0.71554965,0.6806123,0.9042035,1.0,0.90017915,0.7914856,0.59589815,0.6324666
0.7926866,0.93855923,1.0,0.85271376,0.83951014,0.7084604,0.67411286,0.70396495,0.86194295,0.81775916,0.68158215,0.7457824
0.65648305,0.7039598,0.7006729,0.5193893,0.76405114,0.97138727,0.7864746,0.7120083,0.69730973,1.0,0.6923347,0.59738606
0.4865557,0.44896305,0.32877108,0.55950546,0.69125855,0.6952009,0.605758,0.6228522,1.0,0.9810051,0.78541285,0.7743195
0.37369248,0.27504113,0.20837191,0.31837732,0.30374923,0.3274234,0.32747743,0.3186203,0.6198261,1.0,0.957959,0.71376276
0.4647279,0.4987914,0.42245263,0.38283485,0.2609199,0.55197513,0.62514466,0.72933036,1.0,0.83152294,0.71116936,0.5212813
