rolloff_0
8021.1181640625
7827.3193359375
7611.9873046875
7611.9873046875
7558.154296875
7515.087890625
7493.5546875
7149.0234375
7235.15625
7364.35546875
7202.8564453125
7170.556640625
6696.826171875
5953.9306640625
6782.958984375
7601.220703125
7504.3212890625
6438.427734375
5846.2646484375
7095.1904296875
7482.7880859375
7418.1884765625
5426.3671875
5340.234375
5684.765625
6330.76171875
7041.357421875
7364.35546875
7741.1865234375
7762.7197265625
7827.3193359375
8182.6171875
8171.8505859375
7999.5849609375
7870.3857421875
7924.21875
8118.017578125
8128.7841796875
8290.283203125
8268.75
8171.8505859375
8096.484375
7795.01953125
7493.5546875
7149.0234375
7073.6572265625
6341.5283203125
5307.9345703125
5490.966796875
7687.353515625
8096.484375
8074.951171875
7838.0859375
6976.7578125
7687.353515625
8085.7177734375
8128.7841796875
7838.0859375
7816.552734375
7676.5869140625
7741.1865234375
7590.4541015625
7482.7880859375
7536.62109375
7439.7216796875
5964.697265625
3660.64453125
3423.779296875
3929.8095703125
4155.908203125
3671.4111328125
4371.240234375
6050.830078125
5124.90234375
5103.369140625
4941.8701171875
5211.03515625
4737.3046875
5770.8984375
4737.3046875
4220.5078125
4263.57421875
4285.107421875
4263.57421875
5749.365234375
7773.486328125
7848.8525390625
7956.5185546875
8247.216796875
8236.4501953125
8161.083984375
8139.55078125
7999.5849609375
8161.083984375
8096.484375
8139.55078125
8128.7841796875
8021.1181640625
7568.9208984375
7525.8544921875
7375.1220703125
5512.5
4683.4716796875
4155.908203125
4920.3369140625
6169.2626953125
4672.705078125
4715.771484375
5135.6689453125
5394.0673828125
5254.1015625
4941.8701171875
4274.3408203125
4554.2724609375
5598.6328125
6987.5244140625
6976.7578125
6890.625
6772.1923828125
6589.16015625
7644.287109375
7956.5185546875
7902.685546875
7859.619140625
7870.3857421875
7795.01953125
7827.3193359375
7838.0859375
7870.3857421875
7827.3193359375
7676.5869140625
6696.826171875
5480.2001953125
5243.3349609375
5447.900390625
5889.3310546875
6319.9951171875
6072.36328125
5824.7314453125
5146.435546875
4489.6728515625
4543.505859375
4974.169921875
6072.36328125
7353.5888671875
7741.1865234375
7741.1865234375
7655.0537109375
7450.48828125
6298.4619140625
5717.0654296875
5394.0673828125
4306.640625
4963.4033203125
5577.099609375
7159.7900390625
7213.623046875
7170.556640625
7095.1904296875
7009.0576171875
7009.0576171875
6955.224609375
4888.037109375
5523.2666015625
6912.158203125
7073.6572265625
7213.623046875
7138.2568359375
6965.9912109375
6826.025390625
6707.5927734375
7891.9189453125
8365.6494140625
8494.8486328125
8031.884765625
7428.955078125
6761.42578125
6395.361328125
7105.95703125
7310.5224609375
7461.2548828125
7267.4560546875
6696.826171875
6104.6630859375
7795.01953125
7934.9853515625
7956.5185546875
8171.8505859375
8193.3837890625
8182.6171875
8279.5166015625
8268.75
8107.2509765625
8085.7177734375
7978.0517578125
7924.21875
7891.9189453125
7924.21875
7934.9853515625
7902.685546875
7784.2529296875
7762.7197265625
7730.419921875
7655.0537109375
7601.220703125
7568.9208984375
7364.35546875
6976.7578125
7278.22265625
8548.681640625
8667.1142578125
8473.3154296875
8139.55078125
7482.7880859375
7245.9228515625
7116.7236328125
7138.2568359375
6976.7578125
7687.353515625
7870.3857421875
8171.8505859375
8397.94921875
8301.0498046875
7902.685546875
7848.8525390625
7838.0859375
7881.15234375
7881.15234375
7838.0859375
7687.353515625
7590.4541015625
7493.5546875
7170.556640625
7192.08984375
6965.9912109375
7138.2568359375
7159.7900390625
7073.6572265625
7611.9873046875
7687.353515625
7730.419921875
7751.953125
7784.2529296875
7784.2529296875
7999.5849609375
7988.818359375
8021.1181640625
8150.3173828125
8128.7841796875
8031.884765625
7978.0517578125
7687.353515625
7278.22265625
6729.1259765625
6481.494140625
6610.693359375
6933.69140625
7116.7236328125
7385.888671875
7622.75390625
7698.1201171875
7084.423828125
6675.29296875
6319.9951171875
6535.3271484375
7536.62109375
7978.0517578125
7708.88671875
6750.6591796875
6083.1298828125
5846.2646484375
5943.1640625
6438.427734375
6352.294921875
6266.162109375
6309.228515625
6244.62890625
6072.36328125
6341.5283203125
7795.01953125
7870.3857421875
7881.15234375
8257.9833984375
8257.9833984375
8236.4501953125
8247.216796875
8182.6171875
7999.5849609375
7978.0517578125
7795.01953125
7762.7197265625
7708.88671875
7730.419921875
7708.88671875
7568.9208984375
7568.9208984375
7482.7880859375
7245.9228515625
6955.224609375
6481.494140625
6363.0615234375
5953.9306640625
5706.298828125
6050.830078125
6696.826171875
6556.8603515625
6233.8623046875
6513.7939453125
7095.1904296875
7278.22265625
6922.9248046875
5996.9970703125
5803.1982421875
6007.763671875
6782.958984375
6761.42578125
7224.3896484375
8559.4482421875
8753.2470703125
