tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
0.04374466303915455,0.10100498898417294,0.007046014070510392,0.08629897236824005,0.013360518204752639,-0.021984095685183967
0.01913214189666598,0.07924886813587163,-0.0037680082023148764,0.06728582270443403,0.014225701713324572,-0.02453705389052625
0.03695623833275657,0.019212056806308806,-0.0031559132039551685,0.07265089079737626,-0.003040675245048451,-0.022273709066212188
0.005919739647266177,-0.027046598543739683,-0.15863161161542008,0.08715081959962766,-0.015528112213335648,0.021958603523671644
0.09818886547757222,-0.16517093537568084,0.12476191297173463,0.05269484594464272,-0.06640335410373284,-0.049406403675675545
0.13521444933822743,-0.2549060393640475,0.24270984902977916,0.05097268335521202,-0.10125464890563565,-0.07607587939128303
0.01338529377148157,-0.07306510865069164,0.04432468488812413,0.0477175079286095,0.0012994004591105677,-0.01912720408290627
-0.045205987938323255,-0.014461723384256952,-0.04063280671834979,0.07945374771952599,0.04576386982157716,0.006180544383823912
-0.05607174584892529,-0.0194107142243849,-0.02207881957292593,0.07158582657575578,0.05115627098770691,0.016442781314253876
-0.06067548591108525,-0.01934444995821145,0.008580990135669334,0.05889034271240209,0.0568193935548146,0.019282901659607964
-0.093863483318072,-0.017049203983347527,-0.002279918640852349,-0.010535035282373798,0.023250289875822908,0.034451139159500654
-0.023639852110643865,-0.057123719423128924,0.05901897326111759,0.088502939790487,0.013773542273537633,0.02115709614008664
-0.05989743496545166,0.006713679336970968,-0.03941973671317145,0.12510128878056956,0.06021980014289596,0.05162537237629302
-0.07135225969223855,0.03619679835041006,-0.006614692509174763,0.17391040921211212,0.06472992299421367,0.0766999796032906
-0.06170413295482945,0.05775188590889165,0.004419606178998489,0.16963454708456963,0.07457463922455809,0.046114235185086824
-0.0405053058426479,0.04159248563644047,-0.019226480275392754,-0.2150735631585128,0.08563806471843395,-0.016007695812731672
0.1409507511479222,-0.2570628886928704,0.28403525240719285,0.07460869103670097,-0.11285184450074741,-0.05635475134477044
0.026618680378133593,0.02563217788645962,-0.11690614372491878,0.06725063547491955,0.03272381289517114,0.054559480398893426
-0.03575153207561483,-0.0006552190150053461,0.021279521286487135,0.13962128758430445,0.018291878213411283,0.01577418949455022
-0.04095594371723032,0.042290136872437364,-0.07559878751635596,0.1440507099032397,0.03873228200374101,0.04079791251569991
0.02352888370932638,0.0432593380248405,-0.3107159845530993,0.055436829105018466,0.02589543268043858,0.08448010822758088
0.12343040963981415,-0.20560668615524463,0.22501741722226118,0.055014465004205426,-0.10237538666107626,-0.061291293241083844
-0.03730567353780584,-0.04085570269630635,0.09828767646104083,-0.2052431879565123,0.029108034331836306,-0.07498151762410982
0.030448549325782094,0.03490779748444285,-0.10437264293432269,0.09020283818244901,0.023548287151178213,-0.006477887742221332
0.06617936356285745,0.025900034243703587,-0.1206388063728813,0.07942324876785242,0.0006223541854141405,0.005439120344817615
0.05674675861810002,0.05470780245674252,-0.1252164803445343,0.10708031430840452,0.02613498983426823,0.0009827809408307303
0.030406628016130494,-0.005733728414620417,-0.0666014403104786,0.03332664817571599,0.00324637911733439,-0.013134932145476352
0.05434633380471211,0.01079974334851053,-0.06821773573756262,0.024665679782628562,-0.005950829890209465,-0.017521007917821414
0.03746279103353826,-0.027510804003438236,0.00560230761766406,-0.12115850299596834,6.968260815871031e-05,-0.04599629528820508
-0.01690230782882011,-0.08037430494926301,0.1791955120861529,-0.31575113534927407,0.007724116606304321,-0.11698122974485142
-0.02543634693412385,-0.18842065536520625,0.36132615339010943,-0.3181541329249741,-0.040796475219580526,-0.1700072220992296
-0.001780729736372586,0.0017016117069579757,-0.005006518214941372,-0.08475605025887525,-0.007318582151614213,-0.029763291589915707
0.06337645727866371,-0.051151938197143365,-0.047292817384004926,-0.04348899796605155,-0.025216770889077828,-0.0026135463267565134
0.01318033004264784,0.02978079524238368,-0.08185600861907033,-0.0549188181757931,0.003319289534625966,0.03414820227772001
-0.0359335805005796,0.033606998227481776,-0.128327649086714,-0.04317761585116416,0.014600143703727732,0.027593649923801443
-0.0531181867106388,0.023687560624160102,-0.13994885794818435,-0.08037037774920508,-0.0026107765579026347,0.011450023390352723
-0.04272645644849322,0.009576175002095273,-0.1708790492266419,-0.015755658969283423,0.025927032464052046,0.02734180726110934
-0.06294839475990793,-0.0203062614187745,-0.15829802490770847,0.02723088301718204,0.034144574783626105,0.027915129438042634
-0.08377580019636123,-0.02370988757170191,-0.15301954187452826,0.06144691817462413,0.06271638629869106,0.03428771626204256
-0.1134357716335864,-0.05511221914978346,-0.10617560520768202,0.05800318345427481,0.06714642770548049,0.032656244933605236
-0.025118567335512976,0.008636759442827364,-0.20317891240119967,-0.10299178585410204,0.0776447696394054,0.05208221077919028
0.08980588658737337,-0.3226608349167694,0.28203581087291224,-0.02915586624294531,-0.09693266853176208,-0.07643847377039516
-0.0803414553948543,-0.05783214253538295,-0.004094086587429269,-0.19045126996934453,0.052262166628288774,-0.04720982490107402
-0.006314127212152999,-0.10201053058529477,-0.06595375016331709,-0.036937285214662885,-0.001788428867184624,-0.030077455565333415
-0.01578443249741348,-0.05827956871639769,-0.15259906090796033,-0.03651934675872369,-0.00317900323934057,-0.024289539083838515
-0.025115766385617334,-0.0419912123067168,-0.17200232297182122,-0.04224169626832053,-0.014119388875385034,-0.03594681620597845
-0.04164629707884706,-0.017706513713236016,-0.05099303834140323,-0.2755623813718563,0.040822434402701314,-0.06284448504447918
0.14523273620807292,-0.2883965245207178,0.2507405728101728,-0.09229999221861387,-0.12623755607033676,-0.11886890558525944
0.057320341580924083,-0.030134559575779787,-0.2148517407476906,-0.08249206095933989,0.010406335662302665,-0.005692592822015246
0.016820480814364117,-0.023061340343978574,-0.20765969902277015,-0.07941063307225753,0.019009515679070277,-0.0309699191711843
0.0073125128719532025,-0.0307240928954524,-0.17754635959863685,-0.11649216338992166,0.018614146161537424,-0.04692913871258494
0.019258030150783697,-0.035071295221391054,-0.10059259645640872,-0.15525698289275217,0.03192206769233233,-0.06815412547439327
0.08010362007951437,-0.08589844959242564,-0.1152496449649337,-0.02780191227793734,0.0031323863197338523,-0.07398787606507543
0.03680382821446252,-0.02721687762245848,-0.2303673513233666,0.012003492563962513,0.05386775486793836,-0.062404108233749825
0.032803671077003896,-0.03188267156034924,-0.19141579046845475,0.019914846867322502,0.047307209415281555,-0.052826618775725316
0.030389945254422582,-0.029750816648007408,-0.16980052739381826,0.03259308636188467,0.0362416005932389,-0.03376703057438134
0.007572495749533472,0.01494476881649373,-0.17010943219065702,0.03176018968224486,0.04195315481522308,-0.013537424616515607
-0.04018665453659662,-0.004056678484862311,-0.04546253755688695,-0.2004125118255621,0.04525981056617614,-0.040847606956958576
0.10702738931226663,-0.1917103427737074,0.1765118837356565,0.00943429023027398,-0.08326197859764187,-0.06922623980790396
0.022933409827785346,0.041085016298684815,-0.12313578277826343,-0.09244816377759042,0.05060721275001053,-0.0011823335662482567
0.08031451460375828,0.03594766876034645,-0.08123729005456015,0.07208458706736522,0.01133831917287617,-0.015406399033963673
0.05371393434825273,0.054953430219027995,0.0017462931573387075,0.09315861761569943,-0.002858103198333192,-0.02627081423997879
0.04562395326877301,0.10469415708662791,-0.016393899917602955,0.14129514619708028,-0.007547585611664327,-0.006120415404438968
0.021927561023115126,0.10695316048648608,0.0022319667041297217,0.10562140494585,-0.014359882432613574,0.01789708994328975
0.008788357203619432,0.08322421164519841,-0.02084411680698435,0.05463360622525176,-0.016299626346229057,0.041978292167186744
-0.013937160282897307,0.07121713342274678,-0.033310364931822184,0.02850344777107204,0.0011470433513605187,0.05978380236774686
-0.029407253399281387,0.030852589652264277,-0.017657820135355343,0.02564455568790403,0.013373758513279946,0.05536370072513823
-0.05112708050247679,0.06473550898961607,-0.05535115301609077,0.04868935421109164,0.02918499039895573,0.05528936814516789
-0.06698729134761873,0.011088911582740965,0.032950181514024485,-0.08173895627260244,0.034725998219944904,-0.001232047565281268
-0.06373216446045735,0.04362867823740853,-0.05095270648598704,0.08223490789532624,0.04197898696687482,0.04379854071885354
-0.08522662601760578,0.04025277896241571,-0.09173245355486903,0.13884944468736615,0.055699158279406406,0.0637992843985558
-0.045341920769157294,-0.01459164547271831,0.0024733021855351256,0.03713248297572096,0.027405189993066473,0.008505245670676292
0.16219749820333387,-0.37706452289827475,0.47927579656243313,-0.06539133004844194,-0.15546247871071492,-0.1258431286551061
0.07508673963887715,-0.2912958450112206,0.382185813039541,-0.0542321167886258,-0.11370198909650243,-0.10944807948544641
-0.05866998223125842,0.014338503394233268,-0.017695192247629526,0.008210491389035816,0.04180786468988759,0.003272950649261583
