tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
-0.10295434739850137,0.0958529224302216,-0.0017609372735028286,-0.02291177585721058,-0.00173522889456847,0.08546558208763606
-0.06495791483320021,0.012163587630826365,0.0009332038462158271,-0.07317290082573935,-0.02194342399908741,0.022278502583503744
-0.02290441808134664,-0.0026044302574400294,0.036769602447747726,-0.03221105784177822,-0.014945257959075194,-0.014728046022355525
-0.0180260294568864,0.023090751278406894,0.02077545225620213,0.01453722268342918,-0.0123000078834411,0.0001506954431534288
0.022966255821260023,0.021880203245049447,-0.02685870230197951,-0.009021569043398358,0.0036076404838368877,-0.03158562537282701
-0.027450354726737267,-0.007874662688559348,-0.013974159955978852,-0.06832316517829942,-0.022388168027288012,0.007906846702098862
0.0038357567485420734,0.014083759644729984,-0.04780609160661757,0.011403389275073436,-0.03335531818563834,-0.006138753145933147
-0.02947221768591548,-0.011418867844928503,-0.04791998118162201,-0.12005874142050803,-0.01103052877945671,0.006857469677925171
0.0286983186809148,0.002603149232953392,-0.00210609659552638,0.032030910253524184,-0.023363471285120552,0.0010147457942366988
0.004046285270075439,0.015654640530082965,0.02253806963562921,-0.09448192268610056,-0.021200723022981986,0.014743168838322225
0.02248998749238052,0.00025047297985765813,0.006703212857245913,-0.02114616334438372,-0.006913631638406627,-0.0009433869272470142
0.026669498188230726,-0.004619603675848204,-0.037310808897019,0.03399234265088976,-0.02691846347586315,0.001916248351335517
0.0031327577339875317,0.009244138132869353,-0.01714553311467229,0.010972872376441319,-0.017460448780854797,0.023009325377643157
0.015762215100130088,0.0073059293634253,-0.018423181027174454,-0.12043316662311614,-0.034687187081644484,-0.003250499255955193
0.024681793977743723,0.009343563816140476,-0.003361646085978068,-0.09287272393703515,0.02284725410996204,-0.004743062891065953
-0.0023837694126678634,0.01052882863571293,-0.032002396881580866,-0.04236214235425057,0.010705808922344026,0.023877313360571948
-0.005289656543489069,-0.01697005887935153,0.03566776961088126,-0.03579372167587329,-0.029222399755078787,0.010347664356231712
0.008654417353703052,0.0027891042852020488,-0.012477941811085344,-0.008627284318209359,-0.00840704746156838,0.0013042744249106126
0.03493864435982131,-0.009528992844707143,0.04304184019565528,0.010289039462804314,0.023955973478623487,-0.007651504129171283
0.010678723203307492,-0.021837815223164834,0.007976435124873518,0.002930298447608343,-0.012102087209089651,-0.008262518793344463
0.01787644165421021,-0.0024320477186467004,-0.02705594524741231,0.004057340323924433,0.03186025538940087,0.017170951701700802
0.00555993527265036,0.025095058632559505,-0.04640101641416608,0.019259404391049704,0.009541969994425664,0.00513344537466773
0.023321246941863077,-0.01796568554662493,-0.006356909871101921,-0.003227908164263413,-0.015288286478686264,0.01137501467019323
-0.018471296858771965,0.0002981163817993506,0.024533141404389856,-0.08178755268454609,-0.005347047302270528,0.007330573163926671
-0.01630260962452147,-0.021634572396168165,0.005978822708129383,-0.023525197058916578,-0.01335100737884147,-0.0024106828495859783
0.024779183556708266,-0.009243966566627721,-0.011267006397247883,0.008430995047091848,-0.01732796987997403,-0.0007661469280719445
-0.03423964445118325,0.04126666287719991,0.012059740722178858,0.007184334099292186,-0.009683875840120381,0.0046376977115870095
-0.009736437975588924,-0.010066992693314429,-0.03185111656785075,0.012380257248877827,-0.044192799459854354,0.006811846978962407
-0.008442297337767534,-0.009822599319473265,0.02399335056543281,0.05249754711985532,-0.0346768745460188,-0.010811431333422631
0.02350945837620788,-0.04833312279789474,0.07068327814340544,-0.06186306476593058,-0.015839874054073888,-0.022169135510921437
0.0009022752038651909,-0.047050139677399724,0.08582725003361666,-0.16606883704662365,0.01221908520829686,-0.03591661527752864
0.011595102649532505,0.003310938326340642,0.04956581816077191,-0.022091850638390056,0.01422804715784195,-0.022237049415707505
0.012879224350449988,0.015854524507886186,0.03224146366119346,-0.11425216868519836,0.005104940647024613,-0.002899496816098599
-0.002857663344971295,-0.02653588753871109,0.04941606521606401,-0.04696873575449034,0.012253850696769366,-0.006168482825159947
-0.022828658779768838,-0.015490949148723147,0.039386767894029014,-0.0031540542840962577,-0.009848245688806509,-0.004810799844562966
0.004020463300902095,0.037520187407804086,-0.041596464812756015,-0.07260878011584335,0.001754055361530498,-0.020974625833332476
0.0033225590457883836,0.028557716848056663,-0.03891588002443358,-0.012998059391975951,-0.027662098435720723,-0.008127680048346518
-0.020341982947346997,0.021120902204319607,0.012963406741618694,-0.12092486768961007,-0.02186043171918661,0.0028054667636752614
0.0006170657293419964,0.0025038531541563074,-0.0798371247947221,-0.008756518363953253,-0.02384666834386156,-0.020106161944568164
-0.022603839191951303,0.011895493536590886,-0.04110637679696125,-0.10148448497057017,0.027358402085069754,0.005001240409910813
-0.007313553456003339,0.00763110568036942,0.031782288104295314,-0.05705901980400122,-0.010781066397250953,-0.030163675546646077
0.017575405047616382,0.10667298147632605,-0.0037987083196644317,-0.05106135085225164,0.016436297688857335,-0.03129781037569033
-0.05292892380944674,0.039201464736767014,-0.05478222295641956,-0.018761094659567497,-0.022086823573546393,-0.01460492890328166
0.008557706166480232,-0.01371565910252144,0.0583087168633933,-0.148794144392014,0.006457195875775562,0.02080668136477483
-0.0039863296251191425,0.04553068952884736,0.08725610375404316,0.014457594603299729,-0.017677362071263903,0.019532580859959164
-0.013351842095279804,-0.010816584895791506,0.07667171955108587,-0.011309158056974774,-0.035415329848142246,-0.004282898269593709
0.033216300846535284,0.027137529421219796,0.1458071693778032,-0.04339348897337961,0.020962555553094796,0.011529834009707127
-0.0024789100481033026,-0.0023145090526002937,-0.05481927841901829,-0.07352865487337178,0.005772897113392552,0.000139046460390182
