cstft_0,cstft_1,cstft_2,cstft_3,cstft_4,cstft_5,cstft_6,cstft_7,cstft_8,cstft_9,cstft_10,cstft_11
0.17269903,0.05236698,0.036508393,0.035544686,0.033402864,0.033546478,0.03420347,0.045887753,0.07909711,0.1277784,0.46784803,1.0
0.0501761,0.03433635,0.022289583,0.015137202,0.012110678,0.015021788,0.02323914,0.102290384,0.33483744,1.0,0.6052477,0.103149615
0.0067521622,0.004657134,0.003216608,0.0024331652,0.0020425187,0.002719401,0.004600503,0.02564302,0.112167366,0.7283288,1.0,0.087290354
0.0012423454,0.0006227255,0.00039528013,0.00036508188,0.0005024753,0.00064002385,0.000909694,0.0045134043,0.027775714,0.39372936,1.0,0.10966261
0.0020140202,0.0014790721,0.0007960505,0.0009746868,0.0016104663,0.0028391208,0.0074872784,0.024321215,0.090926915,0.6405256,1.0,0.092719145
0.015187061,0.012759623,0.009728532,0.010912704,0.014107387,0.020979632,0.04413927,0.09327196,0.21408118,0.76396817,1.0,0.116502136
0.023648141,0.022950625,0.02391075,0.027120894,0.048964433,0.02590418,0.01661137,0.028659783,0.07520144,0.46941164,1.0,0.1597316
0.17504042,0.4552117,0.36460564,0.3653268,1.0,0.25427616,0.024275035,0.028452054,0.07693971,0.3490015,0.58129555,0.18342136
0.53841734,1.0,0.59488755,0.3696497,0.8457054,0.19388726,0.021580841,0.032749668,0.07728409,0.24245863,0.57588845,0.40002912
0.4692829,0.5624158,0.28240195,0.15416662,0.20841244,0.07135409,0.04432354,0.06486571,0.13530502,0.48486686,1.0,0.46439534
0.6454072,0.37486514,0.047499985,0.035302203,0.041839518,0.04646013,0.049930036,0.061540537,0.11849777,0.49268946,1.0,0.7321052
0.53630185,1.0,0.16038315,0.0021219018,0.001644091,0.0030355598,0.003752339,0.0052267774,0.012421411,0.0701038,0.16755666,0.24256293
0.586504,1.0,0.1507317,0.0011943774,0.00034274592,0.0003945726,0.00053444196,0.0007655776,0.00225171,0.020363983,0.074330926,0.20268488
0.9220046,1.0,0.1255287,0.0011742731,0.0005082021,0.00045813658,0.0006342128,0.0010990079,0.0054615326,0.061632294,0.20830609,0.4857448
0.94482374,1.0,0.18692537,0.013500033,0.011245467,0.007836758,0.0081414,0.010880916,0.028530467,0.20027757,0.44268596,0.7129968
0.10582944,0.21706097,0.07814253,0.022723947,0.017680014,0.020627918,0.034376778,0.11419098,0.39919508,1.0,0.90151304,0.18999876
0.015241669,0.009890744,0.0046889,0.0018592951,0.0014011475,0.0018887594,0.0036353066,0.014870196,0.06844406,0.30916056,1.0,0.56758875
0.014639209,0.0011814352,0.00047480298,0.0002534473,0.00025257483,0.00032071504,0.00040975877,0.0017326004,0.011563478,0.11588225,1.0,0.73690015
0.011982428,0.0021538779,0.0006348739,0.00027324533,0.00028958326,0.0005234376,0.00081184326,0.007541216,0.036583096,0.24354199,1.0,0.5723433
0.022282891,0.025495457,0.009230619,0.0044148997,0.004847303,0.0055134315,0.010763585,0.07340572,0.21707943,0.7682856,1.0,0.28845105
0.07026924,0.03303307,0.022576403,0.017306155,0.01408936,0.012093176,0.03115178,0.17685868,0.51169425,1.0,0.5122767,0.20564377
0.0077728652,0.003171486,0.0026265073,0.002297971,0.0018955721,0.0015681032,0.0051993285,0.041320574,0.18581471,1.0,0.68549734,0.0342064
0.0011082967,0.00069061865,0.0004890807,0.00043389408,0.00048329827,0.00045747127,0.0009528491,0.00822828,0.06260525,0.7982493,1.0,0.044281904
0.0016024048,0.0012556752,0.0006788091,0.0005596341,0.0007806825,0.0016557443,0.0047235973,0.021524329,0.10103417,0.8148318,1.0,0.04657579
0.0077193743,0.007075755,0.004508331,0.0043268465,0.0054656477,0.010363012,0.030823898,0.10083142,0.28451788,1.0,0.54649115,0.035936456
0.018952955,0.019262027,0.013324505,0.012934861,0.014544068,0.012311339,0.015652813,0.03456461,0.1389283,0.9763177,1.0,0.07368424
0.037260935,0.038282897,0.040244058,0.031787492,0.037831202,0.043953925,0.038538042,0.049721383,0.11567578,0.70144826,1.0,0.11734762
0.17882912,0.1633802,0.15752682,0.14673832,0.15114298,0.15553252,0.115404285,0.13938062,0.25420758,0.8019327,1.0,0.2784166
0.07622954,0.042731266,0.029107833,0.02478711,0.021664811,0.01837903,0.016394256,0.081346065,0.31050014,1.0,0.7109967,0.07876409
0.009814399,0.005653083,0.004016867,0.0036140736,0.00331785,0.002818766,0.0027993151,0.018895505,0.09239302,0.6480071,1.0,0.08033152
0.00086953706,0.00073406124,0.0005108227,0.0004495837,0.00045076982,0.0004674801,0.0006411151,0.0037949046,0.02579111,0.39480814,1.0,0.09123974
0.0009241146,0.0011336152,0.0007380417,0.0004976496,0.0006430872,0.0015610086,0.0058292286,0.023377221,0.09308636,0.66840184,1.0,0.07107678
0.007993017,0.008324297,0.00866192,0.007540744,0.009425118,0.015068489,0.037777368,0.09907521,0.23154324,0.8217375,1.0,0.08870325
0.15579934,0.075828485,0.037492685,0.042251375,0.04595483,0.05859107,0.105733626,0.12364826,0.17649683,0.69536304,1.0,0.26117757
1.0,0.840954,0.10497121,0.04007567,0.041480567,0.12114111,0.36669838,0.3120657,0.13809481,0.49902093,0.6522851,0.69039416
1.0,0.8859636,0.10488883,0.022181049,0.018059652,0.044457816,0.091326766,0.062315196,0.024595052,0.10992359,0.21287805,0.54482466
1.0,0.75197315,0.09776635,0.0077181333,0.004850102,0.007012257,0.0075906906,0.00721374,0.026164943,0.15099908,0.28452137,0.7214488
0.6385032,1.0,0.2712121,0.009349629,0.006322259,0.010249482,0.016429901,0.017942723,0.03929694,0.19167358,0.30948582,0.461502
0.48558158,1.0,0.30059114,0.03966015,0.036412183,0.038813606,0.04992842,0.063661195,0.09498996,0.20799229,0.30778858,0.24682364
0.047836386,0.037457373,0.018631814,0.011343756,0.0071999975,0.0055558514,0.011588444,0.047316708,0.19912851,0.6132351,1.0,0.4140803
0.024468118,0.002655514,0.0017115971,0.0013964296,0.00083465636,0.0006532401,0.0015570051,0.007532681,0.039423667,0.19357228,1.0,0.8772123
0.025108518,0.00062291854,0.0004610529,0.0002263111,0.00017509781,0.00019987999,0.00031097568,0.0011890591,0.007048612,0.06301784,0.92992777,1.0
0.017935283,0.0014334682,0.00086387043,0.00035968947,0.00042143927,0.00075766793,0.0022443433,0.008151,0.034947947,0.17298375,1.0,0.77122587
0.031466648,0.016192155,0.01107293,0.0056339246,0.0052295853,0.006981488,0.014049099,0.03833832,0.087404564,0.26327723,1.0,0.8000553
0.027051391,0.026326094,0.015513563,0.008858575,0.0076766275,0.0063913725,0.012321951,0.044256095,0.2078343,0.9066071,1.0,0.17221761
0.0039964067,0.002736316,0.0016152086,0.00091705745,0.00078813446,0.00066558836,0.0016380285,0.0070275753,0.04319113,0.32601264,1.0,0.23107462
0.0021911683,0.00040824874,0.00034545767,0.0002049088,0.00019496973,0.0003048326,0.00042686198,0.0012486493,0.007795144,0.13586648,1.0,0.279688
0.0021302705,0.0009109295,0.00078148366,0.0008200442,0.0011799516,0.0019881108,0.003402258,0.009034443,0.034928855,0.26916915,1.0,0.20919648
0.007090194,0.008151137,0.0062835566,0.006628301,0.009709893,0.015140425,0.023529448,0.05087638,0.1249383,0.5217921,1.0,0.16018178
0.046048902,0.009034075,0.006524068,0.008907684,0.009621435,0.013799284,0.038831986,0.12775968,0.22289744,0.489645,1.0,0.50364864
0.08307439,0.030700922,0.014840003,0.015090548,0.01572436,0.021145772,0.12096358,0.3711396,0.36494872,0.6231919,1.0,0.61525166
0.27679148,0.21436396,0.09713471,0.07544883,0.06802899,0.073075674,0.3351921,0.7934774,0.49754614,0.6347916,1.0,0.64742416
0.369646,0.27204052,0.15697034,0.115417436,0.09580315,0.0896442,0.14516293,0.29074967,0.26263204,0.4339183,1.0,0.5530761
0.09678981,0.06998562,0.067813106,0.05529234,0.052547377,0.06471259,0.066381305,0.11996569,0.15068038,0.37592062,1.0,0.43056506
0.5003311,1.0,0.13816883,0.0058263494,0.00877923,0.010656649,0.013826827,0.02306428,0.035291485,0.13618186,0.4223192,0.33202982
0.38205433,1.0,0.14134042,0.0011310382,0.0006016948,0.00071342895,0.001130414,0.0018072776,0.0029854828,0.01695235,0.06666879,0.10647268
0.5696157,1.0,0.12326789,0.0010986723,0.00048079528,0.0004783731,0.0006597635,0.00093244703,0.002452328,0.02833699,0.098905146,0.21174385
1.0,0.8860187,0.08983173,0.004327793,0.0037506276,0.004529202,0.0062243943,0.0073768436,0.016752899,0.14696649,0.38841122,0.5823775
0.55591196,1.0,0.17030077,0.025344707,0.021302177,0.023595134,0.02493912,0.024744153,0.035432324,0.067454465,0.09452347,0.20579143
0.5587375,1.0,0.19076614,0.0625115,0.05514245,0.051113505,0.049756635,0.06428596,0.14274588,0.22301854,0.20015958,0.27725115
0.0503221,0.0354816,0.01310375,0.011916752,0.00899766,0.0039798976,0.006616541,0.0234929,0.114955395,0.46613887,1.0,0.5319008
0.035894036,0.0040158094,0.0018992303,0.0017734236,0.001366939,0.00075693574,0.0011909145,0.004304633,0.023202261,0.14555924,0.8958434,1.0
0.03223959,0.00060852396,0.00042941392,0.00032116994,0.0002604649,0.0003014008,0.0004630392,0.0019734555,0.011698555,0.09551461,0.815145,1.0
0.020054901,0.0021121898,0.0011295038,0.0011513075,0.0010580074,0.0012402043,0.0040360186,0.018024143,0.074207895,0.3602326,1.0,0.68026227
0.071240686,0.057979792,0.02692886,0.023376148,0.021645818,0.015286627,0.027741566,0.07878924,0.2218294,0.5455365,1.0,0.6528839
0.011781219,0.009954121,0.0049207928,0.0033636063,0.0027615898,0.0016530874,0.0058041206,0.022626726,0.107197076,0.5733655,1.0,0.18435197
0.0031789881,0.0008987697,0.0005427019,0.0004221817,0.00032972757,0.00023381555,0.0008415784,0.003608304,0.020196017,0.20721297,1.0,0.3029871
0.0029900302,0.00020942894,0.00019148373,0.0002719713,0.00024604172,0.00044424174,0.001184702,0.0038419864,0.018395362,0.16588905,1.0,0.34370834
0.004873734,0.0019728874,0.0015064683,0.002165803,0.002994637,0.0061452165,0.0145268645,0.040646866,0.11926989,0.49277857,1.0,0.25514898
0.016762748,0.01169271,0.008733695,0.009430792,0.011041693,0.013169414,0.017086389,0.034599073,0.07044533,0.21082862,1.0,0.34337428
0.033675533,0.023436401,0.009046905,0.007338783,0.0068384195,0.009078161,0.020072088,0.047316957,0.15860474,0.73224336,1.0,0.1866192
0.0054305326,0.0031888455,0.0011725908,0.0008809842,0.0007256574,0.0011485926,0.0036922498,0.011761658,0.046957258,0.40200832,1.0,0.17288671
0.002073113,0.00027852156,0.00017102793,0.00017292905,0.00016995847,0.00022784327,0.00052719226,0.0020534508,0.009815263,0.15653847,1.0,0.26428115
0.0024858713,0.0004633045,0.00070955197,0.0018432402,0.0018714091,0.0013831662,0.002038074,0.0057722577,0.03129478,0.1969713,1.0,0.28680667
0.00647556,0.0067033223,0.008155136,0.019329287,0.019053815,0.011882073,0.015957234,0.039107166,0.13172844,0.4629445,1.0,0.1988025
0.014113081,0.0146541735,0.015714744,0.02676961,0.032181002,0.03409134,0.13957134,0.33869192,1.0,0.8820761,0.8181611,0.17897531
0.040929247,0.046810012,0.035658643,0.03495684,0.029613012,0.048634183,0.34691215,0.57873744,1.0,0.68623435,0.20715562,0.059668615
0.3058208,0.28822222,0.18156525,0.13872814,0.09406043,0.13363166,0.7566808,1.0,0.9897374,0.72251964,0.34702772,0.23066868
1.0,0.33338767,0.02340213,0.0134547595,0.009422205,0.0113800345,0.02566978,0.057347935,0.10050828,0.21986645,0.3025748,0.44512364
1.0,0.36189258,0.0063462807,0.0016647644,0.0023515243,0.0057584695,0.0071382,0.011309818,0.015493068,0.041545723,0.08700676,0.23898038
1.0,0.7484662,0.15869339,0.0053933756,0.0041310224,0.008762587,0.008545007,0.016721923,0.042893354,0.08282086,0.15820436,0.364136
0.7757293,1.0,0.36307085,0.008937979,0.0022390268,0.003090626,0.0026579453,0.005044566,0.011996649,0.028848443,0.09242374,0.2801903
1.0,0.9097105,0.27747482,0.011281263,0.0068638544,0.005881859,0.0021717763,0.0032823465,0.011996642,0.047383327,0.18307298,0.48465475
1.0,0.8638465,0.43912888,0.06102724,0.039122757,0.031673808,0.012506146,0.013700136,0.038719155,0.12169971,0.33085743,0.6856642
0.67373645,1.0,0.64039654,0.0837681,0.043210376,0.047240514,0.023462582,0.022413986,0.03807671,0.08453046,0.18177658,0.33917418
0.4270808,1.0,0.5832734,0.08715652,0.06100806,0.05181101,0.026857084,0.033334058,0.056123827,0.06902852,0.12828489,0.2294912
0.072090924,0.11138264,0.058166903,0.021126956,0.018376488,0.01126837,0.012809293,0.04441953,0.1941117,0.6734517,1.0,0.29131883
0.015913697,0.008761456,0.0047130687,0.0025035,0.0021602148,0.0012897516,0.0019802167,0.008120165,0.041290756,0.23485261,1.0,0.58810014
0.011865554,0.0011293963,0.00087245606,0.00044777818,0.00038021622,0.00031180063,0.00044838776,0.001939018,0.012333347,0.12875263,1.0,0.64217424
0.006551695,0.0015106495,0.0015944811,0.0007381857,0.00061705615,0.0006213358,0.0019224671,0.010996325,0.05361827,0.30935502,1.0,0.38937977
0.024283752,0.013173703,0.011904368,0.006757325,0.006118936,0.0062281084,0.013506447,0.052223805,0.14062563,0.38071683,1.0,0.5389875
0.02824347,0.018412324,0.0079835495,0.0044016168,0.0040221247,0.0040042303,0.01601428,0.046678904,0.16772906,0.828561,1.0,0.14092022
0.0038111804,0.0021013212,0.00096230436,0.0005200597,0.00047693902,0.00052656955,0.0024315137,0.008176622,0.037947085,0.36069047,1.0,0.16190602
0.0017329523,0.0003122181,0.00023134833,0.0001500289,0.00023820445,0.00034120984,0.0005751658,0.0019739268,0.013355609,0.2055663,1.0,0.21605846
0.0018458621,0.00062341173,0.00050320994,0.0008125249,0.0026759314,0.0037038994,0.0052190614,0.012626248,0.0627664,0.41526246,1.0,0.17869103
0.008560735,0.0059659476,0.0045821765,0.008065735,0.017519902,0.019420177,0.023499798,0.04566596,0.1251671,0.47695637,1.0,0.17834364
0.031658467,0.018995376,0.015069413,0.025217537,0.01846234,0.014822465,0.017077176,0.032006465,0.10540125,0.37064236,1.0,0.2599442
0.038521938,0.024950657,0.022366636,0.034159906,0.026636878,0.025911273,0.022737691,0.0375045,0.13523994,0.5182493,1.0,0.23398228
0.05185071,0.046354506,0.045189116,0.04842169,0.059058752,0.058650758,0.05594195,0.078809865,0.20738702,0.5901534,1.0,0.2354427
0.07110279,0.06864833,0.058665205,0.05036832,0.078160584,0.08395915,0.059978522,0.08951069,0.20117787,0.470881,1.0,0.2633322
0.17014875,0.14970116,0.1475362,0.12772825,0.17454658,0.19147073,0.15928066,0.26454914,0.474092,0.7169338,1.0,0.3354164
0.275312,0.20938887,0.19195658,0.20397678,0.20723687,0.22828782,0.24243493,0.3246633,0.43155015,0.5512249,1.0,0.51528805
0.33621678,0.30290565,0.28144532,0.29642475,0.2721724,0.28968197,0.3006535,0.39945105,0.46782133,0.45177644,1.0,0.6831258
0.4329511,0.4605417,0.3979383,0.35528627,0.3521453,0.36023098,0.3442652,0.4489278,0.5218128,0.6148001,1.0,0.65664005
0.42185122,0.4177719,0.33759373,0.3278457,0.37335223,0.32121494,0.28894374,0.34798366,0.3786659,0.5611423,1.0,0.55438536
0.3995415,0.38278574,0.3066181,0.34049827,0.35599253,0.34859812,0.3031537,0.36052078,0.37885714,0.5540551,1.0,0.546517
0.47604048,0.49231228,0.4233424,0.5039125,0.42295063,0.4289407,0.46893352,0.619063,0.7865018,0.90521145,1.0,0.5055593
0.4890525,0.5216612,0.6636936,0.76241237,0.4896003,0.41417876,0.5891412,0.7801681,1.0,0.8118512,0.8178198,0.48518765
0.6831173,0.6295268,0.8297161,0.8848758,0.6383858,0.5367963,0.6517262,0.828116,1.0,0.9856844,0.8684992,0.6824471
