ccqt_0,ccqt_1,ccqt_2,ccqt_3,ccqt_4,ccqt_5,ccqt_6,ccqt_7,ccqt_8,ccqt_9,ccqt_10,ccqt_11
0.9362386,0.9103989,0.38220102,0.6519019,1.0,0.7112432,0.42424116,0.3985606,0.4150794,0.5109762,0.55942404,0.4780627
0.8365076,0.7744059,0.41886884,0.66979593,1.0,0.72426534,0.43930364,0.38254467,0.36596006,0.44755384,0.50505763,0.40569565
0.20278136,0.18058316,0.115636446,0.16742173,0.2474616,0.2119954,0.11960371,0.13662261,0.29134256,1.0,0.95672417,0.29258043
0.13916953,0.10564913,0.07373894,0.10572114,0.15991853,0.14200631,0.10184248,0.088279255,0.11428457,0.32337666,1.0,0.8504891
0.43542,0.30426362,0.2314243,0.3302194,0.49173725,0.42773032,0.36937013,0.46559706,1.0,0.9587241,0.38991037,0.50728065
0.66927505,0.4533849,0.38654637,0.50963455,0.7042333,0.6310528,0.5585762,0.5705349,0.57408506,0.980263,1.0,0.75831383
0.7811656,0.5830492,0.51271844,0.61871,0.84911394,0.79693615,0.68246186,0.7161948,0.53324455,0.89261186,1.0,0.83355993
0.19613898,0.1508646,0.14605013,0.11367116,0.19339032,0.18421769,0.16020907,0.20704015,0.20785215,0.3936785,0.6209799,1.0
0.78183985,0.5683695,0.57196146,0.3610488,0.5730566,0.5154138,0.52114016,0.6098922,0.48190203,0.829288,0.9949662,1.0
1.0,0.763059,0.6299786,0.3321148,0.57773465,0.59732276,0.6700691,0.68737566,0.28014514,0.7364986,0.76930904,0.9543624
1.0,0.71331185,0.5111442,0.40572885,0.45153227,0.65560293,0.6824898,0.56868345,0.43788216,0.60656625,0.82807505,0.89372796
1.0,0.6784488,0.42053378,0.39380914,0.36524346,0.641126,0.65720594,0.32398635,0.42049998,0.584992,0.59811825,0.64414275
1.0,0.71770275,0.40804932,0.35850126,0.28726152,0.5721189,0.6256698,0.28708723,0.4081641,0.46900442,0.39299706,0.5694021
0.45469645,0.35570502,0.19469458,0.17099579,0.123231195,0.2587539,0.3123357,0.17384152,0.20097692,0.26797563,0.5319869,1.0
1.0,0.8259855,0.46196094,0.36342698,0.21511534,0.62329394,0.75498635,0.46353295,0.5059827,0.4680338,0.3027441,0.20953017
1.0,0.9412508,0.4476656,0.32746947,0.25733998,0.6887103,0.8346286,0.49524575,0.55987644,0.4050291,0.23921844,0.3184437
1.0,0.989109,0.47189075,0.43737563,0.45011222,0.78841895,0.8565805,0.61385876,0.5982458,0.41537347,0.1546215,0.30008474
1.0,0.9868199,0.66508234,0.6168125,0.71705264,0.9320778,0.9272985,0.7016182,0.68504775,0.40457216,0.25491005,0.41345283
0.17532837,0.17461887,0.16158876,0.14041509,0.15478855,0.19957393,0.18420951,0.13120496,0.1812402,0.2305513,0.91935647,1.0
0.1370883,0.13832209,0.16917181,0.12303563,0.1468272,0.17211883,0.15499209,0.09678414,0.14104037,0.14133047,0.7824949,1.0
0.54193515,0.5387807,0.7880971,0.6205582,0.67536885,0.81030846,0.82980126,0.62015736,0.62555224,0.82643616,1.0,0.81855893
0.591638,0.5777985,1.0,0.82316685,0.7762933,0.9088246,0.8215262,0.46071574,0.7650224,0.52166075,0.6928423,0.49435824
0.59871745,0.54578495,0.7428146,0.5685596,0.49781597,0.59262645,0.5369798,0.48459694,0.5617145,0.55449504,1.0,0.9929026
0.14258674,0.14168508,0.1845167,0.15437958,0.11365005,0.14192367,0.12750502,0.12327768,0.16687222,0.16157265,1.0,0.9885452
0.16374834,0.1422358,0.17234682,0.16228448,0.10500777,0.1270211,0.113083236,0.14322203,0.13266023,0.37733582,1.0,0.75882655
1.0,0.7688561,0.7415209,0.7536352,0.5003953,0.6077534,0.54097307,0.9366128,0.9451976,0.5480228,0.9512028,0.74666023
1.0,0.70241416,0.5435598,0.6748497,0.5245169,0.5476909,0.4711181,0.72770256,0.5774767,0.40003428,0.4026018,0.6392843
0.85916394,0.5051466,0.35315233,0.5386814,0.5719548,0.47590524,0.41006866,0.5273403,0.39448097,0.6727704,1.0,0.81380254
0.20487098,0.0944918,0.07095163,0.141216,0.15423888,0.1435381,0.20919822,0.2194876,0.73282766,1.0,0.41152334,0.19918998
0.15253036,0.07276922,0.04421278,0.1038433,0.117186815,0.1108631,0.11782688,0.11110388,0.08129847,0.34056935,1.0,0.8486005
0.19369984,0.08898642,0.08645808,0.15832545,0.17359988,0.1540136,0.1579161,0.13495363,0.28347236,0.959663,1.0,0.39430356
0.4933478,0.24345659,0.24401854,0.44417942,0.5319311,0.4433368,0.3963142,0.4210445,0.4571574,0.75661254,1.0,0.55592656
0.6663452,0.3219004,0.37446123,0.6078577,0.7232797,0.53893405,0.5118882,0.60741067,0.6875538,0.8866879,1.0,0.6377706
0.17211859,0.08992156,0.1329114,0.20316051,0.21852693,0.11440998,0.16687351,0.13189414,0.7080683,1.0,0.6073832,0.18966478
0.6523925,0.3878433,0.45829782,0.6576909,0.69054407,0.41187572,0.28559738,0.42451125,0.40746936,1.0,0.8207357,0.6828266
0.81749743,0.73766166,0.7985467,0.8959947,0.79597664,0.596068,0.5372782,0.71416056,0.4327288,0.94319946,1.0,0.67491275
0.7241999,0.91121304,1.0,0.9989201,0.77533317,0.6959117,0.60583174,0.76299137,0.7095857,0.89636284,0.90107244,0.80885774
0.6115682,0.8916609,0.93003047,0.87226963,0.5458024,0.6201066,0.59472716,0.5827148,0.730987,1.0,0.6016726,0.5989311
0.6214624,0.9000328,1.0,0.93659073,0.6221441,0.7222553,0.5520318,0.6020899,0.82310456,0.76198035,0.8353734,0.5340998
0.14871217,0.26728812,0.27969924,0.21466054,0.15760967,0.21286269,0.123901814,0.17007552,0.40784338,1.0,0.640388,0.4162811
0.4444307,1.0,0.8764086,0.641323,0.49456394,0.60302734,0.5593709,0.59215266,0.4150556,0.80539787,0.61418474,0.74278915
0.44195545,1.0,0.7814332,0.482941,0.55002004,0.51460123,0.5579512,0.43901545,0.2801239,0.64705426,0.6446254,0.75233334
0.53059345,1.0,0.8219753,0.5418932,0.6693255,0.5382556,0.6269794,0.49013725,0.48395285,0.6183577,0.5813722,0.7906053
0.5747283,1.0,0.83509487,0.635829,0.6741746,0.6131743,0.56865036,0.427699,0.4654291,0.7649509,0.61553526,0.50169885
0.07155061,0.11024485,0.11124882,0.09801017,0.09761907,0.0909747,0.10227843,0.10691346,0.2768937,1.0,0.99321944,0.3235113
0.059207175,0.078148626,0.08560298,0.08465328,0.08324798,0.06382626,0.05544466,0.06272681,0.098199025,0.14606269,0.88225514,1.0
0.23481393,0.28517115,0.32879224,0.38758725,0.3312768,0.20755917,0.24431983,0.75030327,1.0,0.45572302,0.5433347,0.66950613
0.3132478,0.31821445,0.41642684,0.5663688,0.4507826,0.24714029,0.22334681,0.26604617,0.3105241,0.4085199,0.9945338,1.0
0.52865255,0.4341981,0.5135168,0.73548275,0.59592646,0.276789,0.28936747,0.3626697,0.3452577,0.59886736,1.0,0.87454903
0.052928917,0.045250926,0.055932228,0.08415791,0.061214764,0.029732266,0.03033566,0.07060908,0.10672507,0.72067815,1.0,0.39592838
0.07287766,0.06853648,0.07942492,0.111596346,0.069380395,0.041274413,0.041001696,0.049762815,0.025119789,0.23188591,1.0,0.9053448
0.3010307,0.28619418,0.2902941,0.3583155,0.2815405,0.19876018,0.43514448,0.39969286,0.29646012,0.8047749,1.0,0.63947046
0.51282984,0.49101475,0.5084338,0.47451353,0.29627994,0.22698979,0.23171775,0.1640099,0.18942326,0.6019191,1.0,0.68123305
0.8629927,0.8089722,0.8213186,0.6492564,0.47050717,0.29129472,0.26381427,0.14667387,0.38965902,0.8661545,1.0,0.664602
1.0,0.9800847,0.8458483,0.46576226,0.34258312,0.22841473,0.28463107,0.1929346,0.40512392,0.8238124,0.7987042,0.36879238
1.0,0.96432525,0.7475962,0.30530378,0.22797173,0.21714532,0.28497204,0.2856516,0.29101518,0.3494562,0.36574358,0.20794871
1.0,0.9838319,0.6645575,0.2321834,0.17782299,0.187582,0.24096915,0.24411318,0.2780109,0.29105496,0.44281715,0.31633663
1.0,0.9905106,0.6283237,0.17226864,0.09470484,0.12208307,0.21750656,0.26648715,0.25355303,0.16242626,0.19666706,0.16727744
0.96369404,1.0,0.6226025,0.1512102,0.09879337,0.13392639,0.19469857,0.2936041,0.31245124,0.22557104,0.17475294,0.10760906
0.94622195,1.0,0.64798266,0.17664824,0.11681112,0.084264,0.17520276,0.30375078,0.34251383,0.29197976,0.22374591,0.1151623
0.92617774,1.0,0.66751623,0.1945108,0.12110334,0.10218333,0.18425755,0.33894843,0.357137,0.3014809,0.25720802,0.22144489
0.95005274,1.0,0.6667771,0.17677687,0.18860106,0.1607086,0.16392976,0.31191,0.3383447,0.2517094,0.20145443,0.20486169
0.814326,1.0,0.7524321,0.20069535,0.17138979,0.16624418,0.21867865,0.34380788,0.29469466,0.24665561,0.26206613,0.17717576
0.7243906,1.0,0.87267846,0.34524643,0.26378906,0.25619712,0.3032508,0.38908225,0.43015206,0.34177846,0.35594332,0.28951392
0.5239367,1.0,0.93229336,0.4641459,0.3091338,0.27375084,0.30359343,0.29193065,0.33634126,0.21013297,0.43605298,0.27843395
0.43270525,1.0,0.92488515,0.48086205,0.37699074,0.35124037,0.31862047,0.21938309,0.3760626,0.2807823,0.33061108,0.24324927
0.40845636,1.0,0.8572996,0.5371687,0.46080235,0.34625682,0.28902474,0.11048941,0.41358507,0.40486142,0.32935694,0.33014917
0.47023293,1.0,0.7954244,0.553848,0.44169262,0.25155672,0.31844813,0.30718368,0.5387532,0.50579584,0.40010005,0.3582407
0.6109375,1.0,0.6488074,0.5599368,0.5077557,0.2460982,0.2976982,0.3078651,0.4685189,0.39457163,0.39899597,0.32581112
0.6844306,1.0,0.5807796,0.57614285,0.61942697,0.3242937,0.35446236,0.4405757,0.5296285,0.39030644,0.36735585,0.33250725
0.75097203,1.0,0.51088136,0.5996536,0.72112817,0.43373972,0.37449247,0.39873692,0.40655592,0.43530357,0.31662828,0.23182856
0.91644496,1.0,0.60558003,0.7126575,0.79980254,0.4309419,0.45135236,0.50387293,0.56676096,0.3662726,0.20867388,0.28209567
